user,p1_position,p1_time,p2_position,p2_time
Louis Grennell,1,128,,
Oleksandr Nikitin,2,136,,
Carl Oscar Aaro,3,188,,
Robert Pham,4,258,1,429
shakespeare1564 ,5,265,,
Andrew Macheret,6,275,,
eagely,7,277,,
Oliver Ni,8,277,,
Ben Zydney,9,284,,
jwseph,10,286,,
aropan ,11,287,,
Jimmy Mårdell,12,289,30,1497
Ahmed Siadomar,13,302,79,2057
mangoqwq,14,310,56,1779
leijurv,15,311,5,812
nthistle,16,312,15,1231
Zeyu Chen,17,337,,
Ian DeHaan,18,337,,
Nathan Fenner,19,345,21,1354
Michael Broughton,20,346,,
cefqrn,21,347,,
Oskar Haarklou Veileborg,22,354,59,1795
Maarten Sijm,23,359,63,1843
SeanRBurton,24,370,,
ColeTrammer,25,373,,
Looking for blog readers!,26,380,,
ruuddotorg,27,387,58,1787
evanphoward,28,392,72,1972
qpwoeirut,29,396,,
bluepichu,30,398,4,791
danzou56,31,402,,
Ben Kogan,32,404,,
int-e,33,408,69,1895
Kevin Sheng,34,415,29,1486
david-why,35,416,,
HoLLy,36,417,,
Dmytro Soboliev,37,423,2,649
Jasper van Merle,38,423,45,1651
nife,39,424,,
b-paul,40,430,,
Carl Schildkraut,41,430,,
Søren Fuglede Jørgensen,42,438,,
seligman99,43,442,,
Nicky Skybytskyi,44,443,47,1673
connorjayr,45,445,,
LyricLy,46,446,,
jonathanpaulson,47,448,,
glguy,48,449,,
xiej2520,49,451,,
anonymous user #289486,50,455,,
Jared Tan Rui Hoong,51,455,28,1466
VasilyDK,52,456,,
Cody Carlsen ,53,456,,
Proximity Trigger,54,465,,
Nik Sauer,55,466,,
Sofapuden,56,469,7,878
kcaze,57,469,,
MelnCat,58,469,,
the-chenergy,59,472,,
SizableShrimp,60,472,,
ykrukovsky,61,472,,
RWayne93,62,473,,
PCSwingle,63,476,,
Marcus Vogel,64,480,34,1550
xiaowuc1,65,480,42,1627
lamkashingpaul,66,483,,
vstrimaitis,67,486,,
jontmy,68,493,,
Robert Xiao,69,496,,
Kami Leon,70,499,,
IsabelleB75,71,499,,
James Sorenson,72,504,,
Robert Usher,73,507,,
Filip Hlasek,74,514,6,832
Paul McMullin,75,514,,
Lovemathboy H,76,514,14,1203
Henrik Ygge,77,515,,
Ross Dempsey,78,519,,
Tim Kt,79,520,,
TimHuisman1703,80,520,57,1786
mlevesquedion,81,523,,
Frode Johannesen ,82,525,,
Ross MacArthur,83,525,,
Max Jäger ,84,526,,
Murray Edwards,85,527,,
sponege,86,527,,
0e4ef622,87,528,31,1499
Alexander Fu,88,529,,
Michael Fogleman,89,529,,
Manish Kundu,90,530,,
Sean Yawning,91,533,,
kapilgain,92,533,,
psun256,93,534,,
Tim Black,94,534,,
Thomas Neill,95,534,,
EIFY,96,538,,
RussellDash332,97,538,,
Gorane7,98,539,,
Chris Malone,99,539,,
bradleysigma,100,542,,
Peter Trebaticky ,,,3,704
Taras Gritsenko,,,8,928
Antonio Molina ,,,9,943
Larry,,,10,966
Redcrafter,,,11,1003
Nick,,,12,1015
uva14726173,,,13,1156
Brett Math,,,16,1261
Cameron,,,17,1267
tckmn,,,18,1276
ictrobot,,,19,1338
Josef Minařík,,,20,1339
Anish Singhani,,,22,1404
Balint R,,,23,1404
andriigrynenko,,,24,1412
Ayman Eltemmsahy,,,25,1446
Arkadiusz Chmura,,,26,1447
Alexander Fenster,,,27,1454
Alexander Haupt,,,32,1504
anonymous user #1785483,,,33,1543
qwewqa,,,35,1578
Max Nilsson,,,36,1580
Sergey Ilyevsky,,,37,1581
Dan Adkins,,,38,1597
Christian Czekay ,,,39,1616
boboquack,,,40,1622
takeuchi-masaki,,,41,1627
scanhex,,,43,1635
Dustin Ward,,,44,1640
Egor Kulikov ,,,46,1666
Giacomo Stevanato,,,48,1676
Alexey Shmelev,,,49,1689
Niklas Sandén,,,50,1717
Zichen Zheng,,,51,1729
tluo5458,,,52,1741
Kroppeb,,,53,1745
Dylan Smith,,,54,1773
dan-simon,,,55,1778
Khanh Hiep Tran,,,60,1816
5space,,,61,1818
vitekmel,,,62,1833
Vladislav Isenbaev,,,64,1859
anonymous user #1510407,,,65,1860
sergey-senozhatsky,,,66,1871
alexd298,,,67,1879
tonghuikang,,,68,1890
vash3r,,,70,1933
Mehran Siddiqui,,,71,1960
mrphlip,,,73,1982
Vitalii Nevidomyi,,,74,1999
Erik Amirell Eklöf,,,75,2004
DevilSquirrel,,,76,2018
Yuliy Pisetsky,,,77,2038
Ola Nilsson,,,78,2050
Gabriel Diaconita,,,80,2060
Lief,,,81,2063
Jon Hartnett,,,82,2079
Jerry Xu,,,83,2101
PoustouFlan,,,84,2113
Ryan Hitchman,,,85,2114
Solra Bizna,,,86,2135
Matthew Reeder,,,87,2136
Karan Bardhan,,,88,2141
anonymous user #2584744,,,89,2141
anonymous user #1565212,,,90,2142
David Kuleniuk,,,91,2229
Ivanidzo4ka,,,92,2239
Thomas Lindae,,,93,2243
L4Vo5,,,94,2250
abailey2020,,,95,2257
John Churchill,,,96,2263
Andreas Björklund ,,,97,2265
Davis Yoshida ,,,98,2285
attempt0,,,99,2298
amri123,,,100,2300
