user,p1_position,p1_time,p2_position,p2_time
Cody Carlsen ,1,145,,
Oleksandr Nikitin,2,190,,
xiaowuc1,3,237,2,395
Looking for blog readers!,4,272,1,303
Oskar Haarklou Veileborg,5,340,3,399
TimHuisman1703,6,359,4,465
bluepichu,7,416,9,630
PCSwingle,8,424,26,806
Erik Amirell Eklöf,9,431,,
evanphoward,10,434,,
nthistle,11,444,60,1006
Gábor Ferenc Kovács,12,447,5,494
qpwoeirut,13,448,13,658
Ian DeHaan,14,467,22,758
joefarebrother,15,469,94,1176
Alexander Haupt,16,476,6,580
Kroppeb,17,501,17,707
Brett Math,18,514,12,656
msullivan,19,518,11,647
mserrano,20,527,7,615
Tristan Sharma,21,530,,
Xiongqi ZHANG ,22,537,41,881
Harry Slatyer,23,545,10,641
ruuddotorg,24,550,27,812
Parker Williams,25,552,,
anonymous user #1047278,26,558,,
Noble Mushtak,27,560,,
Robin Allen,28,575,8,630
ulrikdem,29,576,14,664
Lewin Gan,30,577,25,784
Neal Wu,31,577,15,694
Muhammad Rais Fathin Mudzakir,32,585,,
Vladislav Isenbaev,33,589,16,700
Mark Sturtevant,34,591,,
Balint R,35,591,19,746
Koen Oostveen,36,615,,
Patrick Hogg,37,632,28,815
Måns Magnusson,38,633,40,877
Alexey Shmelev,39,633,63,1033
abailey2020,40,635,24,780
oparkerj,41,640,69,1064
Renette Ros,42,654,49,926
Proximity Trigger,43,660,29,821
Thomas Neill,44,660,30,831
jonathanpaulson,45,664,18,733
leijurv,46,664,20,749
Joseph Gleason ,47,666,62,1017
Kami Leon,48,666,47,910
hakiobo,49,668,32,842
tckmn,50,668,57,978
Sobhan Mohammadpour,51,670,,
Magnus Hokland Hegdahl,52,676,,
anonymous user #1510407,53,678,33,845
msc-27,54,686,,
rhendric,55,692,21,750
Nicky Skybytskyi,56,694,,
Anthony Li,57,696,23,767
Yiming Li,58,697,66,1047
Gabriel Wu,59,706,46,910
andreas-hilti ,60,715,,
tmiddlet ,61,716,,
Béla Mérvadó ,62,718,,
rocket3989,63,719,45,902
Liresol,64,722,44,899
viceroypenguin,65,725,,
Esteban de la Canal,66,725,,
scanhex,67,727,74,1101
TINA WANG - STUDENT,68,727,,
mayoff,69,729,,
tenth,70,729,50,932
Jacob Magnuson ,71,730,34,850
Antonio Molina ,72,738,39,874
b-paul,73,740,,
glguy,74,742,,
S. Teikn Smith,75,748,79,1112
Timothy Mou,76,749,,
coolcomputery,77,751,31,838
Eldar Bogdanov,78,757,,
Adam Gausmann,79,760,98,1196
paladin8,80,763,36,860
zacharybarbanell,81,767,35,855
thuustalu,82,775,53,940
Yoshiap,83,776,91,1164
Zeyu Chen,84,776,43,892
Samuel Chen,85,778,37,863
Lukas Gelbmann,86,778,82,1121
Brandon Young,87,782,38,868
Yik Chun Wong,88,783,,
Emanuel Särnhammar,89,784,,
Andrew Macheret,90,794,58,992
Stevie-O ,91,795,51,932
Ivan Lyzhin,92,802,84,1123
Jimmy Mårdell,93,803,54,941
RandomLB,94,807,42,891
Thomas,95,816,,
Mattéo Delabre,96,827,,
Kacper Topolski,97,828,,
anonymous user #289309,98,836,81,1120
Jacob Smith (j_p_smith),99,837,,
Robert Xiao,100,845,,
Edward Lue,,,48,926
Talchas,,,52,935
drysle,,,55,948
Oliver Ni,,,56,977
Philipp Lenk,,,59,1001
Qiqi Impact,,,61,1016
andriigrynenko,,,64,1035
grhkm21,,,65,1047
Lenny S,,,67,1049
jorendorff,,,68,1058
Larry,,,70,1069
Jeroen Op de Beek,,,71,1073
Egor Kulikov ,,,72,1073
FillyAutomatic,,,73,1092
Kevin Sheng,,,75,1103
Dylan Smith,,,76,1103
RWayne93,,,77,1106
Murray Edwards,,,78,1106
petertseng,,,80,1115
Alex Liang,,,83,1122
mahbubul hasan,,,85,1126
penteract,,,86,1144
Kevin Sun,,,87,1146
Kåre von Geijer,,,88,1148
Cameron Aavik,,,89,1160
tonghuikang,,,90,1162
Loren Troan,,,92,1170
Tom Sirgedas,,,93,1171
mrphlip,,,95,1180
Tony Jiang,,,96,1187
Springo,,,97,1188
jonathan-lemos,,,99,1199
dan-simon,,,100,1200
