user,p1_position,p1_time,p2_position,p2_time
anonymous user #1556836,1,292,31,734
dan-simon,2,317,2,541
Nicky Skybytskyi,3,328,44,775
jonathanpaulson,4,350,61,845
piman51277,5,356,,
mserrano,6,361,7,577
Balint R,7,376,3,545
Kevin Sheng,8,377,13,650
Jeffrey Meng,9,385,,
5space,10,392,5,568
teidesu,11,394,,
tckmn,12,402,1,525
aropan ,13,414,,
Starwort,14,415,16,661
int-e,15,419,35,743
hyper-neutrino,16,421,,
Zeyu Chen,17,424,59,833
Daniel Yang,18,425,4,567
Gabriel Wu,19,425,11,613
Antonio Molina ,20,430,23,693
bluepichu,21,433,6,573
Nikitosh,22,445,,
LegionMammal978,23,445,14,651
msullivan,24,448,19,669
anonymous user #3428581,25,451,9,598
csjh,26,455,,
Ian DeHaan,27,456,10,600
grhkm21,28,457,58,830
ruuddotorg,29,466,76,881
etotheipi1,30,480,51,803
horo,31,480,,
david-why,32,487,62,849
xiaowuc1,33,492,43,773
Sean Yawning,34,493,,
Liresol,35,496,91,920
Justin Yokota,36,499,12,648
Tomáš Pavlík,37,500,28,717
anonymous user #2001399,38,501,,
Brett Math,39,506,,
Thomas Feld,40,507,,
leijurv,41,507,40,761
ovs-code ,42,508,47,789
Noble Mushtak,43,509,36,746
Saujas Nandi,44,509,,
Michael Fogleman,45,510,20,673
Magnus Hokland Hegdahl,46,512,8,592
Nathan Fenner,47,514,67,860
Mercerenies,48,520,18,666
Oskar Haarklou Veileborg,49,520,85,901
Davis Yoshida ,50,520,34,742
qpwoeirut,51,521,78,889
AdamHe17 ,52,521,,
mrphlip,53,526,22,690
petertseng,54,530,,
Defelo,55,532,65,853
Martin “Cifko” Štefček ,56,532,27,717
Yan Kang Lee,57,533,53,804
Etienne Vouga,58,534,38,750
Josh Taylor,59,535,,
Thomas,60,537,,
Vladislav Isenbaev,61,538,42,773
bcc32,62,539,77,882
jwseph,63,539,29,729
rhendric,64,541,81,897
thuustalu,65,545,52,803
Egor Kulikov ,66,545,21,675
periodically-makes-puns,67,545,24,696
nife,68,548,26,716
Vince7778,69,553,,
Mathis Hammel ,70,553,,
Nick Liu,71,555,,
a5a7,72,558,25,714
Anish Singhani,73,559,15,652
Brandon Young,74,560,17,665
Yoshiap,75,563,48,792
epsalon,76,565,,
Kye W. Shi,77,565,,
Alexey Shmelev,78,567,45,776
Xavier Rene Plourde,79,570,,
nthistle,80,573,,
Mark Sturtevant,81,573,,
Zayne Siew,82,576,,
Kevin Wang,83,579,96,938
Carl Schildkraut,84,579,70,869
Jakub Kotrs,85,580,,
Oliver Ni,86,580,,
Sans Cipher,87,581,,
anonymous user #637942,88,582,37,746
bradleysigma,89,582,,
Yves Delley,90,583,,
Rayson Su,91,583,,
CodingAP,92,584,,
PenguinEncounter,93,585,,
David Sharick,94,585,,
RandomLB,95,588,,
Greg Zborovsky,96,590,79,891
ilg,97,591,,
Mathijs Vogelzang,98,593,39,754
Bradon Zhang,99,593,,
zhangjunyan2580,100,597,33,740
NovaSagittarii,,,30,730
Kuma-TachiRen,,,32,738
Chun Yeung Wong,,,41,768
Avongard,,,46,787
Lewin Gan,,,49,793
Thomas Neill,,,50,799
@AlexSkidanov,,,54,804
rak1507,,,55,806
andrewcarlotti,,,56,810
Craig Gidney,,,57,813
scanhex,,,60,841
XHRogerCao,,,63,850
phenomist,,,64,851
Matthew Ramina,,,66,857
N_z_,,,68,861
andy-k,,,69,866
Nate Paymer,,,71,873
Loren Troan,,,72,874
harrison truscott,,,73,875
Tim Black,,,74,879
Khanh Hiep Tran,,,75,880
RussellDash332,,,80,896
Patrick Coleman,,,82,897
Yik Chun Wong,,,83,900
LyricLy,,,84,900
Robert Usher,,,86,903
racsosabe,,,87,908
drysle,,,88,911
Joel Gibson,,,89,911
icicl,,,90,918
Konstantin,,,92,926
boboquack,,,93,927
Nifley,,,94,932
D. Salgado,,,95,936
Jan Verbeek,,,97,942
Noah Overcash,,,98,948
Anthony Li,,,99,955
EIFY,,,100,960
