user,p1_position,p1_time,p2_position,p2_time
secemp9,1,51,1,86
Peter Kuhar,2,53,,
xiaowuc1,3,62,16,385
Oleksandr Nikitin,4,71,3,183
leijurv,5,72,14,357
nim-ka,6,75,,
yusent,7,75,4,228
Alvar Soome,8,77,,
anonymous user #677741,9,78,,
Anango Prabhat,10,81,,
hyper-neutrino,11,83,,
tckmn,12,85,34,504
Kostero,13,86,,
5space,14,87,69,608
connorjayr,15,87,49,562
jonathanpaulson,16,88,64,602
Looking for blog readers!,17,91,,
PCSwingle,18,92,99,662
Daniel Yang,19,94,,
Carl Oscar Aaro,20,96,15,370
eagely,21,96,6,238
Mathis Hammel ,22,96,,
Noble Mushtak,23,97,31,498
Epiphane,24,97,91,656
Matthew Ramina,25,98,,
david-why,26,99,33,503
Oskar Haarklou Veileborg,27,99,,
Proximity Trigger,28,100,,
Anish Singhani,29,100,68,607
Maarten Sijm,30,102,,
Clancy Woodburn,31,102,,
Zack Lee,32,102,65,604
Mark Sturtevant,33,102,,
Karan Vijayakumar,34,103,2,180
WutPu,35,105,,
Parker Williams,36,106,23,453
Oliver Ni,37,107,20,426
Gorane7,38,107,58,598
Shawn Hagler,39,108,13,341
Coder Gautam,40,108,5,237
Nifley,41,109,,
Anthony Li,42,109,17,391
Kevin Sheng,43,109,,
Carl Schildkraut,44,109,39,537
David Sharick,45,110,46,557
Robert Xiao,46,110,18,392
Bahnschrift,47,110,,
Thomas,48,111,88,649
zacharybarbanell,49,111,,
bcc32,50,111,57,596
Kevin Wang,51,113,,
Thomas Feld,52,114,,
vstrimaitis,53,115,,
D. Salgado,54,115,24,460
qpwoeirut,55,116,,
horo,56,117,25,475
Ryan O’Hara,57,118,19,424
Ethan Tillison,58,118,,
Justin Yokota,59,118,,
ZED.Charley William Thairo,60,119,22,446
evanphoward,61,119,,
Tim Kt,62,119,,
Hafnium780,63,119,,
Jan Verbeek,64,119,76,619
James Sorenson,65,119,,
Thomas Neill,66,120,29,482
Михаил Минков ,67,121,,
anonymous user #198392,68,121,,
Jimmy Mårdell,69,121,,
tenth,70,122,,
Samo Kralj,71,122,,
Kye W. Shi,72,123,26,478
most90,73,123,,
Robert Usher,74,123,,
SeptaCube,75,124,43,543
chunkybanana,76,125,,
coolcomputery,77,125,,
Loren Troan,78,125,,
Jeffrey H.,79,126,,
djpohly,80,126,,
LegionMammal978,81,126,21,435
Omkar Bhalerao,82,126,41,540
Crowthebird,83,126,,
Lief,84,126,,
Pedro Osório,85,126,,
tbodt,86,127,55,586
Nathan Fenner,87,127,94,659
xiej2520,88,127,,
anonymous user #2038911,89,127,,
Taras Gritsenko,90,128,,
Ahmed Siadomar,91,128,,
narpfel,92,129,,
Kaaden RumanCam,93,129,,
PotentialStyx,94,129,,
Tristan Sharma,95,129,11,312
Ben,96,129,,
JYC,97,130,97,660
Vince7778,98,130,66,605
Christian Cederquist,99,130,,
Jasper van Merle,100,130,59,599
Роман Курмаев,,,7,280
tirefire,,,8,290
Jonas Haller,,,9,295
RWayne93,,,10,296
shakespeare1564 ,,,12,321
chasehult,,,27,480
Verulean,,,28,480
yuizumi,,,30,495
Ryan Hitchman,,,32,502
Starwort,,,35,514
dan-simon,,,36,516
@AlexSkidanov,,,37,522
Ian DeHaan,,,38,526
bluepichu,,,40,538
sagarbrathod1,,,42,540
Erik Amirell Eklöf,,,44,552
Avi Swartz,,,45,553
alexirpan,,,47,558
mrphlip,,,48,558
TLSM,,,50,567
Andrew Badr,,,51,577
boboquack,,,52,582
awychong,,,53,584
Yoshiap,,,54,585
onionfarmerr,,,56,587
scanhex,,,60,599
drougge,,,61,600
qerhgqe67fwq8fqw867f,,,62,601
Kuma-TachiRen,,,63,601
Vladislav Isenbaev,,,67,605
ast-ral,,,70,608
wincss,,,71,611
quentinmit,,,72,611
Mercerenies,,,73,611
Evan Kwan,,,74,612
jdabtieu,,,75,618
nthistle,,,77,620
Craig Gidney,,,78,622
Nathan Wang,,,79,625
Antonio Molina ,,,80,626
Davis Yoshida ,,,81,631
Guillaume Alleon,,,82,636
sportshead,,,83,636
LyricLy,,,84,638
Jeffrey Meng,,,85,639
Brandon Young,,,86,645
MLMANPT,,,87,648
ascharpegge,,,89,653
Ethan,,,90,655
blaumeise20,,,92,657
Enterprize1,,,93,658
Lilian,,,95,660
Magnus Hokland Hegdahl,,,96,660
Michael Broughton,,,98,660
Strikeeaglechase,,,100,664
