user,p1_position,p1_time,p2_position,p2_time
tung491,1,43,1,82
secemp9,2,66,2,183
Ryan O’Hara,3,82,,
Oskar Haarklou Veileborg,4,84,,
Angelica Naguio,5,86,7,233
Carl Schildkraut,6,95,37,359
nthistle,7,96,5,230
D. Salgado,8,98,8,235
eniraa,9,99,6,233
leijurv,10,100,22,311
Also looking 4 an internship! ,11,102,25,319
zach1502,12,106,,
Davis Yoshida ,13,106,56,383
Noble Mushtak,14,110,15,281
Rem Zhang,15,112,30,336
John Kesler,16,112,,
nim-ka,17,115,13,259
Neal Wu,18,118,4,230
Shawn Hagler,19,119,3,208
ekimekim,20,119,53,381
Jan Verbeek,21,121,,
sourishsharma17,22,121,,
S. Teikn Smith,23,123,28,320
Robert Usher,24,126,74,405
Verulean,25,128,33,348
Andrew X. ,26,130,,
anonymous user #2698856,27,131,35,352
anonymous user #3487639,28,132,10,247
xiaowuc1,29,133,27,320
Yoshiap,30,134,19,291
Anish Singhani,31,136,11,248
Herman,32,137,,
Starwort,33,138,18,288
Kevin Wang,34,138,48,372
quentinmit,35,139,,
TimHuisman1703,36,139,,
Joseph Durie,37,140,14,273
@Dusknt,38,140,,
qpwoeirut,39,141,12,255
dan-simon,40,141,61,388
Calvin Godfrey,41,141,,
Elmer Le,42,142,,
connorjayr,43,142,,
penteract,44,143,41,361
hyper-neutrino,45,143,83,415
James Sorenson,46,143,,
michaelzhan1,47,143,,
Rohan Jain,48,144,,
Tanner Hoke,49,144,40,361
Brian Liu,50,145,42,364
anonymous user #637942,51,146,,
Joshua Wise,52,146,,
Ben,53,147,,
Omkar Bhalerao,54,147,45,367
Thomas Feld,55,147,,
Robert Xiao,56,148,31,342
Ethan C,57,148,,
jonathanpaulson,58,149,9,238
Joe L.,59,150,,
Level 51,60,151,,
chluebi,61,152,,
petertseng,62,153,,
Thomas,63,153,90,421
Daniel Gu,64,155,,
Nick,65,155,,
epsalon,66,155,,
Gorane7,67,156,24,314
Ryan Hitchman,68,156,,
anonymous user #1510407,69,156,20,310
Chi Feng,70,157,70,401
milesman34,71,157,,
ast-ral,72,158,84,415
CarbonIce,73,159,,
Espiobest,74,159,,
Oleksandr Nikitin,75,160,29,327
Lewin Gan,76,162,16,281
andrewcarlotti,77,162,32,347
jebouin,78,162,,
Jasper van Merle,79,163,,
1234abcdcba4321 ,80,163,39,360
democat3457,81,164,,
Alexander Haupt,82,164,,
Oliver Ni,83,164,,
Bahnschrift,84,164,,
Bradley Louie,85,164,,
Vince7778,86,165,79,409
Jimmy Ding,87,165,38,359
Balint R,88,165,34,351
flatypus,89,165,,
Sean Yawning,90,165,93,425
sorawit,91,165,47,371
Samuel B,92,165,,
Sploder12,93,166,,
Nicholas Tarsis,94,167,,
Springo,95,167,,
Tyler Lemburg,96,168,,
Max Jäger ,97,168,,
carro,98,170,52,378
mrkeldon,99,170,,
danzou56,100,171,,
yusent,,,17,286
Jan Arnež,,,21,310
sr2echa,,,23,314
coolcomputery,,,26,320
Lilian,,,36,359
Robert Pham,,,43,365
Craig Gidney,,,44,367
Anthony Li,,,46,370
Craig Silverstein,,,49,375
tckmn,,,50,375
scanhex,,,51,377
Benedikt Werner,,,54,382
Ahmed Siadomar,,,55,383
Tea Leka,,,57,385
Zack Lee,,,58,386
Lau Xin Wei,,,59,387
Lalsin Nilian,,,60,387
Patrick Hogg,,,62,389
João Salavisa,,,63,390
Mathis Hammel ,,,64,392
Antonio Molina ,,,65,393
jdabtieu,,,66,393
Gabriel Wu,,,67,395
Alexandre Dewilde,,,68,395
grhkm21,,,69,400
Arthur Bright,,,71,401
Arib Chowdhury,,,72,405
Finn,,,73,405
alchzh,,,75,406
Mateus Sze Cosenza,,,76,406
bluepichu,,,77,406
Vladislav Isenbaev,,,78,408
twright0,,,80,410
jaspercb,,,81,410
zacharybarbanell,,,82,414
vstrimaitis,,,85,416
Timothy Mou,,,86,417
Måns Magnusson,,,87,417
Jimmy Mårdell,,,88,418
tbodt,,,89,420
LyricLy,,,91,422
periodically-makes-puns,,,92,423
chrwoods,,,94,426
horo,,,95,427
rak1507,,,96,427
Mercerenies,,,97,427
glguy,,,98,428
Jeffrey Fan,,,99,428
Parker Williams,,,100,428
