user,p1_position,p1_time,p2_position,p2_time
Jonas Haller,1,95,,
Oleksandr Nikitin,2,113,,
secemp9,3,113,,
Anango Prabhat,4,141,,
shakespeare1564 ,5,151,,
Josh Leverette,6,167,,
Peter Kuhar,7,178,,
Jan Arnež,8,200,26,1121
Jc,9,200,,
tckmn,10,224,,
Eero Väkiparta,11,227,,
anonymous user #1759814,12,232,,
phamtrongthang123,13,238,,
Lau Xin Wei,14,242,,
5space,15,262,1,518
eniraa,16,272,,
Mihhail Novik,17,277,,
ruuddotorg,18,279,69,1452
anonymous user #1510407,19,286,5,759
nim-ka,20,308,,
Роман Курмаев,21,311,,
anonymous user #203730,22,323,,
Robert Xiao,23,332,30,1183
PDDG Glaser,24,334,,
leijurv,25,338,,
qwewqa,26,339,,
mrphlip,27,339,10,933
bluepichu,28,344,6,791
James Sorenson,29,345,,
petertseng,30,347,,
ericlovesmath,31,356,,
Oskar Haarklou Veileborg,32,357,,
Lucas M.,33,358,24,1117
Danny Lin,34,359,,
andy-k,35,361,,
dan-simon,36,364,40,1274
Clancy Woodburn,37,366,,
boboquack,38,368,8,845
bcc32,39,368,57,1373
anonymous user #44119,40,370,,
Kroppeb,41,370,2,667
sndyx ,42,377,,
Ryan Hitchman,43,377,,
mserrano,44,378,28,1143
teidesu,45,378,,
Ian DeHaan,46,379,,
scanhex,47,382,22,1107
val tron,48,382,,
Looking for blog readers!,49,382,18,1074
JackMacWindows,50,385,,
zacharybarbanell,51,387,3,710
Dragon-Hatcher,52,391,,
Davis Yoshida ,53,392,33,1212
Robert Pham,54,393,,
hltk,55,393,71,1463
Carl Schildkraut,56,394,25,1118
Bahnschrift,57,395,,
grhkm21,58,396,35,1228
Lewin Gan,59,402,23,1114
anonymous user #3187566,60,403,,
Robin Allen,61,405,97,1588
connorjayr,62,406,,
Daniel Gu,63,408,,
jonathanpaulson,64,409,11,952
nthistle,65,410,21,1091
hyper-neutrino,66,411,54,1357
Ahmed Siadomar,67,413,80,1510
epsalon,68,414,,
Anish Singhani,69,418,72,1492
D. Salgado,70,421,4,721
@AlexSkidanov,71,425,39,1270
TimHuisman1703,72,428,,
Abraham Guo,73,428,,
Oliver Ni,74,436,,
periodically-makes-puns,75,443,,
Ari Wachtel,76,443,,
PoustouFlan,77,445,12,962
Nicky Skybytskyi,78,450,78,1505
ast-ral,79,462,,
the-chenergy,80,464,,
coolcomputery,81,466,,
Magnus Hokland Hegdahl,82,467,7,844
Tanner Hoke,83,469,,
AdamHe17 ,84,469,,
AmoleR,85,471,,
Chris Petit,86,472,,
b-paul,87,472,,
Patryk G,88,475,,
mayoff,89,478,,
Thomas Neill,90,480,15,1014
Victor Chen,91,482,100,1597
SeanRBurton,92,483,,
Jasper van Merle,93,484,,
Gábor Ferenc Kovács,94,487,61,1411
rhendric,95,489,,
Jimmy Ding,96,489,,
dkalak,97,492,,
Sam Harrison,98,493,,
Sampriti Panda,99,494,,
David Sharick,100,495,,
F2 ,,,9,893
Giacomo Stevanato,,,13,1001
Antonio Molina ,,,14,1006
Erik Amirell Eklöf,,,16,1025
Kami Leon,,,17,1039
Nathan Fenner,,,19,1076
Egor Kulikov ,,,20,1089
StarGazingHomies,,,27,1137
Martin “Cifko” Štefček ,,,29,1154
Kitchen_Choice_8786,,,31,1195
dsemi ,,,32,1200
Andrew X. ,,,34,1226
lewinski,,,36,1241
Mathijs Vogelzang,,,37,1248
Sam Hindess,,,38,1258
Jimmy Mårdell,,,41,1297
Dan Sanders,,,42,1301
Noble Mushtak,,,43,1301
M1ngXU,,,44,1305
LegionMammal978,,,45,1306
Mark Ladygo,,,46,1328
Brian Bucklew,,,47,1333
hchokshi,,,48,1333
Tobias-Glimmerfors,,,49,1335
Loren Troan,,,50,1341
CaptainSora,,,51,1344
ictrobot,,,52,1348
jkseppan,,,53,1355
msullivan,,,55,1357
TINA WANG - STUDENT,,,56,1365
Matthew Boehm,,,58,1403
Shik Chen,,,59,1408
anonymous user #371225,,,60,1411
Måns Magnusson,,,62,1413
abnew123,,,63,1419
bmachado1,,,64,1424
Enkhsanaa,,,65,1427
Thomas,,,66,1433
whaatt,,,67,1437
Søren Fuglede Jørgensen,,,68,1441
mangoqwq,,,70,1460
Waffle,,,73,1494
Tea Leka,,,74,1497
thuustalu,,,75,1503
Murray Edwards,,,76,1503
AlexJones0,,,77,1504
Chase Hadley,,,79,1506
Josef Minařík,,,81,1511
Mr Thimoté,,,82,1521
Olivia Kaufman,,,83,1529
Ethan Luo,,,84,1530
lbud,,,85,1537
Isse,,,86,1538
dllu,,,87,1550
Jason Newman,,,88,1552
Ivan Kazmenko,,,89,1557
Joel Jonsson,,,90,1565
Daniel Anker Hermansen,,,91,1567
Alexander Fenster,,,92,1569
gsou,,,93,1572
Alex MF,,,94,1581
Ben,,,95,1585
teekaytai,,,96,1587
jakingy,,,98,1594
Luke-Sheltraw,,,99,1596
