user,p1_position,p1_time,p2_position,p2_time
xiaowuc1,1,88,1,346
Carl Schildkraut,2,114,3,521
Ian DeHaan,3,118,13,636
Laurentiu Ionele ,4,133,,
tckmn,5,143,24,710
Robert Xiao,6,146,94,1023
bluepichu,7,146,48,866
eagely,8,148,44,849
5space,9,151,70,941
Gabriel Wu,10,163,56,882
Kirby703,11,169,4,546
Zack Lee,12,171,,
Pi-Hsun Shih,13,172,5,568
Dylan Smith,14,173,,
jebouin,15,173,2,475
Joseph Durie,16,174,63,910
Antonio Molina ,17,177,30,787
nthistle,18,178,,
Oleksandr Nikitin,19,180,16,660
AK1089,20,180,,
Nathan Fenner,21,184,7,591
mlucy,22,185,,
Ross Dempsey,23,185,,
Oliver Ni,24,185,,
Justin Yokota,25,189,86,1007
Venkat Rao,26,190,,
Noble Mushtak,27,191,81,996
Jasper van Merle,28,192,,
most90,29,195,,
Proximity Trigger,30,197,,
Egor Kulikov ,31,197,93,1020
Christian Cederquist,32,198,,
Looking for blog readers!,33,199,6,577
Thomas Neill,34,201,19,682
jonathanpaulson,35,201,21,693
Ian O'Donnell,36,201,,
D. Salgado,37,202,9,610
Balint R,38,203,,
NovaSagittarii,39,203,,
Robert Nies,40,203,40,825
LyricLy,41,205,99,1033
Anthony Li,42,205,69,938
Brandon Young,43,205,,
Mr Thimoté,44,205,,
vstrimaitis,45,206,,
abailey2020,46,207,,
zacharybarbanell,47,208,,
Jan Verbeek,48,209,38,825
Mercerenies,49,211,,
Ryan Hitchman,50,212,,
penteract,51,212,,
Springo,52,214,,
scanhex,53,214,,
Lewin Gan,54,215,20,682
Samo Kralj,55,215,,
Mathis Hammel ,56,217,83,1001
Rishi Vijay,57,217,91,1013
icicl,58,218,,
Golovanov399,59,218,,
Lovemathboy H,60,218,,
Alex Wice,61,219,,
Sese Müller,62,219,,
anonymous user #614991,63,221,,
kcaze,64,223,,
Alexey Shmelev,65,224,,
Vladislav Isenbaev,66,225,28,770
qwewqa,67,226,,
TimHuisman1703,68,228,,
Robin Allen,69,229,,
Epiphane,70,231,100,1035
Eldar Bogdanov,71,231,,
Chao Zhang,72,232,,
Brian Zhou ,73,233,,
Adsalor,74,233,,
Daniel Anker Hermansen,75,235,,
mangoqwq,76,235,55,879
Also looking 4 an internship! ,77,236,45,855
Gregor Kikelj,78,238,78,988
William Y. Feng,79,238,,
Martin “Cifko” Štefček ,80,238,8,600
Aaron ,81,239,90,1012
anonymous user #1640821,82,239,,
sguest,83,240,,
TINA WANG - STUDENT,84,240,35,815
teekaytai,85,240,,
CaptainSora,86,241,,
chunkybanana,87,242,,
Ghurfa,88,242,,
coolcomputery,89,243,47,864
rotcar,90,243,23,700
Timothy Mou,91,244,27,758
Max Tsishkouski,92,245,,
mdlu,93,246,68,935
Thomas Feld,94,247,,
Shik Chen,95,248,,
Ivan Kazmenko,96,249,,
0e4ef622,97,249,46,862
rak1507,98,250,,
HoLLy,99,250,,
Waffle,100,250,79,994
anonymous user #637942,,,10,620
Benjamin Chen,,,11,627
N_z_,,,12,628
DayDun,,,14,644
zhangjunyan2580,,,15,659
Nick Gavalas,,,17,671
Mark Sturtevant,,,18,674
mrphlip,,,22,694
Draco18s,,,25,751
Oskar Haarklou Veileborg,,,26,751
Julian Bruyat,,,29,772
Emil Kaczyński ,,,31,794
Anango Prabhat,,,32,810
Patrick Hogg,,,33,813
Михаил Минков ,,,34,814
Maarten Sijm,,,36,817
glguy,,,37,820
Maks Verver,,,39,825
bradleysigma,,,41,836
grhkm21,,,42,844
Cameron Aavik,,,43,847
Jimmy Mårdell,,,49,867
Matthew Reeder,,,50,869
Davis Yoshida ,,,51,870
Tomas Rokicki,,,52,871
Jimmy Ding,,,53,872
leonard-weininger,,,54,873
MeepMoop,,,57,883
Zeyu Chen,,,58,890
Leo Uino ,,,59,891
LegionMammal978,,,60,891
Kye W. Shi,,,61,903
mrkeldon,,,62,908
Graham White ,,,64,911
Joshua Wise,,,65,923
Dragon-Hatcher,,,66,926
jorendorff,,,67,935
Robert Usher,,,71,941
Roman Elizarov,,,72,943
cadybaltz,,,73,943
tonghuikang,,,74,944
Adavya Goyal,,,75,974
Luke Moran,,,76,974
nim-ka,,,77,978
jlallas384,,,80,994
Koen Oostveen,,,82,1000
Ahmed Siadomar,,,84,1004
XHRogerCao,,,85,1006
TXort,,,87,1007
thuustalu,,,88,1008
William Lin (tmwilliamlin168),,,89,1010
Gustav Gans,,,92,1013
Omkar Bhalerao,,,95,1027
Tim Black,,,96,1029
Defelo,,,97,1030
Robert Pham,,,98,1032
