user,p1_position,p1_time,p2_position,p2_time
Ross Dempsey,1,163,1,173
HiggstonRainbird,2,191,2,194
tckmn,3,250,3,253
mtll,4,284,5,293
Colton Pauderis ,5,287,4,291
anonymous user #672515,6,310,6,314
Daniel Yang,7,326,7,333
Cole Ellis,8,334,8,338
InvMtx ,9,347,9,354
5space,10,350,10,354
anonymous user #1585166,11,353,11,357
D. Salgado,12,373,12,376
Francisco Demartino,13,374,13,377
anonymous user #1245728,14,377,14,386
Marcus Vogel,15,387,15,389
Jasper van Merle,16,387,16,393
Davis Yoshida ,17,403,17,410
Vladislav Isenbaev,18,408,18,413
val tron,19,437,19,441
Oskar Haarklou Veileborg,20,445,20,448
Craig Gidney,21,446,21,451
zach1502,22,451,22,457
Samuel Huang,23,454,24,480
dan-simon,24,472,23,476
leifmetcalf,25,472,31,543
Carl Schildkraut,26,477,,
🌁🚑 ,27,480,26,491
anonymous user #677741,28,482,,
blu3r4y,29,489,25,489
kermitnirmit,30,499,27,502
M. Penschuck,31,514,29,533
almasip,32,519,28,531
theadamabrams,33,522,,
Adam Zalcman,34,533,30,540
RundownRhino,35,541,33,546
Kevin Sheng,36,543,32,545
benmor20,37,547,38,571
nthistle,38,552,34,554
LegionMammal978,39,559,35,563
Robin Allen,40,564,40,582
Kostero,41,565,39,573
PhoenixReaper,42,565,36,569
Srđan Tot,43,565,37,569
Carl Sandrock,44,574,46,606
umrak11,45,578,41,585
Avi Swartz,46,580,42,587
Zack Lee,47,588,45,602
wisewizardofthestars,48,591,43,596
evanphoward,49,597,44,599
Tsu-Hao Liu,50,601,48,610
Adavya Goyal,51,603,47,606
Alan Burić,52,605,99,840
Mihai Maruseac,53,606,51,612
Peter Olson,54,607,50,612
Nifley,55,608,49,611
Martijn ,56,609,53,617
Nicky Skybytskyi,57,612,52,616
icemoon97,58,616,54,619
Florian Snow,59,624,57,640
Lewin Gan,60,630,55,633
jonathanpaulson,61,637,58,640
xivaxy,62,638,56,639
Richárd Molnár-Szipai,63,650,62,681
Egor Kulikov ,64,655,59,661
daviklo,65,663,87,774
vishal chauhan,66,666,61,675
runarmod,67,667,60,669
kapilgain,68,681,79,751
Anish Singhani,69,682,63,687
Dan Sanders,70,685,67,720
NBonaparte,71,690,64,697
llyyr,72,700,65,703
targabor,73,708,74,735
Andrew Nestor Garzon,74,711,,
BendettaSD,75,712,66,717
Andy Magee,76,714,75,736
ericlovesmath,77,720,68,723
boboquack,78,721,69,724
a-e-k,79,721,70,725
Jimmy Ding,80,723,72,734
Rahul Gandharva ,81,728,,
rchalamala,82,729,,
klange,83,731,73,734
Mateusz Kopeć,84,732,71,733
lutyj,85,738,78,750
@iffify,86,739,,
Clayton Smith ,87,740,76,743
aMarkSnyder,88,743,77,747
SKAUL05,89,748,80,752
LiquidFun,90,755,81,760
Louis Grennell,91,757,88,775
Sebastian Claici,92,759,82,763
Maarten Sijm,93,763,86,770
Herman,94,764,84,768
josephxwang,95,764,83,768
Jeffrey H.,96,765,85,770
Yiming Li,97,779,89,782
James Sorenson,98,779,91,792
1e1001,99,784,90,787
Borut Levart,100,787,93,800
Valokoodari,,,92,797
Iliya Yanev,,,94,807
anonymous user #975121,,,95,819
mangoqwq,,,96,828
Marko Gartnar,,,97,831
maguire-w-j,,,98,834
Michael Goldwasser,,,100,841
