user,p1_position,p1_time,p2_position,p2_time
Oleksandr Nikitin,1,65,,
xiaowuc1,2,271,13,1217
tckmn,3,296,1,604
bluepichu,4,320,3,722
hyper-neutrino,5,337,,
nim-ka,6,337,,
connorjayr,7,365,,
Epiphane,8,371,,
Anthony Li,9,377,,
ruuddotorg,10,390,21,1410
Koen Oostveen,11,394,,
Lovemathboy H,12,405,42,1709
5space,13,412,2,689
mayoff,14,413,6,973
seligman99,15,418,,
evanphoward,16,423,,
Oskar Haarklou Veileborg,17,433,,
Noeri Huisman,18,438,,
zacharybarbanell,19,456,8,1093
Thomas Kaldahl,20,463,,
Vladislav Isenbaev,21,463,47,1737
Nicky Skybytskyi,22,463,30,1513
Also looking 4 an internship! ,23,466,,
mserrano,24,468,,
Dylan Smith,25,480,,
skanev,26,480,,
Mathis Hammel ,27,481,,
dan-simon,28,487,5,908
Looking for blog readers!,29,489,,
Thomas Feld,30,490,37,1678
Noble Mushtak,31,502,70,1930
Kevin Sheng,32,502,98,2190
Kroppeb,33,516,,
boboquack,34,521,4,760
Jan Verbeek,35,525,94,2135
Enterprize1,36,541,,
zach1502,37,543,,
Ryan O’Hara,38,549,,
petertseng,39,550,,
Jimmy Mårdell,40,556,16,1302
PCSwingle,41,560,12,1197
Ryan Hitchman,42,561,,
anonymous user #1510407,43,563,17,1322
Matt Gruskin ,44,569,,
Nicholas Tarsis,45,576,,
Gregor Kikelj,46,577,31,1520
Forest Anderson,47,580,,
Nick Gavalas,48,582,,
Sean Yawning,49,585,,
cow-moo,50,587,40,1690
Redstone_Flash,51,592,,
S. Teikn Smith,52,593,,
Lucas M.,53,593,,
1234abcdcba4321 ,54,599,,
Number Basher (Very Smart),55,600,56,1814
@AlexSkidanov,56,601,11,1185
Andrew Macheret,57,602,,
Balint R,58,606,75,1985
Level 51,59,614,,
Gorane7,60,617,,
Carl Schildkraut,61,618,,
SeptaCube,62,619,63,1896
qpwoeirut,63,620,,
Sam Hindess,64,622,,
Jerry Z. Li,65,623,39,1688
Nathan Ye,66,624,,
Sans Cipher,67,625,,
Anango Prabhat,68,626,,
Ben Kogan,69,627,,
Ahmed Ossama,70,629,,
phenomist,71,630,10,1171
david-why,72,630,,
thuustalu,73,631,43,1710
anonymous user #637942,74,632,,
CodingAP,75,632,,
leijurv,76,634,14,1238
LegionMammal978,77,639,41,1696
Antonio Molina ,78,640,27,1476
Bradley Louie,79,642,,
D. Salgado,80,647,18,1349
bcdean,81,647,,
Dmitry Ivanov,82,655,,
RootCubed,83,659,,
David Philipson,84,663,,
Starwort,85,666,,
Turkhuu Batbayar,86,666,,
thecatrine ,87,668,,
Dennis Tian,88,672,,
Dan Katz,89,672,,
Søren Fuglede Jørgensen,90,681,,
ilikecubesnstuff,91,682,,
SizableShrimp,92,682,,
@liviuchircu,93,685,,
Ivan Kazmenko,94,686,9,1112
Michael Goldwasser,95,687,,
Clancy Woodburn,96,688,,
John,97,689,,
parthsarin,98,692,,
Nick,99,693,,
Andrew Li,100,693,,
mrphlip,,,7,1041
Venkat Rao,,,15,1266
vekt0r-github,,,19,1371
David K. Zhang,,,20,1399
etotheipi1,,,22,1415
andrewcarlotti,,,23,1427
Nathan Shirley,,,24,1440
Egor Kulikov ,,,25,1449
penteract,,,26,1472
E-M-Bailey,,,28,1490
ttalvitie,,,29,1497
Justin Yokota,,,32,1532
lutyj,,,33,1620
Tom Sirgedas,,,34,1637
Vince7778,,,35,1650
anonymous user #251872,,,36,1652
duckyluuk,,,38,1685
Paul Zagieboylo ,,,44,1712
Thorvald Dox ,,,45,1719
rhendric,,,46,1736
XeroOl ,,,48,1741
0e4ef622,,,49,1742
Drew Boyuka,,,50,1769
vitekmel,,,51,1772
Max Jäger ,,,52,1781
tenth,,,53,1784
abailey2020,,,54,1790
Daniel Ge,,,55,1790
andriigrynenko,,,57,1836
William Lin (tmwilliamlin168),,,58,1841
anonymous user #387166,,,59,1841
Craig Gidney,,,60,1845
ssieb,,,61,1880
Yiming Li,,,62,1885
Kuma-TachiRen,,,64,1906
Josef Minařík,,,65,1912
Kateba ,,,66,1918
jenna8844,,,67,1922
K Zhang,,,68,1924
lxylxy123456,,,69,1928
Lawrence Kesteloot,,,71,1931
Yoshiap,,,72,1940
Bailey Butler,,,73,1974
jorendorff,,,74,1977
Elmer Le,,,76,1990
Ben Taylor,,,77,2001
Jack Iannamorelli,,,78,2010
Olive Prichard,,,79,2016
gemdude46,,,80,2016
Sumudu Fernando ,,,81,2034
Maarten Sijm,,,82,2038
Lionel Foxcroft,,,83,2057
Zack Lee,,,84,2063
bcc32,,,85,2077
sguest,,,86,2079
Adalbert,,,87,2088
Kai Si ,,,88,2094
Qwerasd,,,89,2094
Jeffrey Fan,,,90,2097
Tomáš Pavlík,,,91,2102
Tomas Rokicki,,,92,2132
zeyonaut,,,93,2134
kalvdans,,,95,2152
Jonathan Ho ,,,96,2170
Tim Black,,,97,2178
Sandra van Schouwenburg,,,99,2191
ast-ral,,,100,2191
