user,p1_position,p1_time,p2_position,p2_time
Роман Курмаев,1,123,1,273
Antonio Molina ,2,334,2,467
Oliver Ni,3,365,4,515
Ian DeHaan,4,365,9,564
dan-simon,5,385,11,577
bluepichu,6,396,3,511
Neal Wu,7,403,5,517
vstrimaitis,8,419,10,576
tckmn,9,419,22,695
Lovemathboy H,10,426,6,522
seligman99,11,430,14,632
Balint R,12,440,8,539
Nathan Fenner,13,446,7,533
Kroppeb,14,455,24,721
Tristan Sharma,15,460,36,749
Ryan O’Hara,16,462,20,668
david-why,17,468,,
WutPu,18,469,34,743
the-chenergy,19,470,12,597
leijurv,20,472,17,654
ruuddotorg,21,476,13,605
5space,22,481,38,756
Kuma-TachiRen,23,483,18,654
Erik Amirell Eklöf,24,498,15,637
glguy,25,503,50,780
Anthony Li,26,506,33,740
Verulean,27,509,16,652
Brian Liu,28,512,19,667
kcaze,29,515,53,795
DayDun,30,519,21,682
Drew Boyuka,31,528,25,723
Saujas Nandi,32,533,23,714
Epiphane,33,534,30,733
Jieruei Chang,34,534,48,778
Max Jäger ,35,544,63,819
Lief,36,549,75,867
Guillaume Alleon,37,549,,
Tom Sirgedas,38,549,56,806
Yoshiap,39,552,29,730
scanhex,40,554,39,757
Giacomo Stevanato,41,558,,
Xavier Rene Plourde,42,565,28,727
RootCubed,43,568,32,740
Joseph Durie,44,568,51,783
anonymous user #2584744,45,569,66,827
LegionMammal978,46,571,35,744
Kevin Yap,47,579,85,902
Jon Hartnett,48,581,26,725
hyper-neutrino,49,590,58,808
Ryan Hitchman,50,594,,
D. Salgado,51,594,47,778
K Zhang,52,595,41,764
Jimmy Mårdell,53,601,69,847
penteract,54,601,83,895
Magnus Hokland Hegdahl,55,611,44,768
Muhammad Rais Fathin Mudzakir,56,612,57,807
anonymous user #3813216,57,614,,
anonymous user #1510407,58,614,37,750
TimHuisman1703,59,616,,
boboquack,60,617,31,738
PCSwingle,61,618,49,780
Sean Yawning,62,624,,
qwewqa,63,624,27,726
Nathan Ye,64,625,,
Greg Titus,65,625,70,852
mayoff,66,626,65,825
Ryan Croucher,67,627,,
Jeffrey Fan,68,627,40,757
andy-k,69,627,55,800
nife,70,630,61,813
Phartial,71,638,54,799
rhendric,72,638,43,766
Noeri Huisman,73,642,77,869
evanphoward,74,646,60,811
Kevin Wang,75,647,45,769
SizableShrimp,76,648,97,926
Salomon Trujillo ,77,652,79,876
Charles Lien,78,653,84,896
skanev,79,654,,
mrphlip,80,658,42,765
noblematt,81,661,,
PoustouFlan,82,663,64,822
solstice23,83,664,46,776
Dmitry Yantsen ,84,665,,
etotheipi1,85,668,68,843
Eagle Diao,86,669,,
klange,87,669,74,867
John Kesler,88,674,73,866
Jeffrey H.,89,676,88,904
Starwort,90,679,59,808
milesman34,91,679,71,863
epsalon,92,685,93,916
Mark Sturtevant,93,685,67,839
tom-fibo,94,686,,
Also looking 4 an internship! ,95,689,,
zhangjunyan2580,96,689,92,911
ishmeals,97,691,,
Nate Paymer,98,693,,
Alex Liang,99,693,90,910
Liresol,100,696,,
Coder Gautam,,,52,786
Cody Carlsen ,,,62,814
Laurentiu Ionele ,,,72,863
Maks Verver,,,76,868
Finn,,,78,870
Zeyu Chen,,,80,876
@AlexSkidanov,,,81,880
Robert Xiao,,,82,887
Lawrence Kesteloot,,,86,902
Jan Verbeek,,,87,903
Thomas Feld,,,89,907
abailey2020,,,91,910
Arthur Bright,,,94,922
Leo Uino ,,,95,922
Mathijs Vogelzang,,,96,926
jebouin,,,98,928
tenth,,,99,930
spampacc,,,100,930
