user,p1_position,p1_time,p2_position,p2_time
anonymous user #640116,1,12,,
Looking for blog readers!,2,35,70,381
Anish Singhani,3,38,80,391
eniraa,4,41,,
leijurv,5,44,,
anonymous user #60233,6,46,,
LegionMammal978,7,48,,
Oliver Ni,8,48,31,296
Ethan C,9,49,,
xiaowuc1,10,53,21,286
tung491,11,54,,
Koen Oostveen,12,56,,
Davis Yoshida ,13,58,,
Mathis Hammel ,14,58,,
Antonio Molina ,15,61,22,287
nthistle,16,61,23,287
ekimekim,17,61,,
Carson Graham,18,63,,
vstrimaitis,19,63,,
Craig Gidney,20,64,2,156
Ian DeHaan,21,65,6,193
Gorane7,22,66,,
PCSwingle,23,66,18,275
anonymous user #975121,24,67,,
anonymous user #2001399,25,68,14,264
Corentin THOMASSET,26,69,,
Nikhil Vijai,27,69,,
mrkeldon,28,70,32,302
jonathanpaulson,29,71,3,165
dan-simon,30,72,95,418
Jasper van Merle,31,72,,
5space,32,72,43,345
milesman34,33,72,,
connorjayr,34,72,,
Clancy Woodburn,35,73,,
boboquack,36,73,1,144
Michael Skyba,37,73,,
Oleksandr Nikitin,38,73,,
djpohly,39,73,,
mserrano,40,74,4,183
Coby Tran,41,75,,
anonymous user #1047278,42,75,,
andy-k,43,75,,
mdlu,44,76,,
Krish,45,76,,
Daniel Gu,46,77,,
tbodt,47,78,,
sourishsharma17,48,78,,
Joseph Durie,49,78,55,357
hltk,50,80,,
penteract,51,80,,
Kevin Sheng,52,81,,
Pontus Walck ,53,81,,
Måns Magnusson,54,81,12,245
Joshua Dunbrack,55,81,,
Rem Zhang,56,81,,
qpwoeirut,57,82,,
Casey Bolton,58,82,,
Lewin Gan,59,83,,
glguy,60,83,,
Miriam Vellacott,61,83,5,192
Aaron ,62,84,10,236
Balint R,63,85,56,358
Kevin Yap,64,85,27,292
petertseng,65,86,,
Bradley Louie,66,86,7,197
anonymous user #2375057,67,87,11,242
Lars Haulin ,68,87,,
Ian O'Donnell,69,87,,
bjebert,70,88,,
mrphlip,71,88,,
Nikhil Menon,72,89,,
Zack Chroman,73,89,,
thomasranieri,74,89,8,226
Sheler_,75,89,,
S. Teikn Smith,76,89,,
TimHuisman1703,77,89,,
1234abcdcba4321 ,78,90,,
Adavya Goyal,79,90,,
William Y. Feng,80,91,,
Nathan Fenner,81,91,,
Magnus Hokland Hegdahl,82,92,,
Thomas,83,92,33,302
Tristan Lee,84,93,41,337
Sebastian Aigner,85,93,,
anonymous user #614991,86,94,,
anonymous user #2403605,87,95,,
Sam Le,88,95,,
evanphoward,89,95,,
Cai Zhenzhi,90,96,49,353
stristr,91,97,,
Proximity Trigger,92,97,,
tesselslate,93,97,19,282
Lief,94,98,,
Thomas Feld,95,98,,
phenomist,96,98,,
jacobparish,97,98,,
Manish Kundu,98,98,,
Golovanov399,99,99,,
anominos,100,99,13,256
Enterprize1,,,9,230
scanhex,,,15,268
Erik Amirell Eklöf,,,16,272
bradleysigma,,,17,274
Jake Williams,,,20,285
klange,,,24,290
Omkar Bhalerao,,,25,292
Ross Newman,,,26,292
Gustav Kalander,,,28,293
Lenny S,,,29,293
poniponiponiponiponiponiponiponiponi,,,30,294
Jimmy Ding,,,34,306
Minh Nguyen Quang,,,35,315
Nick Gavalas,,,36,320
Han Mertens,,,37,324
Josh Taylor,,,38,333
BrooklynS,,,39,335
ruuddotorg,,,40,336
Epiphane,,,42,339
startrekdude,,,44,346
RootCubed,,,45,347
DLu,,,46,348
D. Salgado,,,47,350
OroArmor,,,48,351
Defelo,,,50,354
Aaron Fink,,,51,355
CAG2Mark,,,52,356
grhkm21,,,53,356
Michael Tardibuono,,,54,356
Oskar Haarklou Veileborg,,,57,362
Erik Szalay,,,58,363
Kevin Bienvenu,,,59,363
Md Abedin,,,60,364
tmiddlet ,,,61,366
Lawrence Kesteloot,,,62,366
Matthew Ramina,,,63,373
elnardu,,,64,373
nkitsaini,,,65,374
Lukáš Folwarczný,,,66,376
PoustouFlan,,,67,379
otisdog8,,,68,380
Justin Yokota,,,69,380
Noble Mushtak,,,71,382
JLMadsen,,,72,382
mebeim,,,73,383
chluebi,,,74,383
Adam Hutchings,,,75,385
Robert Pham,,,76,389
Yabk,,,77,389
Jordan Richards,,,78,390
Chao Zhang,,,79,391
Noureldin,,,81,394
Thibaud Maurel,,,82,398
Yiming Li,,,83,404
Mark Wen,,,84,404
Ethan Luo,,,85,406
mangoqwq,,,86,409
Summata Notata,,,87,409
Timothy Gonzalez,,,88,411
Jérémy Guillot,,,89,415
lilweege,,,90,415
Xavier Cooney,,,91,415
etotheipi1,,,92,416
cup2of2tea,,,93,416
Daniel Anker Hermansen,,,94,416
Yoshiap,,,96,419
periodically-makes-puns,,,97,420
Leo Uino ,,,98,421
Julian Baldus,,,99,423
Joshua Broeksteeg ,,,100,423
