user,p1_position,p1_time,p2_position,p2_time
siraben,1,75,,
secemp9,2,89,1,125
Zack Chroman,3,93,3,148
Neal Wu,4,99,2,145
James Satherley,5,105,32,237
tckmn,6,115,40,246
Ryan Leemans,7,116,,
Anango Prabhat,8,116,5,184
Verulean,9,117,,
zvdy,10,121,8,188
anonymous user #1759814,11,121,11,192
Zack Lee,12,122,4,168
Youssef El Zamzamy,13,123,31,237
mserrano,14,127,10,191
xiaowuc1,15,130,53,256
Lewin Gan,16,130,20,226
Carl Schildkraut,17,131,27,232
Chris Rectenwald,18,134,,
Robert Xiao,19,135,24,229
jonathanpaulson,20,135,50,254
Laurentiu Ionele ,21,137,,
zero,22,140,65,274
hyper-neutrino,23,140,,
anonymous user #3487639,24,142,18,222
boboquack,25,143,,
dan-simon,26,143,7,187
Parker Williams,27,143,,
qwewqa,28,144,,
Joseph Malagon,29,145,,
Роман Курмаев,30,145,,
Peter Kuhar,31,145,,
anonymous user #1510407,32,147,,
Alex Wen,33,147,,
Angelica Naguio,34,148,9,189
William Y. Feng,35,151,6,184
SeptaCube,36,151,16,206
downvoid,37,151,78,286
WutPu,38,152,,
Justin Yokota,39,153,13,199
phamtrongthang123,40,154,23,229
phenomist,41,155,,
anonymous user #685930,42,156,,
Thomas Feld,43,156,15,206
jaspercb,44,157,,
Adavya Goyal,45,157,30,235
anonymous user #1067586,46,158,19,224
1234abcdcba4321 ,47,158,,
James Sorenson,48,159,,
Sean Yawning,49,159,26,231
RandomLB,50,162,25,231
Ari Wachtel,51,162,,
swhitt,52,164,52,256
Yoshiap,53,164,12,198
Dušan Minić,54,164,45,251
zacharybarbanell,55,165,,
mrkeldon,56,165,35,243
Xavier Rene Plourde,57,166,,
Nick Gavalas,58,166,38,244
Bradley Louie,59,167,,
Lucas M.,60,168,,
Vinay Goel,61,171,,
LK,62,171,,
Kuma-TachiRen,63,172,28,233
Pedro Osório,64,173,,
Anish Singhani,65,173,54,256
Patrick Hogg,66,173,,
penteract,67,173,,
glguy,68,173,21,226
Albert Tam,69,174,36,244
Herman,70,174,64,270
Daniel Gu,71,176,14,205
Maxim Volkov,72,177,,
carro,73,177,59,265
TINA WANG - STUDENT,74,178,,
Ian DeHaan,75,178,,
Ross Dempsey,76,179,81,288
Dawn Drain,77,180,77,281
ellellie,78,180,,
anonymous user #1556836,79,180,17,213
kyleyarwood,80,180,,
bcc32,81,180,22,229
D. Salgado,82,181,94,298
rak1507,83,181,37,244
Rohan Wadhawan,84,182,,
qpwoeirut,85,182,,
Elmer Le,86,182,76,279
xiayuhuazhang,87,182,,
Måns Magnusson,88,182,,
Ghurfa,89,184,,
anonymous user #2698856,90,185,86,292
yellowsubmarine1447,91,187,,
Jeffrey Meng,92,188,,
aaa a,93,188,,
mewnian,94,188,,
Gorane7,95,189,,
anonymous user #975121,96,190,,
John Kesler,97,190,41,246
PenguinEncounter,98,190,34,241
bluepichu,99,191,,
Epiphane,100,191,,
Benedikt Werner,,,29,234
dllu,,,33,240
Cody Carlsen ,,,39,245
josephxwang,,,42,247
Joseph Durie,,,43,248
WYXkk,,,44,250
Mathis Hammel ,,,46,251
Dragon-Hatcher,,,47,252
Gymhgy,,,48,252
Max Jäger ,,,49,254
AdamHe17 ,,,51,255
taesungh,,,55,258
connorjayr,,,56,259
Springo,,,57,259
nim-ka,,,58,260
hltk,,,60,266
5space,,,61,267
Jerry Z. Li,,,62,268
Ryan O’Hara,,,63,270
Samuel Pasierb,,,66,275
Kevin Yap,,,67,275
Matt Gruskin ,,,68,276
meexwaal,,,69,276
anonymous user #3428581,,,70,276
Andrew Badr,,,71,277
vstrimaitis,,,72,277
Strikeeaglechase,,,73,278
Andrew X. ,,,74,278
Isaac Peterson,,,75,279
ericlovesmath,,,79,287
andriigrynenko,,,80,287
Tsu-Hao Liu,,,82,288
teekaytai,,,83,289
Shawn Hagler,,,84,291
Daniel Yang,,,85,291
Jc,,,87,293
Christian Cederquist,,,88,294
Gregor Kikelj,,,89,294
Cameron Aavik,,,90,296
Md Abedin,,,91,296
elephantae,,,92,297
Daniel Anker Hermansen,,,93,297
IsabelleB75,,,95,299
Eric Wang,,,96,299
LegionMammal978,,,97,300
Kunal Chattopadhyay,,,98,301
Balint R,,,99,301
Alex Waese-Perlman,,,100,302
