user,p1_position,p1_time,p2_position,p2_time
mrphlip,1,604,4,836
Nicky Skybytskyi,2,615,33,1326
Noble Mushtak,3,623,17,1106
nthistle,4,631,2,775
scanhex,5,642,7,998
5space,6,643,,
etotheipi1,7,693,1,770
Antonio Molina ,8,728,21,1177
Epiphane,9,737,11,1056
Kevin Sheng,10,752,28,1240
Egor Kulikov ,11,758,12,1072
Koen Oostveen,12,759,3,798
Lovemathboy H,13,766,10,1021
dan-simon,14,775,14,1097
tckmn,15,791,15,1104
Magnus Hokland Hegdahl,16,792,38,1394
boboquack,17,799,24,1189
dkesler,18,804,,
glguy,19,808,66,1583
Nathan Fenner,20,826,6,995
Verulean,21,834,5,929
Yoshiap,22,841,30,1242
Josef Minařík,23,849,,
Vladislav Isenbaev,24,870,26,1199
Kirby703,25,881,73,1625
Lewin Gan,26,894,18,1117
Aaron ,27,895,8,1006
D. Salgado,28,900,16,1105
bradleysigma,29,910,20,1175
Gorane7,30,918,34,1326
Gabriel Wu,31,919,,
nife,32,933,,
Dmytro Soboliev,33,934,25,1191
Qwerasd,34,944,,
Noeri Huisman,35,949,19,1142
@AlexSkidanov,36,952,32,1320
Tristan Rasmussen,37,954,,
nim-ka,38,960,22,1180
mrkeldon,39,968,23,1183
PCSwingle,40,972,9,1015
Golovanov399,41,979,42,1461
Alexey Shmelev,42,992,39,1394
LegionMammal978,43,995,,
Jeffrey H.,44,1001,29,1241
TimHuisman1703,45,1021,57,1561
MelnCat,46,1022,,
qerhgqe67fwq8fqw867f,47,1029,,
xiaowuc1,48,1042,35,1333
0e4ef622,49,1050,13,1092
Mathijs Vogelzang,50,1050,67,1585
grhkm21,51,1050,86,1719
Gregor Kikelj,52,1056,45,1475
Pedro Osório,53,1056,50,1523
Also looking 4 an internship! ,54,1058,,
drysle,55,1062,,
Maks Verver,56,1064,76,1654
Balint R,57,1068,31,1268
Nick,58,1076,85,1716
fadaaszhi,59,1091,70,1611
Vince7778,60,1093,37,1364
int-e,61,1094,36,1357
cvooster,62,1104,,
Murray Edwards,63,1106,48,1504
Reinier Schmiermann,64,1116,75,1637
John Kesler,65,1117,79,1679
Dylan Smith,66,1118,63,1579
Kroppeb,67,1119,72,1624
WYXkk,68,1126,53,1545
Paweł Kubiak,69,1130,,
Timothy Mou,70,1131,41,1432
thuustalu,71,1138,62,1577
William Lin (tmwilliamlin168),72,1144,47,1489
mangoqwq,73,1145,27,1200
Oskar Haarklou Veileborg,74,1149,71,1614
Sneed's Feeduck and Seeduck,75,1152,98,1780
WildUtah,76,1153,,
Toni Fadjukoff ,77,1156,,
SeptaCube,78,1160,56,1559
Mathis Hammel ,79,1175,,
leijurv,80,1177,43,1468
anominos,81,1182,49,1507
FillyAutomatic,82,1185,46,1486
James Sorenson,83,1194,,
Robert Xiao,84,1196,55,1559
andriigrynenko,85,1200,,
Joel Jonsson,86,1214,81,1703
Maxim Buzdalov,87,1222,,
Daniel Anker Hermansen,88,1223,60,1566
jonathanpaulson,89,1225,68,1593
F2 ,90,1225,,
timreyn,91,1230,,
Jimmy Ding,92,1232,,
ictrobot,93,1233,,
bluepichu,94,1233,,
vash3r,95,1236,,
Vladyslav Burakov,96,1236,96,1768
Adavya Goyal,97,1237,64,1579
Tristan Sharma,98,1246,,
Sobhan Mohammadpour,99,1252,77,1664
ulrikdem,100,1260,,
kalvdans,,,40,1400
Hideyuki Tanaka,,,44,1470
iProgramInCpp,,,51,1531
tenth,,,52,1544
jebouin,,,54,1556
hyper-neutrino,,,58,1563
Liresol,,,59,1564
Marcus Takvam Lexander,,,61,1575
dancarmoz,,,65,1582
Ben Kogan,,,69,1607
Khanh Hiep Tran,,,74,1626
ZED.Charley William Thairo,,,78,1679
Willie Zhu,,,80,1691
Ian DeHaan,,,82,1703
Ryan Hitchman,,,83,1708
Jeffrey Fan,,,84,1712
Disnaming,,,87,1723
Alexander Haupt,,,88,1725
Carl Schildkraut,,,89,1728
arichnad,,,90,1740
Rascal_Two,,,91,1740
bcdean,,,92,1743
Patrick Hogg,,,93,1752
Timothy Elling ,,,94,1753
Oliver Ni,,,95,1762
Zack Lee,,,97,1772
Christian Cederquist,,,99,1784
Tomas Rokicki,,,100,1788
