user,p1_position,p1_time,p2_position,p2_time
Роман Курмаев,1,257,,
Cody Carlsen ,2,388,,
Anish Singhani,3,408,2,926
nthistle,4,420,,
Xavier Rene Plourde,5,421,,
tenth,6,422,5,1270
Waffle,7,452,,
Verulean,8,500,31,2556
tckmn,9,523,10,1668
Erik Amirell Eklöf,10,535,89,3544
Ross Dempsey,11,578,1,762
Sean Yawning,12,601,33,2621
anonymous user #204385,13,608,,
Søren Fuglede Jørgensen,14,618,3,1062
Gregor Kikelj,15,619,,
Robert Xiao,16,628,24,2414
Aditya C,17,629,80,3402
Karthik Karanth,18,634,,
Akari,19,636,,
Lief,20,644,,
Ryan Dewey ,21,646,,
D. Salgado,22,648,34,2629
mrphlip,23,648,98,3707
david-why,24,650,,
Jan Verbeek,25,652,,
fadaaszhi,26,666,16,2120
Michael Fogleman,27,670,,
5space,28,679,46,2837
Etienne Vouga,29,689,19,2182
Theo Browne,30,695,,
Egan Bosch,31,709,,
Egor Kulikov ,32,715,58,3160
nim-ka,33,721,23,2381
etotheipi1,34,723,94,3628
Larry,35,723,,
mdlu,36,735,,
Ahmed Siadomar,37,739,,
dan-simon,38,740,92,3607
anonymous user #1067586,39,753,54,3055
trillian,40,755,12,1704
Patrick Gu,41,760,,
msullivan,42,760,,
Kye W. Shi,43,765,,
Adavya Goyal,44,769,6,1379
Maarten Sijm,45,777,,
Evan Kwan,46,779,,
Rayson Koh ,47,780,,
Adalbert,48,784,,
ThatRedox,49,789,17,2149
Olivier Le Floch,50,793,,
Thorvald Dox ,51,794,7,1451
Nicky Skybytskyi,52,794,,
abailey2020,53,805,,
xiej2520,54,817,,
Nathan Fenner,55,825,,
bcc32,56,827,,
Guillaume Brunerie,57,832,,
aropan ,58,836,91,3595
Tristan Sharma,59,846,,
tonghuikang,60,846,,
Dennis Tian,61,849,,
lutyj,62,851,75,3326
Jimmy Ding,63,852,,
Tristan Rasmussen,64,856,,
PCSwingle,65,866,,
ZED.Charley William Thairo,66,868,,
SeptaCube,67,869,,
xiaowuc1,68,869,49,2987
Paul McMullin,69,877,,
Isaac Morgan,70,878,,
Hillo111,71,880,,
Radoslav Kirov,72,883,,
imneme,73,886,72,3314
Salomon Trujillo ,74,889,,
William Lin (tmwilliamlin168),75,891,,
leijurv,76,897,4,1123
Minespeed1009 Gaming,77,897,,
Balint R,78,900,78,3377
startrekdude,79,912,,
Dmytro Soboliev,80,913,,
jonathanpaulson,81,920,99,3710
fmoeran,82,924,,
XeroOl ,83,927,9,1539
lxylxy123456,84,928,,
andy-k,85,931,,
Zeyu Chen,86,935,,
Jakub Kotrs,87,937,,
the-chenergy,88,938,,
Josef Minařík,89,938,62,3184
B00TK1D,90,939,,
Ryan Hitchman,91,941,11,1676
hyper-neutrino,92,943,96,3693
Timothy Mou,93,943,,
Özgün Özusta,94,944,,
Ian DeHaan,95,945,,
mebeim,96,949,15,2102
Vince7778,97,949,,
Gymhgy,98,955,,
Sobhan Mohammadpour,99,955,,
fnuttplus,100,956,,
Oskar Haarklou Veileborg,,,8,1483
Daniel Yang,,,13,1797
Jasper van Merle,,,14,1953
Jon Hartnett,,,18,2181
Thomas Neill,,,20,2240
zhangjunyan2580,,,21,2265
anominos,,,22,2333
zacharybarbanell,,,25,2435
anonymous user #975121,,,26,2467
Carl Schildkraut,,,27,2496
Starwort,,,28,2528
Nick,,,29,2538
Joshua Wise,,,30,2542
tmiddlet ,,,32,2568
J Carr,,,35,2633
jwseph,,,36,2676
Ben,,,37,2677
Jonathan Ho ,,,38,2686
Rayson Su,,,39,2739
hltk,,,40,2764
TrueBoxGuy,,,41,2775
DayDun,,,42,2776
Ivan Lyzhin,,,43,2798
zilch40,,,44,2825
phoyh,,,45,2826
NBonaparte,,,47,2941
Daniel Anker Hermansen,,,48,2983
official-techsupport,,,50,3034
sparkyb,,,51,3039
Filip Hlasek,,,52,3042
Shemetz,,,53,3046
penteract,,,55,3096
Alexander Haupt,,,56,3128
Level 51,,,57,3156
Defelo,,,59,3165
Marcus Oscarsson,,,60,3168
Paweł Kubiak,,,61,3170
tbodt,,,63,3199
Arib Chowdhury,,,64,3222
LarsvanDartel,,,65,3222
connorjayr,,,66,3231
Yoshiap,,,67,3233
Anango Prabhat,,,68,3249
anonymous user #3623184,,,69,3285
awychong,,,70,3293
wincss,,,71,3305
elu00,,,73,3315
Aaron ,,,74,3318
Evgenus,,,76,3355
Clancy Woodburn,,,77,3361
Mark Ladygo,,,79,3378
Róbert Bán ,,,81,3420
Shayne Holmes,,,82,3464
tluo5458,,,83,3464
the-glu ,,,84,3483
Marcus Vogel,,,85,3512
mbel0,,,86,3513
Looking for blog readers!,,,87,3514
Kevin Yap,,,88,3538
Nicholas Tarsis,,,90,3577
int-e,,,93,3624
Emmanuel Thomé,,,95,3665
Jason Henline,,,97,3703
Magnus Hokland Hegdahl,,,100,3730
