position,user,score
1,RangerMcSexy,2334
2,ChristophGreger,2161
3,James Sorenson,1912
4,Alex Steele,1857
5,Małgorzata Kozłowska,1750
6,caporalCoder,1685
7,Chara,1651
8,Bikatr7,1561
9,Peter Cullen Burbery,1543
10,138 Aspen,1525
11,eniraa,1492
12,hugoromerorico,1435
13,Jonas Haller,1349
14,tckmn,1334
15,Hunter Gould,1305
16,secemp9,1297
17,markoub,1271
18,dan-simon,1234
19,anonymous user #302636,1195
20,anonymous user #4697958,1191
21,muhammad bilal,1180
22,Duro,1169
23,Michael Broughton,1131
24,@Dusknt,1104
25,Francesco Paolo Piga,1088
26,fromthebits ,1071
27,5space,1062
28,Lex Moulton,1026
29,boboquack,1018
30,u4sef,1011
31,Alvar Soome,980
32,Muhammad Ibrahim Qasmi,974
33,BrandenXia,964
34,Nagendra1421 ,940
35,Zedespook,934
36,Ferdinand Davidenko,929
37,Alexander Fu,907
38,AndrejStratmann,902
39,Muhammad Arslan,870
40,Muhammad Arham ,863
41,Reza Rezvan,860
42,Andrew Liu,848
43,Luca De Cosmo,843
43,kkmonlee,843
45,anonymous user #1510407,839
46,George Hotz,828
47,Ad1tya-007,821
47,KedharnadhKamatham,821
49,Anthony Bondarenko,812
50,anonymous user #60233,809
51,anonymous user #778977,798
52,Stephen Olano,794
53,Fatima Malik,787
54,andrew xu,782
55,jonathanpaulson,773
56,anonymous user #2537932,768
57,Muhammad Qurban,764
58,röb,761
59,Daniel Yang,758
60,sonivi,750
61,Ahmad Fakhar,742
62,Simon,725
63,Kevin Sun,713
64,GregorPorsch,712
65,Tayyab Sajjad,711
66,anonymous user #1569907,706
67,Suraj Singh,696
68,Neel Shukla,684
69,nthistle,682
70,Oskar Haarklou Veileborg,680
71,ThePrivatePanda,673
72,radres,657
73,Sana Raza,655
73,Justin Wang,655
75,bluepichu,650
76,oofmatoes,649
77,mrphlip,646
78,Subhargh,643
78,Laurens Profittlich,643
80,Alen Koso ,642
81,Himanshu Shekhar,630
82,leijurv,629
83,DC,618
84,Alex Hellings,614
85,fromthebits,610
85,Mxz-11,610
87,Nathan Fenner,607
88,sihagujjwal ,595
89,grkozlowski,581
90,Adavya Goyal,576
91,Michael Peters,569
92,dnialh,563
93,"Chelliah, Jawahar Santhoshkumar",562
94,Chinnu B,561
95,Kirby703,559
96,Steven Grond ,558
97,Palash Sharma,556
98,twinysam,546
99,nim-ka,535
99,Neal Wu,535
101,Nikolay Chikin,527
102,Peppa Li,515
103,anonymous user #4456307,514
104,Rafiea Ashraf,511
104,anonymous user #297891,511
106,Tristan Sharma,497
107,sachin-handiekar ,495
108,neelthepatel8,494
109,Saqlain Abid,487
110,hyperneutrino,484
111,Ian Wilson,482
112,anonymous user #4454326,481
113,anonymous user #44119,477
113,anonymous user #4496671,477
115,Zaid Alsaqabi ,472
116,Hugo Hu-man,471
117,Jaron Rothbaum,465
117,Madhusudhan Reddy Yerragudi,465
119,Kamila Szewczyk,464
120,oPeras1,459
121,Kosikowski,457
122,Muhammad Hamza Hassaan,452
123,Pancake,448
123,tgudlek,448
125,0xMimir,447
126,mangoqwq,440
127,Fahad Abbas,439
128,Derek Liu,437
129,tenth,436
130,Richard Wray,434
131,anonymous user #3394841,433
132,ShuBan,432
132,Manh Vu van,432
134,chunkybanana,430
135,Erik Amirell Eklöf,429
136,Jan Verbeek,428
137,petertseng,424
138,Tomislav Balabanov ,420
139,Ryan Hitchman,419
139,ASHUdev05,419
139,Daniel Kremsa,419
139,Asuka Minato,419
143,Lohit Kolluri,418
144,marouane tayab,417
145,Yu Long,413
146,Alexandra Murzina,403
147,AniruthAnanth,402
147,michaelerne,402
149,Yashraj Iyer,399
149,PeterFrancoisBadenhorst,399
151,Alexander Haupt,397
152,ZED.Charley William Thairo,394
152,SebbyLaw,394
152,Kedhar,394
155,Lydxn,393
156,noah r.,384
156,Kosikowski ,384
158,Alexander Salmin ,380
159,@AlexSkidanov,379
160,mocy,377
161,Krentin Naidoo,375
162,PoffM,374
163,Ben Zydney,372
164,Arghadeep Saha,365
165,Stephan Botes,358
165,Egor Kulikov ,358
167,CodeNinja ,357
168,Anango Prabhat,353
169,destryptor,352
170,Noble Mushtak,351
171,mocy ,350
172,Kevin Sheng,347
172,Vansh Bataviya,347
174,AaQib Ali,345
175,flocto,340
176,KirollosM,339
177,Michael,334
177,ClaudioPal20,334
179,adlaiCarmona,332
180,SelmaGuedidi,331
181,MrCodyTester,330
182,Christian G,329
183,Obie Munoz,327
184,Paras Ningune,326
185,Lars Tegeler,325
185,JohnnyBazzinga ,325
187,Andras Barthazi,322
188,Lovemathboy H,319
189,Remy ROYER-ADNOT,318
190,lakshay007,314
191,Atharv120420001 ,313
191,Michael Kolupaev,313
193,Ankit Mohanty,310
194,geohotstan,307
194,mserrano ,307
196,abailey2020,305
197,dzaima,304
197,atharvwani01 ,304
199,anonymous user #1067586,301
199,Mahamadou Ba,301
201,Owen,296
201,Dhruv Kangarla,296
203,Sean Yawning,294
204,Gabriele Bosoni,293
205,samina-if,292
206,DartCZ,290
206,rohit746,290
208,zach1502,287
208,Jakub Spólnik,287
210,Sreekanth Krishnankutty Nair,285
210,Maha Zainab,285
212,Jasper van Merle,283
213,danteissaias,281
213,Mathias Rav,281
215,Oliver Ni,278
216,anominos,277
216,jovsa,277
216,Uday Garg,277
216,Hein Van der Merwe,277
220,david-why,276
220,Muhammad Qasim,276
222,vash3r ,274
223,Владислав Быконь,273
223,PoustouFlan,273
225,Sreekanth Krishnankutty,272
226,Taras Gritsenko,271
226,Daniel Huang,271
226,anonymous user #4758305,271
229,zvdy,269
229,Muhammad Mubashir,269
231,Sharjeel Ahmad,267
232,Sikander Nawaz,266
232,Golovanov399,266
234,looluo,265
235,zdu863,259
236,Tuke,258
237,Satya Jhaveri,254
237,3kh0,254
239,Hayzam Sherif,253
240,imagine-hussain,252
240,Ritwin Narra,252
242,SanguineChameleon,248
243,spaceybread,247
243,anonymous user #4804885,247
245,Zack Lee,246
245,ayush rathore,246
247,Justin Arnold,245
247,rictic,245
247,fraito,245
250,Subhi Pandey,242
251,anonymous user #4422568,240
252,bjebert,239
253,Starwort,238
254,anonymous user #4331139,237
255,Mkhmkh,236
256,ashwini bs,235
257,zacharybarbanell,234
258,Kroppeb,233
259,Tom Donohue,232
259,Akari,232
261,István Katsányi,231
262,Rohith,228
263,Connor Frank,227
263,Justin Yokota,227
265,Craig Gidney,226
266,Verulean,222
266,anonymous user #947465,222
266,lovelyboon,222
266,anonymous user #4440798,222
270,Ryan O’Hara,221
270,Vince7778,221
270,TimHuisman1703,221
270,Joseph Durie,221
274,Maarten Sijm,220
275,Camelpilot33,218
276,Jeroen Op de Beek,216
277,Venkatesh Akula,214
278,anonymous user #4257740,213
279,sean,211
279,David Salathé,211
281,psun256,210
281,guohao,210
283,Jodi Diffey,209
284,Carl Oscar Aaro,205
284,Anthony Li,205
284,XHRogerCao,205
287,Venkat Rao,204
287,Niklas Wojtkowiak,204
289,zarif jorayev,202
290,qianxyz ,200
290,anonymous user #4404080,200
290,anonymous user #4387418,200
293,Umberto Puddu,198
294,Peter Hedman,197
294,Nik Sauer,197
296,Gaurav Gosain,196
297,Shen Li,195
297,gldanoob,195
299,RisaCharvi,194
300,Purunjay Choudhary,193
300,jkrajniak,193
302,whixzyy,191
303,Justin Watts,190
304,SaakiBhojanam,189
304,anonymous user #4263503,189
306,Peter Burbery,188
307,Theo Browne,187
307,Tomas Peluritis,187
309,Nathan Coulas,186
309,Dylan Smith,186
311,Evan Kwan,185
311,vi-guo ,185
313,Brandon G,184
313,KrzaQ,184
315,Anish Singhani,183
315,Måns Magnusson,183
315,Andy Tam,183
318,Jennifer,182
319,anonymous user #3415866,181
319,Chander Balu,181
321,Paul McMullin,180
321,Phalit Jotwani,180
321,LeDawaa,180
324,Looking for blog readers!,179
324,BizzMage,179
324,anonymous user #2208007,179
327,Simon Wacziarg,178
327,Michael Fogleman,178
329,Aidan Littman,177
329,Thomas Neill,177
331,Kevin Yap,176
331,anonymous user #4657629,176
331,ShuBan - get rekt,176
334,anonymous user #4190372,175
334,Stuart Westerman,175
334,mattsoh,175
337,Arjun M,174
337,Nirvaan Vidyasagar,174
339,msullivan,173
340,ben,172
340,Nathan Tran,172
340,Omi J,172
343,Jonathan Ross,171
343,Rohan Gupta,171
345,SnowballSH,170
345,NantusGroenewald,170
345,Unban Betsymp,170
348,blaumeise20,167
349,Dana,166
349,YUGANDRAN B (RA2211003011715),166
351,ishmeals,165
351,lmBored,165
353,anonymous user #2563521,164
353,ExileStudios,164
353,Etienne Vouga ,164
356,benmirtchouk,163
356,Chris Talbot,163
356,mayoff,163
359,anonymous user #1565212,162
359,Samuel Koribanič,162
361,Lucas Lugão ,161
361,Pharbi ,161
361,andy-k,161
361,anonymous user #4821862,161
365,David Carlin,160
365,Olof Petterson,160
365,anonymous user #1673460,160
368,Christian N,158
368,anonymous user #404252,158
370,Kirill Lisenkov,157
371,WYXkk,156
372,TXort,155
373,Lenny S,154
373,Solomon,154
373,csjh,154
373,nik-solcast,154
377,Davis Yoshida ,153
377,Astrid Lauenstein,153
379,Ahmed Siadomar,152
380,Ravi,151
380,CypherGuy,151
382,CelestialCoder,150
382,@zukonit14,150
382,safwaahmad,150
385,Jerry Z. Li,149
386,qpwoeirut,148
386,Amit Agrawal ,148
388,rak1507,147
388,Ryan Eaton,147
388,cqzou,147
391,anonymous user #1047278,145
391,jwseph,145
393,Somchai Wichaidit,144
393,Nihal Awasthi,144
393,Brian Liu,144
393,Yoshiap,144
397,Smugaski,143
397,Bram Hagens,143
397,Footkick72,143
400,SeptaCube,142
400,CloverJ,142
400,Charles Lien,142
403,Sanjana Reddy Sangam,141
403,Jim Roberts,141
405,andriigrynenko,140
405,anuragmuxui,140
407,evanphoward,139
407,tesselslate,139
409,Maverick Woo,138
409,Aditya,138
409,cdrectenwald,138
412,Aryan Raj,137
412,Dconan-inn,137
412,br-wa,137
415,glguy,136
415,seligman99,136
415,Victor Cheong,136
415,Tor Christian Frausing,136
419,Ijtihed,134
419,Daniel Anker Hermansen,134
421,connorjayr,132
421,mserrano,132
421,anonymous user #3316019,132
421,gaubes,132
421,Larry,132
426,David Jiang,131
426,nexxeln,131
426,sopyb,131
426,luckytumang,131
426,bvolpato,131
426,LeoFu9487,131
426,이현준,131
433,Jimmy Ding,130
434,Ishan Chugh,129
435,raikoug ,128
435,Tayyab Zain,128
435,keenua,128
438,vstrimaitis,127
438,djbloop,127
438,Vitali Marenny,127
438,Jonathan He,127
442,nimak02,126
442,Andrii,126
442,Roman Elizarov,126
445,ctborg,125
445,Shidowy,125
447,veehz,124
447,trillian,124
449,skanev,123
449,Eric Bowman,123
451,Thomas Li,122
452,Hasan Khan,121
452,anonymous user #195997,121
454,anonymous user #4521985,120
455,"McCright, Michael",119
455,pankaj28843,119
457,Anuja,118
457,RFS-0,118
459,PCSwingle,117
459,Jerry Gay ,117
461,mrkeldon,116
461,tiger2005,116
461,yusufdelice,116
461,ADITYA VERMA (RA2211027010019),116
465,pppery,115
466,bWanShiTong,114
467,piman51277,112
467,Zel,112
467,ericlovesmath,112
467,Yiming Li,112
471,Steven Groves,111
471,Setu Chokshi,111
471,Dankronborg1,111
471,Edward Li,111
475,Robert Xiao,110
475,Milindh Vijay,110
475,Ross Dempsey,110
478,SHUBHI VERMA,109
479,p1geon,106
479,Mykyta Kharkevych,106
481,。 m,105
481,WutPu,105
481,Paul Draper,105
481,Antonio Perrone,105
485,Robert Nies,104
486,vorobalek,103
487,Corentin THOMASSET,102
488,katrinafyi,101
488,Shashank Bhatt,101
488,Thomas Feld,101
488,anonymous user #1398311,101
488,John Doe,101
493,Luci,100
493,Arun Muthukkumar,100
493,Joy Liu,100
493,Tomislav Grospić,100
493,Jeroen de Bruijn,100
493,John Cornwell,100
493,Benedikt Werner,100
493,Romain Bourjot ,100
501,Viken Manoukian,99
501,Fareed Khan,99
501,Haris Ellahi,99
504,anonymous user #4294710,98
504,sharunkumar,98
504,sphinxstreets,98
504,Vaishnav Prabukumar,98
504,Dhruv Jha,98
504,dimaheve,98
510,Aleksei Popov,97
510,LyricLy,97
510,shibbo,97
510,the-chenergy,97
510,Smiti Oswal,97
515,kyle-he,96
515,Saratii,96
515,Jorn de Jong,96
515,Ambrose Feinstein,96
519,Sean Ye,95
519,Mateusz KD,95
519,AashutoshKushwaha,95
519,poweribo,95
519,Nick,95
524,Tim Vermeulen,94
524,zohaib hassan,94
526,Delphine Tahon,93
526,anonymous user #4589042,93
526,awychong,93
526,Adalbert,93
530,Krishna Reddy,92
530,DinooSaaw,92
530,ruuddotorg,92
533,Noah Jorgensen ,91
533,David Naderer,91
533,Roland,91
533,Kusum gupta,91
537,Daniel Long,90
537,rudyardrichter,90
537,Epiphane,90
537,Check out my blog! ,90
537,RootCubed,90
537,andrewcarlotti,90
537,rrose11,90
544,masecla22,89
544,anushree bhat,89
544,Kye W. Shi,89
544,RadioactiveHydra,89
548,Tobias-Glimmerfors,88
548,Martin Camacho,88
548,anonymous user #4278513,88
548,VARUN GADI (RA2211027010203),88
552,Kyle He,87
552,Nauman Khalid,87
552,Michael Noronha,87
555,MvKaio,86
555,Gabriel Clark,86
555,Mattéo Delabre,86
555,abc cde,86
555,mgiannopoulos24,86
555,xerk-dot,86
555,Siffer,86
555,Arnav Jain ,86
555,Sourabh Raj Jaiswal,86
564,Hip-po,85
564,Shiv Akash,85
566,Abraham Linares,84
566,Angel Borroy,84
566,Andrew X. ,84
569,Grzegorz Fudro ARRIS,83
569,mangiucugna,83
569,Andreas Bengtsson,83
572,anonymous user #1183181,82
572,anonymous user #632350,82
572,msg555,82
575,Manoli Liodakis,81
576,Kethan Vegunta,80
576,Harry Zhang,80
576,Thomas Liu,80
579,Rozen Berg,79
579,Alexander Mikhailov,79
581,swhitt,78
581,Daniel Gu,78
581,Dominick Han,78
581,ZT TANG ,78
581,João Salavisa,78
581,Martin,78
587,Paul Großmann,77
587,Seth Payne,77
587,KTibow,77
587,Matthew Pang,77
591,Max Jäger ,76
591,Zaid Alsaqabi,76
591,anonymous user #3256651,76
594,jrdonat,75
594,Yannick Spreen,75
594,a-e-k,75
597,Josh Wheeler,74
597,anonymous user #4327221,74
597,Sumaiya Ansari ,74
597,PigeonBar,74
597,David Whittaker ,74
602,Shawn Hagler,73
602,Kevin Guo,73
602,Kuma-TachiRen,73
602,Reinier Schmiermann,73
606,cleoman,72
606,anonymous user #3468430,72
606,anonymous user #1521675,72
606,j-chan-hkust,72
610,EndofTimee,71
610,Anmol Panda,71
612,ecqiu,70
612,kcaze,70
612,Alain,70
612,Ashar086,70
612,Simon Kallassi,70
612,anonymous user #4323004,70
612,Yufan Wang,70
612,saksak-dev,70
612,flowermantis,70
612,Justin Watts ,70
612,Kobe Li,70
612,myaltaccountsthis,70
624,tjwei,68
624,JodyLorah ,68
624,rcvalenteai,68
624,Zoltán Csige,68
624,Enrique Torres,68
624,Acters,68
624,balaraju vadde,68
624,rcghpge,68
632,Maxwell He,67
632,Gbox4,67
632,"Yuhang ""Eric"" Wei",67
632,kozydot,67
632,David Sharick ,67
637,Christian Cederquist,66
637,Arthur Bright,66
639,sellenth,65
639,gnawyymmij,65
639,Michal Staník,65
639,Dragon-Hatcher,65
639,Tomi Belan,65
644,Lukas Gelbmann,64
644,anonymous user #1065087,64
644,anonymous user #4321209,64
644,AbrahamJLR,64
644,nguyenhoangminh31082003,64
644,emingenc,64
644,Onyedikachi (Kenny) Udekwu ,64
644,Himanshu Bhadani,64
652,Michael McCright,63
652,Roger Kalliomäki,63
652,Iris,63
652,jayden,63
652,Maks Verver,63
652,Mark Sturtevant,63
652,Anurag Negi,63
652,sourishsharma17,63
652,Mark Assad,63
661,Oleg Tarakanov,62
661,Jared Tan Rui Hoong,62
661,joefarebrother,62
664,rhendric,61
664,Thorvald Dox,61
664,Brandon Hippe,61
664,anonymous user #457401,61
664,Liam Reddy,61
664,Brendon Thiede,61
664,savvamadar,61
671,shahzoor khan,60
671,Останин Вадим,60
671,James Carter | Team Covalence,60
671,ulrikdem,60
671,NovaSagittarii,60
671,porrige51122,60
677,anonymous user #4457101,59
677,Nikitosh,59
677,SeanRBurton,59
677,cros107,59
677,Proximity Trigger,59
677,bcai2,59
683,spectraldecomp,58
683,Pranav Rajagopalan,58
683,Benjamin Goh,58
683,Dan Schafer,58
687,Luap2003,57
687,Baron105,57
687,bjaxqq,57
687,Josh Mandel,57
687,Clancy Woodburn,57
687,Valokoodari,57
687,Redcrafter,57
