position,user,score
1,ChristophGreger,1922
2,RangerMcSexy,1888
3,caporalCoder,1685
4,Alex Steele,1632
5,Bikatr7,1519
6,eniraa,1492
7,James Sorenson,1481
8,Małgorzata Kozłowska,1354
9,Chara,1341
10,secemp9,1297
11,markoub,1271
12,hugoromerorico,1268
13,138 Aspen,1252
14,anonymous user #4697958,1161
15,tckmn,1138
16,Peter Cullen Burbery,1137
17,Jonas Haller,1118
18,Hunter Gould,1104
19,Michael Broughton,1054
20,anonymous user #302636,1015
21,u4sef,1011
22,Duro,947
23,dan-simon,900
24,Francesco Paolo Piga,899
25,muhammad bilal,893
26,@Dusknt,882
27,fromthebits ,876
28,Muhammad Arslan,865
29,BrandenXia,863
30,AndrejStratmann,857
31,Alvar Soome,855
32,Nagendra1421 ,854
33,Andrew Liu,848
34,5space,845
35,Luca De Cosmo,843
36,boboquack,840
36,Lex Moulton,840
38,George Hotz,828
39,Stephen Olano,794
40,anonymous user #60233,784
41,Reza Rezvan,782
42,anonymous user #2537932,768
43,röb,761
43,Ad1tya-007,761
45,anonymous user #1510407,744
46,Zedespook,743
47,Alexander Fu,730
48,Daniel Yang,725
49,Ferdinand Davidenko,720
50,anonymous user #778977,699
51,anonymous user #1569907,691
52,Muhammad Ibrahim Qasmi,688
53,jonathanpaulson,674
54,Simon,673
55,Justin Wang,655
56,andrew xu,653
57,sonivi,647
58,Laurens Profittlich,643
59,Alen Koso ,642
60,leijurv,629
61,radres,625
62,Oskar Haarklou Veileborg,623
63,DC,618
64,nthistle,611
65,fromthebits,610
65,Mxz-11,610
67,bluepichu,598
68,Adavya Goyal,576
69,kkmonlee,575
70,Anthony Bondarenko,572
71,Michael Peters,569
72,Subhargh,565
73,Kevin Sun,551
74,twinysam,546
75,mrphlip,544
76,ThePrivatePanda,541
77,Ahmad Fakhar,539
78,Fatima Malik,534
79,Palash Sharma,531
80,Nikolay Chikin,527
81,oofmatoes,517
82,Peppa Li,515
83,anonymous user #4456307,514
84,Muhammad Arham ,513
85,Rafiea Ashraf,511
85,anonymous user #297891,511
87,Tayyab Sajjad,498
88,neelthepatel8,494
89,Himanshu Shekhar,493
90,Chinnu B,489
91,anonymous user #4454326,481
92,anonymous user #4496671,477
93,Zaid Alsaqabi ,472
94,Hugo Hu-man,471
94,Suraj Singh,471
96,GregorPorsch,467
97,Jaron Rothbaum,465
97,Madhusudhan Reddy Yerragudi,465
99,Kamila Szewczyk,464
100,Alex Hellings,460
101,KedharnadhKamatham,459
102,Nathan Fenner,457
102,Kosikowski,457
104,Pancake,448
104,tgudlek,448
106,sihagujjwal ,443
106,Neel Shukla,443
108,mangoqwq,440
109,Fahad Abbas,439
110,"Chelliah, Jawahar Santhoshkumar",437
111,dnialh,436
112,Richard Wray,434
113,Muhammad Qurban,433
114,ShuBan,432
114,Manh Vu van,432
116,Jan Verbeek,428
117,Neal Wu,427
118,petertseng,424
119,tenth,423
120,Tomislav Balabanov ,420
121,Ryan Hitchman,419
121,ASHUdev05,419
121,Daniel Kremsa,419
121,oPeras1,419
125,Lohit Kolluri,418
126,nim-ka,416
127,Yu Long,413
128,Ian Wilson,406
129,Derek Liu,404
130,AniruthAnanth,402
131,Yashraj Iyer,399
131,PeterFrancoisBadenhorst,399
133,chunkybanana,395
134,SebbyLaw,394
134,Kedhar,394
136,anonymous user #44119,391
137,Lydxn,388
137,Steven Grond ,388
139,noah r.,384
140,PoffM,374
141,Arghadeep Saha,365
142,Stephan Botes,358
143,mocy,354
144,Alexandra Murzina,353
145,mocy ,350
146,Vansh Bataviya,347
146,anonymous user #3394841,347
148,AaQib Ali,345
149,0xMimir,343
150,KirollosM,339
151,Michael,334
152,Krentin Naidoo,333
153,SelmaGuedidi,331
154,grkozlowski,330
154,MrCodyTester,330
156,Christian G,329
157,Obie Munoz,327
157,Asuka Minato,327
159,Lars Tegeler,325
159,JohnnyBazzinga ,325
161,Sana Raza,323
161,Kosikowski ,323
163,Andras Barthazi,322
164,Anango Prabhat,319
165,Remy ROYER-ADNOT,318
166,sachin-handiekar ,317
167,Kirby703,316
168,@AlexSkidanov,315
169,lakshay007,314
170,Atharv120420001 ,313
171,Noble Mushtak,308
172,geohotstan,307
173,dzaima,304
173,atharvwani01 ,304
173,Tristan Sharma,304
176,anonymous user #1067586,301
176,Mahamadou Ba,301
178,Owen,296
178,Dhruv Kangarla,296
180,flocto,292
181,Erik Amirell Eklöf,291
182,DartCZ,290
182,rohit746,290
184,Alexander Haupt,289
185,marouane tayab,288
186,zach1502,287
186,Jakub Spólnik,287
186,Muhammad Hamza Hassaan,287
189,Sreekanth Krishnankutty Nair,285
190,Jasper van Merle,283
191,danteissaias,281
192,Oliver Ni,278
193,anominos,277
193,jovsa,277
193,Uday Garg,277
196,david-why,276
197,Saqlain Abid,274
198,Taras Gritsenko,271
199,zvdy,269
200,looluo,265
201,vash3r ,264
202,Alexander Salmin ,263
203,Tuke,258
204,Kevin Sheng,254
204,3kh0,254
206,Hayzam Sherif,253
206,PoustouFlan,253
208,imagine-hussain,252
209,spaceybread,247
210,ayush rathore,246
211,Justin Arnold,245
211,rictic,245
211,fraito,245
214,samina-if,244
215,Daniel Huang,242
216,anonymous user #4422568,240
217,Starwort,238
217,ZED.Charley William Thairo,238
219,anonymous user #4331139,237
220,bjebert,236
220,Mkhmkh,236
220,michaelerne,236
223,Tom Donohue,232
223,Akari,232
225,István Katsányi,231
226,hyperneutrino,230
227,Ben Zydney,227
227,Connor Frank,227
229,Craig Gidney,226
230,Verulean,222
230,anonymous user #947465,222
230,lovelyboon,222
230,Muhammad Qasim,222
230,anonymous user #4440798,222
235,Ryan O’Hara,221
235,Владислав Быконь,221
235,TimHuisman1703,221
238,CodeNinja ,220
239,Sean Yawning,219
240,Camelpilot33,218
241,Kroppeb,215
242,zdu863,214
243,anonymous user #4257740,213
244,Mathias Rav,212
245,sean,211
245,David Salathé,211
245,Paras Ningune,211
248,psun256,210
248,guohao,210
248,Ritwin Narra,210
248,mserrano ,210
252,Carl Oscar Aaro,205
252,Anthony Li,205
254,Venkat Rao,204
254,Niklas Wojtkowiak,204
254,ClaudioPal20,204
257,SanguineChameleon,203
258,qianxyz ,200
258,anonymous user #4404080,200
258,anonymous user #4387418,200
261,Jeroen Op de Beek,199
262,ashwini bs,198
262,Umberto Puddu,198
264,Peter Hedman,197
264,Nik Sauer,197
266,Ankit Mohanty,196
267,Shen Li,195
267,gldanoob,195
269,RisaCharvi,194
270,Purunjay Choudhary,193
270,jkrajniak,193
272,whixzyy,191
273,Justin Watts,190
273,Michael Kolupaev,190
275,SaakiBhojanam,189
275,destryptor,189
275,anonymous user #4263503,189
275,anonymous user #4804885,189
279,Peter Burbery,188
280,zarif jorayev,187
281,Nathan Coulas,186
281,Dylan Smith,186
283,Brandon G,184
284,Anish Singhani,183
284,Andy Tam,183
286,anonymous user #3415866,181
286,Chander Balu,181
286,Jennifer,181
289,Phalit Jotwani,180
289,LeDawaa,180
291,Looking for blog readers!,179
291,Zack Lee,179
291,BizzMage,179
291,anonymous user #2208007,179
295,Satya Jhaveri,178
295,Simon Wacziarg,178
295,Michael Fogleman,178
295,Theo Browne,178
299,Aidan Littman,177
300,ShuBan - get rekt,176
301,anonymous user #4190372,175
301,Stuart Westerman,175
303,Arjun M,174
304,ben,172
304,Nathan Tran,172
304,Omi J,172
304,Gabriele Bosoni,172
308,Jonathan Ross,171
309,SnowballSH,170
309,NantusGroenewald,170
309,Hein Van der Merwe,170
309,Sreekanth Krishnankutty,170
313,blaumeise20,167
314,Dana,166
314,YUGANDRAN B (RA2211003011715),166
316,anonymous user #4657629,165
317,anonymous user #2563521,164
317,ExileStudios,164
319,benmirtchouk,163
319,Chris Talbot,163
321,anonymous user #1565212,162
322,Lucas Lugão ,161
322,andy-k,161
322,anonymous user #4821862,161
325,David Carlin,160
326,Christian N,158
326,anonymous user #404252,158
326,anonymous user #4758305,158
326,Nirvaan Vidyasagar,158
330,adlaiCarmona,156
331,TXort,155
332,Lenny S,154
332,Solomon,154
332,csjh,154
332,nik-solcast,154
336,Davis Yoshida ,153
337,Venkatesh Akula,152
338,Måns Magnusson,151
338,Ravi,151
