position,user,score
1,xiaowuc1,2066
2,tckmn,1612
3,jonathanpaulson,1569
4,Antonio Molina ,1558
5,5space,1525
6,hyper-neutrino,1518
7,boboquack,1469
8,dan-simon,1392
9,Anish Singhani,1323
10,bluepichu,1307
11,Carl Schildkraut,1269
12,nthistle,1249
13,Ian DeHaan,1241
14,Oliver Ni,1227
15,D. Salgado,1202
16,Noble Mushtak,1121
17,leijurv,1090
18,Oskar Haarklou Veileborg,1066
19,Joseph Durie,1056
20,mserrano,1053
21,Oleksandr Nikitin,1013
22,Robert Xiao,1007
23,Lewin Gan,993
24,ruuddotorg,990
25,anonymous user #1510407,933
26,nim-ka,927
27,Thomas Feld,836
28,mrphlip,826
29,Egor Kulikov ,820
30,@AlexSkidanov,807
31,Balint R,795
32,secemp9,793
33,Neal Wu,780
34,Jan Verbeek,774
35,zacharybarbanell,759
36,Davis Yoshida ,723
37,Kevin Sheng,722
38,Sean Yawning,694
39,Gabriel Wu,690
40,Justin Yokota,683
41,LegionMammal978,669
42,Ross Dempsey,660
43,Kroppeb,652
44,grhkm21,647
45,Ryan Hitchman,624
46,Yoshiap,621
47,Craig Gidney,619
48,mangoqwq,615
49,int-e,610
50,Mathis Hammel ,602
51,Nathan Fenner,598
52,Looking for blog readers!,590
53,glguy,574
54,Zack Lee,573
55,Shawn Hagler,571
56,scanhex,564
57,bcc32,549
58,eniraa,541
59,Magnus Hokland Hegdahl,538
59,Erik Amirell Eklöf,538
61,Nicky Skybytskyi,536
62,Adavya Goyal,527
63,jebouin,526
64,Anango Prabhat,519
65,connorjayr,518
66,Zeyu Chen,512
67,Gorane7,509
67,Thomas Neill,509
69,Kuma-TachiRen,507
70,Vladislav Isenbaev,490
71,S. Teikn Smith,488
71,Lovemathboy H,488
73,tung491,486
74,Jimmy Mårdell,479
75,PoustouFlan,471
76,anonymous user #637942,470
76,Ryan O’Hara,470
78,Jasper van Merle,469
79,anonymous user #3487639,463
80,Also looking 4 an internship! ,462
