position,user,score
1,xiaowuc1,3077
2,tckmn,2712
3,5space,2559
4,Antonio Molina ,2384
5,jonathanpaulson,2325
6,hyper-neutrino,2212
7,bluepichu,2202
8,dan-simon,2131
9,boboquack,2125
10,nthistle,2088
11,Noble Mushtak,2046
12,Ian DeHaan,2003
13,leijurv,1981
14,D. Salgado,1874
15,Oliver Ni,1837
16,Anish Singhani,1688
17,Carl Schildkraut,1665
18,Lewin Gan,1638
19,Oskar Haarklou Veileborg,1616
20,mserrano,1567
21,Robert Xiao,1497
22,ruuddotorg,1469
23,Kroppeb,1459
24,Oleksandr Nikitin,1404
25,Balint R,1396
26,mrphlip,1391
27,nim-ka,1335
28,Joseph Durie,1330
29,scanhex,1318
30,anonymous user #1510407,1304
31,Neal Wu,1299
31,zacharybarbanell,1299
33,Nathan Fenner,1284
34,Kevin Sheng,1252
35,Yoshiap,1220
36,Egor Kulikov ,1180
37,PCSwingle,1162
37,Lovemathboy H,1162
39,Erik Amirell Eklöf,1146
40,Vladislav Isenbaev,1119
41,Adavya Goyal,1095
41,Jan Verbeek,1095
43,Magnus Hokland Hegdahl,1070
44,Ryan Hitchman,1061
45,Mathis Hammel ,1051
46,Thomas Neill,1045
47,LegionMammal978,1039
48,@AlexSkidanov,1025
49,Gorane7,1024
50,Looking for blog readers!,1012
51,secemp9,993
52,glguy,981
53,Davis Yoshida ,974
54,int-e,971
55,TimHuisman1703,958
56,vstrimaitis,949
57,Ryan O’Hara,936
58,connorjayr,911
59,Thomas Feld,897
59,grhkm21,897
61,Anthony Li,896
62,mrkeldon,888
63,Sean Yawning,887
64,Gabriel Wu,870
65,Zack Lee,866
66,Epiphane,864
67,Zeyu Chen,851
68,Verulean,818
69,Nicky Skybytskyi,812
70,qpwoeirut,796
71,Justin Yokota,775
72,David Sharick,759
73,tenth,749
74,mangoqwq,742
75,Kuma-TachiRen,741
76,Ross Dempsey,731
77,phenomist,723
78,Shawn Hagler,721
79,WutPu,718
80,rhendric,707
81,Måns Magnusson,687
82,SeptaCube,686
83,Anango Prabhat,675
84,msullivan,673
85,the-chenergy,672
86,Vince7778,664
87,bcc32,654
87,Liresol,654
89,Mercerenies,651
89,coolcomputery,651
91,Jimmy Mårdell,646
92,Craig Gidney,642
93,david-why,638
94,Gregor Kikelj,627
95,Pi-Hsun Shih,626
96,Daniel Yang,624
97,Kirby703,623
98,Kevin Wang,619
99,Tristan Sharma,598
100,Xavier Rene Plourde,587
101,Jasper van Merle,583
101,penteract,583
103,PoustouFlan,582
104,Dylan Smith,577
105,jebouin,576
106,Alexander Haupt,575
107,Kye W. Shi,574
108,Also looking 4 an internship! ,557
108,Patrick Hogg,557
110,Koen Oostveen,552
111,etotheipi1,546
112,Starwort,545
113,eniraa,541
114,Роман Курмаев,539
115,S. Teikn Smith,536
116,Brian Liu,527
117,Alexey Shmelev,516
118,Daniel Gu,513
118,thuustalu,513
120,evanphoward,509
121,ZED.Charley William Thairo,503
122,Cody Carlsen ,496
123,Defelo,489
124,0e4ef622,488
125,tung491,486
126,Etienne Vouga,483
127,eagely,479
128,anonymous user #1067586,474
129,yusent,471
130,anonymous user #637942,470
131,Thomas,465
132,milesman34,463
132,anonymous user #3487639,463
134,Timothy Mou,462
135,bradleysigma,459
136,anonymous user #1759814,457
137,ttalvitie,455
138,DayDun,448
139,Jeffrey H.,446
