position,user,score
1,xiaowuc1,3172
2,tckmn,2795
3,5space,2599
4,Antonio Molina ,2476
5,jonathanpaulson,2379
6,bluepichu,2370
7,nthistle,2259
8,hyper-neutrino,2212
9,boboquack,2186
10,dan-simon,2177
11,leijurv,2163
12,Ian DeHaan,2086
13,Noble Mushtak,2046
14,Oliver Ni,1930
15,D. Salgado,1874
16,Anish Singhani,1767
17,Oskar Haarklou Veileborg,1737
18,Carl Schildkraut,1725
19,Lewin Gan,1638
20,ruuddotorg,1586
21,mserrano,1567
22,Robert Xiao,1529
23,Kroppeb,1507
24,Oleksandr Nikitin,1503
25,Balint R,1474
26,Nathan Fenner,1446
27,mrphlip,1419
28,Kevin Sheng,1391
29,scanhex,1376
30,anonymous user #1510407,1340
31,nim-ka,1335
32,Joseph Durie,1330
33,Neal Wu,1299
33,zacharybarbanell,1299
35,Lovemathboy H,1274
36,Egor Kulikov ,1235
37,Yoshiap,1220
38,PCSwingle,1200
39,Erik Amirell Eklöf,1172
40,Vladislav Isenbaev,1156
41,Adavya Goyal,1095
41,Jan Verbeek,1095
43,Looking for blog readers!,1087
44,Ryan Hitchman,1077
45,int-e,1071
46,Magnus Hokland Hegdahl,1070
47,Mathis Hammel ,1051
47,Thomas Neill,1051
49,LegionMammal978,1039
50,glguy,1034
51,Gorane7,1027
52,@AlexSkidanov,1025
53,TimHuisman1703,1023
54,secemp9,993
55,vstrimaitis,983
56,Davis Yoshida ,977
57,connorjayr,967
58,Ryan O’Hara,936
59,Zeyu Chen,935
60,Nicky Skybytskyi,923
61,Thomas Feld,897
61,grhkm21,897
61,Sean Yawning,897
64,Anthony Li,896
65,mrkeldon,888
66,mangoqwq,874
67,Gabriel Wu,870
68,qpwoeirut,868
69,Zack Lee,866
70,Epiphane,864
71,Verulean,818
72,Jimmy Mårdell,806
73,Justin Yokota,775
74,David Sharick,759
75,Ross Dempsey,754
76,tenth,749
77,Kuma-TachiRen,741
78,phenomist,723
79,Shawn Hagler,721
80,WutPu,718
81,the-chenergy,714
82,rhendric,707
83,david-why,704
84,Jasper van Merle,702
85,Måns Magnusson,687
86,SeptaCube,686
87,Anango Prabhat,675
88,msullivan,673
89,Vince7778,664
90,bcc32,654
90,Liresol,654
92,Mercerenies,651
92,coolcomputery,651
94,Alexander Haupt,644
95,Craig Gidney,642
96,Gregor Kikelj,627
97,Pi-Hsun Shih,626
98,Dylan Smith,624
98,Daniel Yang,624
100,Kirby703,623
101,Kevin Wang,619
102,evanphoward,611
103,PoustouFlan,599
104,Tristan Sharma,598
105,Xavier Rene Plourde,587
106,penteract,583
107,jebouin,576
108,Kye W. Shi,574
109,eagely,573
110,0e4ef622,572
111,Alexey Shmelev,568
112,Also looking 4 an internship! ,557
112,Patrick Hogg,557
114,Koen Oostveen,552
115,etotheipi1,546
116,Starwort,545
117,Cody Carlsen ,544
118,eniraa,541
119,Роман Курмаев,539
120,S. Teikn Smith,536
121,Brian Liu,527
122,Daniel Gu,513
122,thuustalu,513
124,qwewqa,507
125,ZED.Charley William Thairo,503
125,Ahmed Siadomar,503
127,seligman99,499
128,Defelo,489
128,shakespeare1564 ,489
130,tung491,486
131,Etienne Vouga,483
132,anonymous user #1067586,474
133,yusent,471
134,anonymous user #637942,470
135,Carl Oscar Aaro,467
136,Thomas,465
137,milesman34,463
137,anonymous user #3487639,463
139,Timothy Mou,462
140,bradleysigma,460
141,anonymous user #1759814,457
142,ttalvitie,455
143,DayDun,448
144,Jeffrey H.,446
145,Lief,445
146,Aaron ,444
146,Robert Pham,444
148,Clancy Woodburn,441
149,rak1507,436
150,Level 51,434
150,James Sorenson,434
152,anonymous user #1556836,433
153,Proximity Trigger,430
154,Zack Chroman,426
155,Andrew X. ,425
156,Parker Williams,422
157,Maks Verver,420
158,Yiming Li,419
159,drysle,409
160,petertseng,406
161,Kami Leon,397
162,Omkar Bhalerao,395
162,Brett Math,395
164,zach1502,393
164,Tanner Hoke,393
166,Robert Usher,392
167,Kevin Yap,391
167,Louis Grennell,391
169,andriigrynenko,387
170,andy-k,384
171,abailey2020,382
172,mdlu,380
173,Angelica Naguio,379
174,Andrew Macheret,377
175,mayoff,375
176,Lucas M.,372
177,nife,368
178,Maarten Sijm,367
179,John Kesler,363
180,Jieruei Chang,361
181,Venkat Rao,355
182,Muhammad Rais Fathin Mudzakir,348
183,Pedro Osório,346
184,Mark Sturtevant,344
185,Robin Allen,342
186,Brandon Young,338
186,mlucy,338
188,cefqrn,333
189,Nikitosh,329
190,1234abcdcba4321 ,327
191,William Y. Feng,326
191,periodically-makes-puns,326
193,Nick Gavalas,321
194,anonymous user #2001399,318
194,horo,318
196,andrewcarlotti,314
196,Joseph Malagon,314
198,Eldar Bogdanov,313
199,Bradley Louie,308
199,Dmytro Soboliev,308
201,Martin “Cifko” Štefček ,305
202,TINA WANG - STUDENT,301
202,Jerry Z. Li,301
204,Jimmy Ding,292
205,Samuel Chen,291
205,qerhgqe67fwq8fqw867f,291
207,Max Jäger ,286
208,RootCubed,285
209,Noeri Huisman,283
210,trillian,282
211,Max Nilsson,281
212,Golovanov399,280
212,Михаил Минков ,280
214,Corentin THOMASSET,274
215,LyricLy,273
216,hltk,269
217,anonymous user #60233,268
217,SeanRBurton,268
219,Peter Kuhar,263
219,vash3r,263
221,aropan ,262
221,Avi Swartz,262
223,Joshua Wise,261
224,Mathijs Vogelzang,260
225,Tom Sirgedas,259
226,David K. Zhang,258
226,RWayne93,258
228,Cameron Aavik,257
229,Matthew Ramina,256
230,anonymous user #387166,253
231,ulrikdem,252
232,Bahnschrift,250
232,val tron,250
234,@Dusknt,248
234,skanev,248
234,Jan Arnež,248
237,Filip Hlasek,246
238,Ethan C,243
238,Josef Minařík,243
240,Jonas Haller,242
241,TLSM,239
242,Manish Kundu,233
242,Alex Liang,233
244,Gábor Ferenc Kovács,232
245,Enterprize1,231
245,anonymous user #1565212,231
245,anonymous user #44119,231
245,zhangjunyan2580,231
249,RandomLB,228
250,phamtrongthang123,227
251,Daniel Anker Hermansen,224
252,jwseph,223
253,Coder Gautam,222
254,Geoffrey Kleinberg,221
254,Nick,221
256,Springo,218
257,Michael Fogleman,215
258,Patrick Gu,214
259,ekimekim,213
260,Ivan Kazmenko,210
261,Tomas Rokicki,209
262,Olle Lapidus,208
262,ericlovesmath,208
264,Laurentiu Ionele ,206
264,NovaSagittarii,206
266,anonymous user #1047278,204
266,Saujas Nandi,204
268,Rem Zhang,202
269,tbodt,201
269,Herman,201
269,Lau Xin Wei,201
269,Giacomo Stevanato,201
269,Albert Tam,201
269,UnrelatedString,201
269,kcaze,201
269,Toni Fadjukoff ,201
277,anonymous user #3428581,199
278,Drew Boyuka,197
279,PDDG Glaser,195
279,Kostero,195
281,Rayson Su,193
282,anonymous user #2698856,190
283,Yik Chun Wong,189
283,Chun Yeung Wong,189
285,anominos,187
286,mwk48,185
287,Mihhail Novik,184
287,zvdy,184
287,superjarle,184
290,Dan Schafer,183
291,Eero Väkiparta,182
291,dllu,182
293,Tomáš Pavlík,181
293,lutyj,181
293,hakiobo,181
296,Larry,178
297,swhitt,176
297,leonard-weininger,176
297,Lukas Gelbmann,176
300,Xavier Cooney,173
300,Andrew Von Stieglitz,173
302,Xiongqi ZHANG ,172
303,Elmer Le,170
303,Jeffrey Fan,170
305,tluo5458,169
305,E-M-Bailey,169
305,Harry Slatyer,169
308,JackMacWindows,168
309,Nathan Wang,166
309,Karan Vijayakumar,166
311,sopyb,165
311,James Satherley,165
311,K Zhang,165
311,Ryan Croucher,165
315,Chi Feng,164
315,tirefire,164
315,Timothy Elling ,164
318,jkseppan,161
318,joefarebrother,161
320,yuizumi,160
320,Nick Liu,160
322,Tobias Sargeant,159
323,Ryan Dewey ,158
323,Youssef El Zamzamy,158
325,quentinmit,157
325,anonymous user #3623430,157
325,Sneed's Feeduck and Seeduck,157
328,sourishsharma17,155
328,Murray Edwards,155
328,William Lin (tmwilliamlin168),155
328,onionfarmerr,155
332,vitekmel,154
333,Mattéo Delabre,152
334,klange,151
334,Ben,151
334,paladin8,151
334,Hafnium780,151
338,Vitalii Nevidomyi,150
339,teekaytai,149
339,kalvdans,149
341,Waffle,148
342,Dragon-Hatcher,147
342,b-paul,147
342,sagarbrathod1,147
342,Jon Hartnett,147
346,teidesu,146
346,Joel Gibson,146
348,Sobhan Mohammadpour,145
348,Andrew Badr,145
348,Paul Draper,145
348,Robert Nies,145
352,ast-ral,144
352,Yan Kang Lee,144
