position,user,score
1,xiaowuc1,1136
2,jonathanpaulson,897
3,dan-simon,872
4,boboquack,862
5,5space,849
6,hyper-neutrino,841
7,mserrano,839
8,Carl Schildkraut,836
9,Ian DeHaan,827
10,Robert Xiao,817
11,nthistle,787
12,Antonio Molina ,778
13,Anish Singhani,765
14,leijurv,726
15,ruuddotorg,701
15,tckmn,701
17,secemp9,694
18,Noble Mushtak,644
19,Neal Wu,638
20,Oliver Ni,634
21,Joseph Durie,621
22,Davis Yoshida ,612
23,D. Salgado,570
24,Kevin Sheng,557
25,Oskar Haarklou Veileborg,555
26,bluepichu,549
27,eniraa,541
28,anonymous user #1510407,523
29,LegionMammal978,512
30,Lewin Gan,501
31,Oleksandr Nikitin,488
32,tung491,486
33,PoustouFlan,467
34,anonymous user #3487639,463
35,anonymous user #1759814,457
36,Balint R,445
36,Gabriel Wu,445
38,Shawn Hagler,437
39,anonymous user #1556836,433
40,zacharybarbanell,432
41,Craig Gidney,430
42,Gorane7,424
43,Yoshiap,415
44,bcc32,408
45,mrphlip,407
46,Ryan Hitchman,404
47,Anango Prabhat,400
48,grhkm21,397
49,Jasper van Merle,396
50,Angelica Naguio,379
51,S. Teikn Smith,374
52,Justin Yokota,372
53,qpwoeirut,370
54,Jan Verbeek,358
55,Erik Amirell Eklöf,351
56,Mathis Hammel ,349
57,connorjayr,348
57,Zeyu Chen,348
59,mrkeldon,344
60,Thomas Feld,342
61,Egor Kulikov ,338
62,James Sorenson,337
63,anonymous user #1067586,333
63,Andrew X. ,333
65,nim-ka,330
66,Defelo,327
67,Thomas,324
68,Starwort,323
69,anonymous user #2001399,318
70,scanhex,315
71,anonymous user #637942,312
72,Looking for blog readers!,307
73,shakespeare1564 ,304
74,Kuma-TachiRen,301
75,Kroppeb,285
76,Kevin Yap,283
77,Verulean,281
78,petertseng,280
78,Magnus Hokland Hegdahl,280
78,zach1502,280
81,Zack Chroman,279
82,@AlexSkidanov,278
83,Lucas M.,275
84,Corentin THOMASSET,274
84,rak1507,274
86,Sean Yawning,272
87,anonymous user #60233,268
88,John Kesler,264
89,Nikitosh,261
90,msullivan,254
91,Level 51,253
92,@Dusknt,248
92,Jan Arnež,248
94,Daniel Gu,247
95,Nathan Fenner,241
96,Tanner Hoke,240
97,William Y. Feng,231
98,Zack Lee,229
99,vstrimaitis,227
99,phamtrongthang123,227
101,Mercerenies,226
102,int-e,223
103,Omkar Bhalerao,221
104,anonymous user #1565212,220
105,andy-k,214
106,ekimekim,213
106,hltk,213
106,Aaron ,213
109,Thomas Neill,208
109,Timothy Mou,208
111,Ryan O’Hara,205
112,milesman34,204
112,Robert Usher,204
114,Måns Magnusson,202
114,Rem Zhang,202
114,Anthony Li,202
117,penteract,201
117,Nicky Skybytskyi,201
119,anonymous user #3428581,199
120,Daniel Yang,196
121,PDDG Glaser,195
122,Adavya Goyal,192
123,Koen Oostveen,191
123,Jimmy Ding,191
123,Alexey Shmelev,191
123,Martin “Cifko” Štefček ,191
127,Bradley Louie,187
128,mwk48,185
129,zvdy,184
130,Alex Liang,182
131,Robert Pham,180
131,coolcomputery,180
133,swhitt,176
134,PCSwingle,175
135,Xavier Cooney,173
136,Nick Gavalas,171
136,periodically-makes-puns,171
138,Etienne Vouga,169
139,Parker Williams,167
140,Also looking 4 an internship! ,166
140,anonymous user #2698856,166
140,Joseph Malagon,166
143,sopyb,165
143,Springo,165
143,James Satherley,165
146,glguy,164
146,Peter Kuhar,164
148,David Sharick,163
148,Albert Tam,163
150,Yiming Li,162
150,RandomLB,162
152,cefqrn,161
153,1234abcdcba4321 ,160
153,Jimmy Mårdell,160
155,Enterprize1,158
155,Youssef El Zamzamy,158
157,Brian Liu,155
158,Liresol,153
159,the-chenergy,151
159,Роман Курмаев,151
159,Gregor Kikelj,151
162,Jonas Haller,150
162,SeptaCube,150
162,Jerry Z. Li,150
165,qwewqa,148
166,teidesu,146
167,david-why,145
168,Elmer Le,144
168,Yan Kang Lee,144
170,JackMacWindows,143
170,Kevin Wang,143
172,Matthew Ramina,140
173,WutPu,139
174,andrewcarlotti,138
174,val tron,138
176,Herman,137
176,Tomáš Pavlík,137
176,Michael Fogleman,137
176,Chun Yeung Wong,137
180,Ethan C,136
180,Miriam Vellacott,136
180,João Salavisa,136
183,Kami Leon,134
184,ZED.Charley William Thairo,133
185,sourishsharma17,132
186,Clancy Woodburn,130
186,etotheipi1,130
186,Ross Dempsey,130
189,Austin,129
189,Vince7778,129
189,Lau Xin Wei,129
189,Mathijs Vogelzang,129
193,anonymous user #2375057,124
193,bunceandbean,124
193,carro,124
193,horo,124
197,TimHuisman1703,123
197,Manish Kundu,123
197,bradleysigma,123
197,Carl Oscar Aaro,123
201,anonymous user #2724128,122
201,Martin Camacho,122
201,Craig Silverstein,122
201,Vladislav Isenbaev,122
205,ericlovesmath,121
206,thomasranieri,120
206,Pedro Osório,120
208,Yik Chun Wong,119
208,Benedikt Werner,119
210,Md Abedin,118
211,Xavier Rene Plourde,117
212,Max Jäger ,116
212,AdamHe17 ,116
214,masecla22,115
214,zero,115
216,Nick Liu,114
217,ovs-code ,113
218,Dragon-Hatcher,112
219,Ben,111
219,thuustalu,111
219,Brandon Young,111
222,Epiphane,110
222,Sreeram Ramachandran,110
222,jwseph,110
225,nife,108
226,Cameron Wu ,107
226,leonard-weininger,107
226,jebouin,107
226,Muhammad Rais Fathin Mudzakir,107
230,Jc,106
231,Josh Taylor,105
231,HertzDevil,105
231,a5a7,105
234,Proximity Trigger,104
234,Patrick Hogg,104
236,Hannah Rose,103
236,Dušan Minić,103
238,phenomist,102
239,Ahmed Siadomar,101
239,Jeffrey Meng,101
241,anonymous user #640116,100
241,Paul Martinez ,100
241,tluo5458,100
241,siraben,100
241,Hessel,100
246,RootCubed,97
246,Maxim Volkov,97
246,andriigrynenko,97
249,piman51277,96
250,Josh Leverette,95
251,Ryan Leemans,94
252,mdlu,93
252,Olle Lapidus,93
252,epsalon,93
255,F2 ,92
256,tesselslate,90
256,RobertDWhite,90
256,Adrian Smith,90
256,Eero Väkiparta,90
256,NovaSagittarii,90
256,Jeffrey H.,90
262,anominos,89
263,Giacomo Stevanato,88
263,aropan ,88
265,mangoqwq,87
265,ast-ral,87
265,downvoid,87
268,Natanaelel,86
269,tbodt,85
270,yusent,84
270,Mihhail Novik,84
270,superjarle,84
273,Carson Graham,83
273,willwam,83
273,Chris Rectenwald,83
273,Paul Draper,83
277,anonymous user #975121,82
277,LK,82
277,Maks Verver,82
277,dllu,82
281,Jake Williams,81
281,artheadsweden,81
283,Jieruei Chang,80
283,Loren Troan,80
283,Laurentiu Ionele ,80
286,anonymous user #203730,79
286,Tomas Rokicki,79
288,sampersand,78
288,gabekanegae,78
288,noblematt,78
288,Chi Feng,78
288,sr2echa,78
288,PenguinEncounter,78
294,Tristan Lee,77
294,klange,77
294,Ryan Dewey ,77
294,jaspercb,77
298,Ari Wachtel,76
299,Ross Newman,75
299,csjh,75
301,Nikhil Vijai,74
301,Andrew Von Stieglitz,74
301,StarGazingHomies,74
304,Gustav Kalander,73
304,nkitsaini,73
304,alexxyu,73
307,Lenny S,72
307,TINA WANG - STUDENT,72
307,Gotheru,72
310,poniponiponiponiponiponiponiponiponi,71
310,Geoffrey Kleinberg,71
310,Tea Leka,71
313,Kitchen_Choice_8786,70
313,Matt Gruskin ,70
315,seligman99,69
315,dsemi ,69
315,zhangjunyan2580,69
318,Alex Wen,68
319,chluebi,67
319,Danny Lin,67
321,Minh Nguyen Quang,66
321,skanev,66
321,quentinmit,66
321,rhendric,66
325,BelgianSalamander,65
325,Lilian,65
325,lewinski,65
328,Michael Skyba,64
328,Han Mertens,64
328,Dylan Smith,64
328,sorawit,64
328,Marcelo Fornet,64
333,Cai Zhenzhi,63
333,Sam Hindess,63
333,eagely,63
336,djpohly,62
336,BrooklynS,62
336,Lawrence Kesteloot,62
336,lonerz,62
336,Cody Carlsen ,62
336,Brett Math,62
336,Eric Higgins,62
336,Avi Swartz,62
344,Bahnschrift,61
344,anonymous user #44119,61
344,anonymous user #3623430,61
344,UnrelatedString,61
348,Coby Tran,60
348,Calvin Godfrey,60
348,Zach Hacking,60
351,anonymous user #1047278,59
351,sndyx ,59
351,Dan Sanders,59
351,anonymous user #685930,59
351,josephxwang,59
356,sguest,58
357,startrekdude,57
357,M1ngXU,57
357,WYXkk,57
357,Saujas Nandi,57
357,Ali Toosi,57
362,Krish,56
363,DLu,55
363,Mark Ladygo,55
363,Avongard,55
363,almasip,55
367,michaelzhan1,54
367,Brian Bucklew,54
369,OroArmor,53
369,bruteforceboy,53
369,Jacob Wood,53
369,Rohan Jain,53
369,hchokshi,53
369,Gymhgy,53
375,5joshi,52
375,Tobias-Glimmerfors,52
375,Tristan Sharma,52
378,Aaron Fink,50
378,CaptainSora,50
380,CAG2Mark,49
380,Cameron Aavik,49
380,Rustam Musin,49
380,Vitalii Nevidomyi,49
380,Joshua Wise,49
380,Sam Harrison,49
380,ictrobot,49
387,Pontus Walck ,48
387,Liwei Cai,48
387,jkseppan,48
387,Dawn Drain,48
391,Michael Tardibuono,47
391,Gábor Ferenc Kovács,47
393,Joshua Dunbrack,46
393,taesungh,46
395,yuizumi,45
395,mewnian,45
397,Badtz,44
397,miriam-rittenberg,44
397,Robin Allen,44
397,nandhagk,44
401,Casey Bolton,43
401,Erik Szalay,43
401,Matthew Boehm,43
404,Kevin Bienvenu,42
404,Joe L.,42
404,Shik Chen,42
407,Lalsin Nilian,41
407,anonymous user #3187566,41
407,anonymous user #371225,41
407,meexwaal,41
407,matthewd,41
407,Evan Kwan,41
413,tmiddlet ,40
413,Vinay Goel,40
413,Daniel Ge,40
416,mayoff,39
416,narpfel,39
418,abnew123,38
418,XHRogerCao,38
418,Lukas Gelbmann,38
421,elnardu,37
421,otisdog8,37
421,bmachado1,37
424,Talchas,36
424,Nick,36
424,Enkhsanaa,36
424,Greg Zborovsky,36
424,Nathan Ye,36
429,Lukáš Folwarczný,35
429,drysle,35
429,anonymous user #387166,35
429,jdabtieu,35
429,Samuel Pasierb,35
429,Olivier Le Floch,35
435,whaatt,34
435,Paul Zagieboylo ,34
437,Lars Haulin ,33
437,Ethan Luo,33
437,Alexandre Dewilde,33
437,Søren Fuglede Jørgensen,33
437,N_z_,33
442,Ian O'Donnell,32
442,Nikhil Menon,32
444,bjebert,31
444,Kostero,31
444,Sneed's Feeduck and Seeduck,31
444,kcmyang,31
448,Arthur Bright,30
448,Andrew Badr,30
448,Nate Paymer,30
451,JLMadsen,29
451,kaveripriyap,29
451,Arib Chowdhury,29
454,mebeim,28
454,CarbonIce,28
454,Finn,28
454,Abraham Guo,28
454,Waffle,28
454,Strikeeaglechase,28
454,harrison truscott,28
461,Tyler Lemburg,27
461,Ivan Kazmenko,27
461,Espiobest,27
461,LyricLy,27
461,Tim Black,27
466,Sheler_,26
466,Adam Hutchings,26
466,alchzh,26
466,Isaac Peterson,26
466,Khanh Hiep Tran,26
466,Shahan Mir,26
472,Daniel Anker Hermansen,25
472,Mateus Sze Cosenza,25
472,Murray Edwards,25
472,Joel Gibson,25
472,Kendall Yu ,25
477,Yabk,24
477,DayDun,24
477,Jeffrey Fan,24
477,AlexJones0,24
477,Kye W. Shi,24
482,Jordan Richards,23
482,tenth,23
482,teekaytai,23
482,ellellie,23
482,sblom,23
487,Chao Zhang,22
487,Chase Hadley,22
489,twright0,21
489,kyleyarwood,21
489,RussellDash332,21
489,Lovemathboy H,21
493,Noureldin,20
493,Ben Zydney,20
493,MeepMoop,20
493,democat3457,20
493,Josef Minařík,20
493,Mark Sturtevant,20
499,Thibaud Maurel,19
499,Sobhan Mohammadpour,19
499,Alexander Haupt,19
499,Mr Thimoté,19
499,Tsu-Hao Liu,19
499,Zayne Siew,19
499,Patrick Coleman,19
506,Olivia Kaufman,18
506,Tony Jiang,18
508,Sam Le,17
508,Mark Wen,17
508,Rohan Wadhawan,17
511,Sebastian Aigner,16
511,Daniel Cepeda,16
511,icemoon97,16
511,AmoleR,16
511,lbud,16
511,Jakub Kotrs,16
517,anonymous user #614991,15
517,MikeXander,15
517,Chris Petit,15
517,Isse,15
517,Jacob Guglielmin,15
522,anonymous user #2403605,14
522,Summata Notata,14
522,Jerry Xu,14
522,anonymous user #1132516,14
