position,user,score
1,Craig Gidney,180
2,Ian DeHaan,175
3,xiaowuc1,171
4,jonathanpaulson,170
5,Antonio Molina ,165
5,boboquack,165
7,Oliver Ni,163
7,nthistle,163
7,anonymous user #2001399,163
10,PCSwingle,161
11,mserrano,158
12,mrkeldon,142
13,Måns Magnusson,136
13,Miriam Vellacott,136
15,Looking for blog readers!,130
15,Aaron ,130
17,Bradley Louie,129
18,5space,127
19,anonymous user #2375057,124
20,thomasranieri,120
21,Anish Singhani,119
22,Kevin Yap,111
23,anonymous user #640116,100
24,Joseph Durie,98
25,eniraa,97
26,leijurv,96
27,anonymous user #60233,95
28,LegionMammal978,94
29,Ethan C,92
29,Enterprize1,92
31,tung491,90
31,tesselslate,90
33,Koen Oostveen,89
33,anominos,89
35,Davis Yoshida ,88
36,Mathis Hammel ,87
37,Thomas,86
37,scanhex,86
39,Erik Amirell Eklöf,85
40,ekimekim,84
40,bradleysigma,84
42,Carson Graham,83
42,Balint R,83
44,vstrimaitis,82
45,Jake Williams,81
46,Gorane7,79
47,anonymous user #975121,77
47,dan-simon,77
47,Tristan Lee,77
47,klange,77
51,Omkar Bhalerao,76
52,Corentin THOMASSET,75
52,Ross Newman,75
54,Nikhil Vijai,74
55,Gustav Kalander,73
56,Lenny S,72
57,poniponiponiponiponiponiponiponiponi,71
58,Jasper van Merle,70
59,milesman34,68
60,connorjayr,67
60,Jimmy Ding,67
62,Clancy Woodburn,66
62,Minh Nguyen Quang,66
64,Nick Gavalas,65
65,Michael Skyba,64
65,Han Mertens,64
67,Oleksandr Nikitin,63
67,Cai Zhenzhi,63
67,Josh Taylor,63
70,djpohly,62
70,BrooklynS,62
72,ruuddotorg,61
73,Coby Tran,60
74,anonymous user #1047278,59
74,Epiphane,59
76,andy-k,58
77,mdlu,57
77,startrekdude,57
79,Krish,56
79,RootCubed,56
81,Daniel Gu,55
81,DLu,55
83,tbodt,54
83,D. Salgado,54
85,sourishsharma17,53
85,OroArmor,53
87,hltk,51
87,Defelo,51
89,penteract,50
89,Aaron Fink,50
91,Kevin Sheng,49
91,CAG2Mark,49
93,Pontus Walck ,48
93,grhkm21,48
95,Michael Tardibuono,47
96,Joshua Dunbrack,46
97,Rem Zhang,45
98,qpwoeirut,44
98,Oskar Haarklou Veileborg,44
100,Casey Bolton,43
100,Erik Szalay,43
102,Lewin Gan,42
102,Kevin Bienvenu,42
104,glguy,41
104,Md Abedin,41
106,tmiddlet ,40
107,Lawrence Kesteloot,39
108,Matthew Ramina,38
109,elnardu,37
110,petertseng,36
110,nkitsaini,36
112,Lukáš Folwarczný,35
113,PoustouFlan,34
114,Lars Haulin ,33
114,otisdog8,33
116,Ian O'Donnell,32
116,Justin Yokota,32
118,bjebert,31
119,mrphlip,30
119,Noble Mushtak,30
121,Nikhil Menon,29
121,JLMadsen,29
123,Zack Chroman,28
123,mebeim,28
125,chluebi,27
126,Sheler_,26
126,Adam Hutchings,26
128,S. Teikn Smith,25
128,Robert Pham,25
130,TimHuisman1703,24
130,Yabk,24
132,1234abcdcba4321 ,23
132,Jordan Richards,23
134,Adavya Goyal,22
134,Chao Zhang,22
136,William Y. Feng,21
137,Nathan Fenner,20
137,Noureldin,20
139,Magnus Hokland Hegdahl,19
139,Thibaud Maurel,19
141,Yiming Li,18
142,Mark Wen,17
143,Sebastian Aigner,16
143,Ethan Luo,16
145,anonymous user #614991,15
145,mangoqwq,15
147,anonymous user #2403605,14
147,Summata Notata,14
149,Sam Le,13
149,Timothy Gonzalez,13
151,evanphoward,12
151,Jérémy Guillot,12
153,lilweege,11
154,stristr,10
154,Xavier Cooney,10
156,Proximity Trigger,9
156,etotheipi1,9
158,cup2of2tea,8
159,Lief,7
159,Daniel Anker Hermansen,7
161,Thomas Feld,6
162,phenomist,5
162,Yoshiap,5
164,jacobparish,4
164,periodically-makes-puns,4
166,Manish Kundu,3
166,Leo Uino ,3
168,Golovanov399,2
168,Julian Baldus,2
170,Joshua Broeksteeg ,1
