position,user,score
1,xiaowuc1,1451
2,boboquack,1187
3,5space,1164
4,dan-simon,1101
5,hyper-neutrino,1084
6,jonathanpaulson,1077
7,tckmn,1073
8,mserrano,1053
9,Ian DeHaan,955
10,Antonio Molina ,943
11,Anish Singhani,942
12,Carl Schildkraut,935
13,Noble Mushtak,915
14,ruuddotorg,872
15,bluepichu,858
16,nthistle,853
17,leijurv,838
18,Oliver Ni,832
19,Robert Xiao,817
20,Oleksandr Nikitin,753
21,Kevin Sheng,722
22,D. Salgado,720
23,zacharybarbanell,705
24,secemp9,694
25,Oskar Haarklou Veileborg,665
25,anonymous user #1510407,665
27,Davis Yoshida ,661
28,Neal Wu,638
29,Joseph Durie,621
30,mrphlip,607
31,Craig Gidney,605
32,LegionMammal978,596
33,nim-ka,585
34,Yoshiap,563
35,eniraa,541
36,bcc32,533
37,Shawn Hagler,531
38,Balint R,514
39,Lewin Gan,501
40,grhkm21,496
41,Thomas Feld,495
42,S. Teikn Smith,488
43,tung491,486
44,Justin Yokota,483
45,Gabriel Wu,470
46,PoustouFlan,467
47,Gorane7,465
48,anonymous user #3487639,463
48,Ryan Hitchman,463
50,anonymous user #1759814,457
51,qpwoeirut,452
52,connorjayr,442
53,Jan Verbeek,437
54,Zack Lee,434
55,Anango Prabhat,433
55,anonymous user #1556836,433
57,Sean Yawning,424
58,Mathis Hammel ,423
59,Egor Kulikov ,414
60,@AlexSkidanov,413
61,Magnus Hokland Hegdahl,412
62,Mercerenies,403
63,int-e,398
64,phenomist,397
65,Jasper van Merle,396
66,Looking for blog readers!,379
66,Angelica Naguio,379
68,Zeyu Chen,377
69,penteract,376
69,anonymous user #637942,376
71,Kroppeb,353
72,Erik Amirell Eklöf,351
72,Nicky Skybytskyi,351
74,mrkeldon,344
74,zach1502,344
76,petertseng,342
77,Starwort,339
78,Kuma-TachiRen,338
79,James Sorenson,337
80,anonymous user #1067586,333
80,Andrew X. ,333
82,Also looking 4 an internship! ,332
83,vstrimaitis,328
83,Thomas,328
85,Defelo,327
86,periodically-makes-puns,326
87,PCSwingle,324
88,Lucas M.,323
89,Brian Liu,321
90,anonymous user #2001399,318
91,scanhex,315
92,Joseph Malagon,314
93,Ross Dempsey,313
94,david-why,312
95,Omkar Bhalerao,310
96,Jimmy Mårdell,306
97,William Y. Feng,304
97,shakespeare1564 ,304
99,Bradley Louie,302
100,Level 51,295
101,Anthony Li,294
102,Ryan O’Hara,285
103,Adavya Goyal,284
104,Kevin Yap,283
105,Koen Oostveen,281
105,Verulean,281
107,Zack Chroman,279
108,Gregor Kikelj,276
