position,user,score
1,betaveros,3142
2,dan-simon,2518
3,anonymous user #1510407,2512
4,jonathanpaulson,2451
5,hyper-neutrino,2355
6,tckmn,2248
7,leijurv,2177
8,Antonio Molina,2159
9,5space,2142
9,D. Salgado,2142
11,nthistle,2074
12,David Wahler,2064
13,Nathan Fenner,1931
14,Ian DeHaan,1926
15,boboquack,1915
16,nim-ka,1851
17,bluepichu,1830
18,Brandon Lin,1821
19,Oskar Haarklou Veileborg,1777
20,Carl Schildkraut,1744
21,Lewin Gan,1724
22,Tim Vermeulen,1640
23,Robert Xiao,1566
24,connorjayr,1533
25,mrphlip,1530
26,Michal Forišek,1504
27,mserrano,1497
28,Kirby703,1479
29,Joshua Chen,1458
30,Anish Singhani,1449
31,Maxwell Zen,1432
32,ZED.Charley William Thairo,1405
33,Oliver Ni,1359
34,LegionMammal978,1334
35,Kroppeb,1321
36,Larry,1311
37,Patrick Hogg,1267
38,Noble Mushtak,1243
39,xnkvbo,1232
40,Ryan Hitchman,1183
41,Vladislav Isenbaev,1161
42,Paul Draper,1148
43,Martin Camacho,1134
44,dtinth,1090
45,Kami Leon,1073
46,Erik Amirell Eklöf,1060
46,Craig Gidney,1060
48,bcc32,1054
49,Jared Hughes,1017
50,anonymous user #44119,1014
51,Kevin Sheng,1000
52,Jan Verbeek,992
53,alcatrazEscapee,981
54,Golovanov399,945
55,SeanRBurton,927
56,Max Murin,924
57,Gorane7,919
58,Kye W. Shi,910
59,mangoqwq,899
60,Ivan Galakhov,887
61,Zeyu Chen,858
62,Epiphane,851
63,Xavier Cooney ,844
64,Thomas Neill,824
65,Evan Zhang,813
66,FillyAutomatic,800
67,GregorKikelj,790
68,hughcoleman,776
69,Tris Emmy Wilson ,759
70,Neal Wu,758
71,Zack Lee,755
72,petertseng,754
73,zacharybarbanell,751
74,Tobias-Glimmerfors,726
75,anonymous user #60233,720
75,Cyprien Mangin,720
77,PoustouFlan,719
78,Akimitsu Hogge,716
79,rhendric,710
80,Joseph Durie,697
81,Benedikt Werner,695
82,Thomas Feld,680
83,jebouin,658
84,Andrey Anurin ,656
85,Davis Yoshida,653
86,Yiming Li,652
87,Markus Himmel,637
88,Looking for blog readers!,631
89,Mercerenies,600
90,Jimmy Mårdell,592
91,glguy,586
92,PikMike,567
93,JackMacWindows,565
94,evanphoward,550
95,Paweł Kubiak,546
96,msullivan,542
97,Kevin Yap,538
98,Verulean,527
99,ruuddotorg,524
100,Lydxn,515
101,Joe L.,513
102,Tanner Hoke,497
103,anonymous user #637942,496
104,Utkarsh Kukreti,487
105,vstrimaitis,484
106,Axel Brisse ,483
107,Adib Surani,479
108,grhkm21,477
109,Steve Newman,476
110,Arcwise,470
111,Pedro Osório,467
112,anonymous user #1565212,462
113,Timothy Mou,457
114,Justin Yokota,452
115,noblematt,451
116,Jasper van Merle,449
116,Ritwin Narra,449
116,Alex Wice,449
119,Talchas,446
120,Balint R,443
121,Bradley He,442
122,KevinL10,441
123,qpwoeirut,434
124,aropan ,433
125,btnlq,432
126,Vince7778,427
127,Gabriel Wu,425
128,mrkeldon,424
129,ellellie,415
130,djpohly,414
131,tonghuikang,411
132,coolcomputery,410
133,andriigrynenko,408
134,Max Jäger ,401
135,ostwilkens,390
136,Sohom Sahaun,389
137,Jeffzycode,388
138,xiaowuc1,387
139,sciyoshi,385
140,Waffle,383
141,DayDun,382
142,Hafnium780,376
143,crazymerlyn,375
144,Andrey Akhmetov ,369
145,Arrowbounce,364
146,Dylan Smith,363
147,Maarten Sijm,360
148,The Friendly Enemy,355
149,etotheipi1,352
150,Sunny Guan,351
151,yuizumi,349
151,andy-k,349
153,Ivan Kazmenko,346
154,quentinmit,343
155,Adavya Goyal,342
156,twattanawaroon,340
157,mingmingrr,339
157,lukechampine,339
159,Drew Boyuka,334
160,RootCubed,332
161,anonymous user #217709,331
162,Darragh Griffin,330
163,flashmt,329
164,SizableShrimp,327
164,matthewmisiaszek,327
166,LyricLy,317
167,anonymous user #2724128,315
168,TimHuisman1703,311
169,hakiobo,310
170,thuustalu,309
171,skaldskaparmal,308
172,Ambrose Feinstein,304
173,penteract,302
173,max-sixty,302
175,anonymous user #1047278,301
176,Erik Szalay,299
177,Sam Hindess,297
178,hltk,295
178,Joshua Wise,295
180,dvbui,292
181,kejadlen,290
182,Nikitosh,288
183,Nick Gavalas,286
184,flocto,284
185,brandtmaynard,283
186,Sean Yawning,281
187,Tomas Rokicki,279
187,mdlu,279
187,anonymous user #2375057,279
190,oparkerj,278
191,@koutaharu_,274
192,phucthg,273
193,It's a Shill,271
193,Niklas Sandén,271
195,Marko Tsengov,268
196,PCSwingle,267
196,Rohin Garg,267
198,Daniel Gu,264
199,the-glu ,263
200,schmrlng,262
201,tenth,261
202,anonymous user #2348523,258
203,Alexander Haupt,257
204,Robert Pham,256
205,key,254
205,Proximity Trigger,254
207,Bennett Marsh,250
207,Daniel Ng,250
207,twright0,250
210,Lars Haulin ,247
211,Starwort,246
212,kevinmchung,245
212,blaumeise20,245
212,Nick Liu,245
215,David Harmeyer ,242
216,Shashank Bhatt,237
217,William Y. Feng,236
218,VasilyDK,235
219,Springo,233
219,Buck4437,233
219,Miriam Vellacott,233
219,Tony Jiang,233
223,asottile,232
224,Nikhil Vijai,231
225,Ivan Lukyanov,228
226,Bradley Louie,226
226,simonlindholm,226
226,ndimov,226
226,ianhmarkowitz,226
230,Kevin Wang,225
230,jorendorff,225
232,anonymous user #2412806,224
233,Eric Yang,223
234,Martin “Cifko” Štefček,222
235,meexwaal,221
236,Matt Gruskin ,218
237,sumeet,215
237,0e4ef622,215
239,dllu,214
240,tbodt,212
240,Anthony Li,212
242,cup2of2tea ,211
243,Shik Chen,208
244,Måns Magnusson,206
245,miriam-rittenberg,204
245,Thomas Draper,204
245,Carson Graham,204
248,Virgile Andreani ,201
249,David Robinson,200
249,Matthew Low,200
251,JuanPotato,199
251,UnrelatedString,199
253,lemonsoc,198
254,drougge,192
255,mayoff,190
256,bjebert,189
256,vtjeng,189
258,Danny Lin,188
259,StarGazingHomies,185
260,Ethan Olpin,184
261,JacksonDonaldson,183
262,awychong,182
262,RundownRhino,182
264,geoffrey-wu,181
265,sampersand,179
266,RexBerry,178
267,Geoffrey Kleinberg,174
267,Ivan Krasilnikov,174
269,Søren Fuglede Jørgensen,172
269,Allen Pei,172
271,Jonathan Ho ,171
271,Aaron ,171
273,sampai20,170
273,Colter,170
273,Egor Kulikov ,170
273,Liwei Cai,170
277,lethan3,169
277,Phillip Rossi,169
279,Lingrui Xie,168
279,JosephHardman ,168
281,Gustav Westling,165
281,Allen Wu,165
283,Anango Prabhat,164
283,thynnine,164
285,Loks-,163
286,Olle Lapidus,162
286,Adam Gausmann,162
286,Victor Chen,162
286,James Berglund,162
290,Jacob Smith,161
291,anonymous user #672515,160
292,Michael Goldwasser ,159
292,anominos,159
292,Josh Deprez,159
295,Luke M,157
296,kjsatz,156
296,Lauri Kenttä ,156
296,anonymous user #1067586,156
296,Giacomo Stevanato,156
300,Matthew Ramina,154
301,skanev,153
301,HiggstonRainbird,153
301,F2 ,153
304,Andrew X. ,152
304,jakzo,152
304,Aoxiang Cui,152
307,dawninganchors,151
308,Derek Liu,150
309,Ayman Eltemmsahy,149
309,andrewcarlotti,149
311,Defelo,147
311,Coby Tran,147
311,anonymous user #1087784,147
314,Kenneth Fitzgerald,146
314,electraminer,146
316,alstonlo,145
317,Rowechen Zhong,144
318,val tron,143
318,4atj,143
320,Andrew Jennings,142
321,Roderic Day,141
321,jkseppan,141
323,Andriamanitra,140
323,tluo5458,140
323,nigelzor,140
326,WutPu,138
326,A5rocks,138
328,periodically-makes-puns,136
328,anonymous user #385893,136
330,Lucas M.,135
330,Brian Dean,135
330,Ben Hollows,135
333,anonymous user #750627,134
334,cefqrn,133
334,Mathijs Vogelzang,133
334,Ben Jacobson,133
337,anonymous user #677741,132
337,xd y,132
337,Brett Math,132
337,Sean Watts,132
337,Ethan,132
342,christopher papke,131
342,Ali Zahid Raja,131
