position,user,score
1,Oliver Ni,350
2,betaveros,344
3,nthistle,323
4,Robert Xiao,313
5,Tim Vermeulen,294
5,Kroppeb,294
5,jonathanpaulson,294
8,Ian DeHaan,283
9,Jasper van Merle,259
10,Tris Emmy Wilson ,244
11,dan-simon,242
11,boboquack,242
13,Lewin Gan,240
14,hughcoleman,238
15,Max Jäger ,228
15,Oskar Haarklou Veileborg,228
17,5space,218
18,petertseng,204
19,nim-ka,200
19,Joe L.,200
19,hyper-neutrino,200
22,connorjayr,195
23,sciyoshi,194
23,David Robinson,194
25,Patrick Hogg,192
26,Bradley Louie,191
27,leijurv,190
27,Carl Schildkraut,190
29,Larry,188
30,Arrowbounce,187
31,bluepichu,183
32,anonymous user #1510407,182
33,Nikhil Vijai,179
34,Anish Singhani,174
34,Geoffrey Kleinberg,174
36,Kye W. Shi,173
37,sampai20,170
38,Lingrui Xie,168
39,mserrano,167
40,It's a Shill,164
41,Erik Amirell Eklöf,161
42,anonymous user #217709,158
43,Xavier Cooney ,157
44,tckmn,154
45,Martin Camacho,153
46,dawninganchors,151
47,Noble Mushtak,148
48,Kevin Yap,144
49,Maxwell Zen,142
50,kejadlen,141
50,LegionMammal978,141
52,Andriamanitra,140
53,mingmingrr,137
54,oparkerj,134
55,anonymous user #677741,132
55,dtinth,132
57,christopher papke,131
58,Utkarsh Kukreti,130
59,zacharybarbanell,127
60,Nick Gavalas,126
61,ZED.Charley William Thairo,125
62,Waleed Khan,124
63,Anthaleos,121
64,chunkybanana,120
64,Branflakes2415,120
66,Jan Verbeek,119
67,Josiah Kiok,117
68,Epiphane,115
69,Tomas Rokicki,114
70,Davis Yoshida,112
70,flashmt,112
72,anonymous user #1565212,111
73,David Wahler,110
74,Roderic Day,107
74,Cyprien Mangin,107
76,Craig Gidney,105
77,Dylan Smith,103
78,Joshua Dunbrack,102
79,@vince_vw,101
79,Pedro Osório,101
81,Maarten Sijm,99
82,anonymous user #2348523,97
83,Joshua Chen,96
84,anonymous user #672515,91
85,anonymous user #963181,90
86,Joseph Durie,89
87,mangoqwq,88
87,anonymous user #1823456,88
89,Lars Haulin ,87
89,Thomas,87
91,inthewaterwheel,86
92,anonymous user #1047278,85
92,Thomas Feld,85
94,Natanaelel,84
95,Ethan Olpin,83
96,Samo Kralj,82
97,ajgrinds,81
98,rhendric,79
98,JuanPotato,79
98,Timothy Leong,79
98,Waffle,79
102,Tanner Hoke,78
102,penteract,78
104,Eduardo Quirino,77
105,etotheipi1,76
105,crazymerlyn,76
107,Andrey Akhmetov ,73
108,joshuaruegge,71
108,David Walker,71
110,Matt Gruskin ,67
111,D. Salgado,66
111,Buck4437,66
111,Antonio Molina,66
111,The Penguin,66
111,Ivan Kazmenko,66
116,djpohly,65
116,Rem Zhang,65
118,daviecar,64
118,anonymous user #60233,64
120,Christian Cederquist,63
120,Shea Janke,63
122,Zack Lee,62
122,Nnnes,62
122,Zeyu Chen,62
125,Johan Lindblad ,59
125,Alex Wen,59
127,Niraj Patel,58
128,Springo,57
128,Ritwin Narra,57
130,alcatrazEscapee,56
130,sanjay jayaram,56
132,BelgianSalamander,55
132,Sofapuden,55
134,Lydxn,54
135,mniip,52
135,Gorane7,52
135,Vladislav Isenbaev,52
138,Hendrik Melse,51
139,jeffreykaili,50
139,James Stuart ,50
139,Emerald Block,50
142,Kostero,49
143,Evan Kwan,45
143,Benjamin Avrahami,45
145,Bailey Parker,44
145,skanev,44
145,Pakkapong Sricharoen,44
148,lukechampine,43
148,Kevin Sheng,43
148,klange,43
151,elu00,42
151,asottile,42
153,Aaron-Pierce,41
154,KevinL10,40
155,hltk,39
156,joefarebrother,38
157,andriigrynenko,37
157,mbingo,37
159,Alfred Birketvedt,36
159,anonymous user #1074674,36
161,Kami Leon,35
161,Zhan Xiong Chin,35
163,Daniel Yang,34
164,msullivan,33
165,LtHummus,31
165,Looking for blog readers!,31
165,Yoshiap,31
165,yuizumi,31
169,Greg Zborovsky,30
170,Salatmate,29
170,Kyle Toom,29
172,Nick Frost,28
173,schmrlng,27
174,ignat-z,26
175,Maggie Liu,25
175,lightseba,25
177,Nikitosh,24
177,Justin Yokota,24
179,shinyclovers,22
180,MathiasOoi,21
180,dennis-wei,21
182,Alexander Haupt,20
183,Golovanov399,19
183,Gabriel Wu,19
185,val tron,18
185,paulshen,18
187,cup2of2tea ,17
187,cefqrn,17
187,vernon-hughes,17
187,kevinmchung,17
191,Nicholas Tarsis,16
191,t-brieger,16
191,monkeynova,16
194,mwk48,15
194,anonymous user #44119,15
194,Curtis Liu,15
197,Eric Yang,14
197,PikMike,14
199,Lucas M.,13
199,Sophie,13
199,Toni Fadjukoff ,13
199,meexwaal,13
203,Sean Liu,12
204,Kevin Feng,11
204,Tobias-Glimmerfors,11
204,Михаил Минков ,11
204,Colin Stewart,11
204,xenia,11
209,PenguinEncounter,10
209,Matthew Low,10
211,Tomas Nyberg,9
211,Adib Surani,9
211,Miriam Vellacott,9
211,Jiacheng (Alan) Liang,9
215,nicholasjma,8
215,shmoshua,8
217,coolcomputery,7
218,isnbh0,6
218,noblematt,6
220,Andrey Anurin ,5
220,Prince Chawdhary,5
220,thederekkaplan,5
223,Ross Newman,4
223,AMLeng,4
223,xnkvbo,4
226,tbodt,3
226,Kevin Guo,3
226,RadioactiveHydra,3
229,miriam-rittenberg,2
229,Loren Troan,2
229,Joel Jonsson,2
232,Vince7778,1
232,nomatteus,1
232,Erik Ritter,1
