position,user,score
1,betaveros,2003
2,hyper-neutrino,1495
3,leijurv,1430
4,dan-simon,1426
5,jonathanpaulson,1397
6,Ian DeHaan,1368
7,anonymous user #1510407,1358
8,boboquack,1342
9,5space,1331
10,nim-ka,1308
11,nthistle,1237
12,tckmn,1217
13,Antonio Molina,1184
14,David Wahler,1164
15,Lewin Gan,1143
16,Tim Vermeulen,1124
17,Joshua Chen,1119
18,Oskar Haarklou Veileborg,1109
19,D. Salgado,1106
20,mserrano,1103
21,Oliver Ni,1091
22,Brandon Lin,1081
23,bcc32,1035
24,Carl Schildkraut,1025
25,Kroppeb,990
26,Larry,981
27,dtinth,948
28,Anish Singhani,937
29,bluepichu,929
30,LegionMammal978,906
31,Robert Xiao,903
32,connorjayr,898
33,ZED.Charley William Thairo,889
34,anonymous user #44119,835
35,mrphlip,831
36,Kirby703,811
37,Kevin Sheng,801
38,Martin Camacho,787
39,Nathan Fenner,766
40,Tris Emmy Wilson ,737
41,petertseng,707
42,Maxwell Zen,682
43,Zeyu Chen,660
44,mangoqwq,657
45,Ryan Hitchman,653
46,Evan Zhang,652
47,Neal Wu,634
48,Vladislav Isenbaev,620
49,Epiphane,619
50,Ivan Galakhov,589
51,Gorane7,559
52,Patrick Hogg,558
53,Kami Leon,552
54,Noble Mushtak,547
55,Paul Draper,540
56,Kevin Yap,538
57,Max Murin,512
58,Thomas Feld,499
59,PoustouFlan,497
60,rhendric,483
61,alcatrazEscapee,480
62,Craig Gidney,479
63,jebouin,476
64,hughcoleman,472
65,Michal Forišek,468
66,Kye W. Shi,459
67,anonymous user #1565212,458
68,Jasper van Merle,449
68,Ritwin Narra,449
70,Jared Hughes,443
71,Davis Yoshida,440
72,Erik Amirell Eklöf,431
73,xnkvbo,421
74,Joe L.,418
75,Golovanov399,415
75,Bradley He,415
77,Akimitsu Hogge,408
78,Zack Lee,404
79,Pedro Osório,399
80,Xavier Cooney ,393
81,noblematt,391
82,ostwilkens,390
83,Sohom Sahaun,389
84,anonymous user #60233,388
85,xiaowuc1,387
86,Utkarsh Kukreti,381
87,Jan Verbeek,379
88,Verulean,377
89,Andrey Akhmetov ,363
89,Justin Yokota,363
91,SeanRBurton,360
92,Cyprien Mangin,353
92,Waffle,353
94,crazymerlyn,348
95,sciyoshi,332
95,Tanner Hoke,332
97,PikMike,329
98,GregorKikelj,325
99,FillyAutomatic,323
100,Axel Brisse ,321
101,Max Jäger ,319
102,ellellie,318
103,LyricLy,317
104,Darragh Griffin,307
105,Adavya Goyal,306
106,JackMacWindows,305
107,max-sixty,302
107,Markus Himmel,302
109,anonymous user #1047278,301
109,djpohly,301
111,SizableShrimp,296
112,hltk,295
113,Alex Wice,294
114,Arrowbounce,293
115,Drew Boyuka,284
116,Lydxn,280
117,mdlu,279
118,mrkeldon,277
119,flashmt,274
119,@koutaharu_,274
121,Rohin Garg,267
121,anonymous user #2724128,267
123,KevinL10,262
124,anonymous user #2348523,258
125,Timothy Mou,256
126,Daniel Ng,250
127,It's a Shill,249
128,Sunny Guan,245
129,Looking for blog readers!,241
130,the-glu ,240
131,Buck4437,233
131,Miriam Vellacott,233
133,Gabriel Wu,232
134,Nikhil Vijai,231
134,zacharybarbanell,231
136,kevinmchung,230
137,David Harmeyer ,229
138,Dylan Smith,228
139,anonymous user #217709,226
139,Bradley Louie,226
139,Robert Pham,226
