position,user,score
1,nim-ka,200
2,sciyoshi,194
2,Robert Xiao,194
2,David Robinson,194
5,nthistle,192
6,leijurv,190
7,Max Jäger ,188
8,Tim Vermeulen,184
8,petertseng,184
10,Tris Emmy Wilson ,183
11,anonymous user #1510407,182
12,Anish Singhani,174
13,dan-simon,172
14,hughcoleman,169
15,mserrano,167
16,5space,164
17,Kroppeb,163
18,betaveros,162
19,Erik Amirell Eklöf,161
20,Oliver Ni,160
21,anonymous user #217709,158
22,dawninganchors,151
23,connorjayr,148
24,Jasper van Merle,144
25,kejadlen,141
26,Andriamanitra,140
27,oparkerj,134
28,anonymous user #677741,132
28,dtinth,132
30,Utkarsh Kukreti,130
31,Nick Gavalas,126
32,ZED.Charley William Thairo,125
32,jonathanpaulson,125
34,Waleed Khan,124
35,chunkybanana,120
35,Lewin Gan,120
37,Jan Verbeek,119
38,Epiphane,115
39,mingmingrr,114
40,Patrick Hogg,112
41,anonymous user #1565212,111
42,Ian DeHaan,107
42,Roderic Day,107
44,@vince_vw,101
45,Maarten Sijm,99
46,anonymous user #2348523,97
47,anonymous user #672515,91
48,mangoqwq,88
49,It's a Shill,87
49,Lars Haulin ,87
51,inthewaterwheel,86
52,anonymous user #1047278,85
53,Natanaelel,84
53,boboquack,84
55,Ethan Olpin,83
56,Samo Kralj,82
56,Craig Gidney,82
58,JuanPotato,79
59,Xavier Cooney ,78
59,Tanner Hoke,78
61,etotheipi1,76
62,Kevin Yap,75
63,joshuaruegge,71
64,Joe L.,67
65,djpohly,65
66,daviecar,64
66,anonymous user #60233,64
68,Christian Cederquist,63
69,Zack Lee,62
69,Nnnes,62
71,Johan Lindblad ,59
72,Springo,57
73,alcatrazEscapee,56
74,BelgianSalamander,55
75,Lydxn,53
76,mniip,52
77,jeffreykaili,50
78,Davis Yoshida,47
79,Bailey Parker,44
79,skanev,44
81,lukechampine,43
82,elu00,42
82,asottile,42
84,Aaron-Pierce,41
85,David Wahler,39
85,hltk,39
87,joefarebrother,38
88,Alfred Birketvedt,36
89,Matt Gruskin ,35
90,Oskar Haarklou Veileborg,33
91,LtHummus,31
91,Looking for blog readers!,31
93,Greg Zborovsky,30
94,Salatmate,29
95,Nick Frost,28
95,D. Salgado,28
97,rhendric,26
97,ignat-z,26
99,Maggie Liu,25
100,Larry,24
101,MathiasOoi,21
102,Golovanov399,19
103,cup2of2tea ,17
103,cefqrn,17
105,Nicholas Tarsis,16
106,mwk48,15
106,anonymous user #44119,15
108,Alexander Haupt,14
109,Lucas M.,13
109,Sophie,13
111,Kevin Feng,11
111,Tobias-Glimmerfors,11
111,Михаил Минков ,11
114,PenguinEncounter,10
114,Matthew Low,10
116,Tomas Nyberg,9
116,Adib Surani,9
118,sampai20,6
118,isnbh0,6
120,Andrey Anurin ,5
121,Ross Newman,4
121,Geoffrey Kleinberg,4
123,tbodt,3
124,miriam-rittenberg,2
124,Loren Troan,2
126,Vince7778,1
126,nomatteus,1
