user,p1_position,p1_time,p2_position,p2_time
lakshay007,1,14,42,142
Taras Gritsenko,2,18,2,61
hugoromerorico,3,19,75,191
Remy ROYER-ADNOT,4,25,1,55
George Hotz,5,30,3,61
zvdy,6,34,4,69
danteissaias,7,36,6,75
fromthebits,8,38,9,83
Michael Broughton,9,39,,
PeterFrancoisBadenhorst,10,42,12,102
Justin Wang,11,42,,
AniruthAnanth,12,46,,
Simon Wacziarg,13,46,11,98
Stephan Botes,14,48,59,169
secemp9,15,48,8,80
Peter Cullen Burbery,16,49,5,73
Alex Steele,17,50,,
Aidan Littman,18,50,7,76
eniraa,19,52,15,104
Omi J,20,52,10,96
Kamila Szewczyk,21,53,45,150
Fatima Malik,22,53,,
Małgorzata Kozłowska,23,56,39,138
Laurens Profittlich,24,56,17,110
Nagendra1421 ,25,56,18,112
caporalCoder,26,57,13,102
@zukonit14,27,57,25,121
Mxz-11,28,57,19,116
anonymous user #2537932,29,58,33,134
Maverick Woo,30,58,34,134
Subhargh,31,61,14,103
@Dusknt,32,62,,
Seth Payne,33,63,,
jovsa,34,64,35,135
Arjun M,35,65,23,120
radres,36,65,,
Himanshu Shekhar,37,65,30,132
JohnnyBazzinga ,38,65,16,109
anonymous user #302636,39,65,22,118
Aditya,40,65,24,121
Shidowy,41,68,36,135
Alexander Fu,42,70,37,136
NantusGroenewald,43,72,51,160
anonymous user #1569907,44,72,,
Luca De Cosmo,45,74,21,118
Duro,46,74,56,167
Arghadeep Saha,47,74,31,133
Richard Wray,48,75,43,143
Sikander Nawaz,49,75,88,211
Francesco Paolo Piga,50,75,27,127
Steven Grond ,51,76,41,141
Baron105,52,76,,
Tom Donohue,53,77,28,127
anonymous user #778977,54,77,38,137
Alvar Soome,55,78,55,166
anonymous user #1067586,56,79,,
anonymous user #4319198,57,80,100,223
Jaron Rothbaum,58,81,73,189
Nihal Awasthi,59,81,46,151
Ad1tya-007,60,82,32,133
Madhusudhan Reddy Yerragudi,61,83,,
bobthebuilder2795,62,83,,
James Sorenson,63,83,60,171
Bikatr7,64,83,20,117
LeDawaa,65,84,40,141
Hunter Gould,66,85,71,188
Justin Watts,67,87,26,124
oofmatoes,68,88,81,198
Aleksei Popov,69,89,97,219
Atharv120420001 ,70,89,57,167
Lex Moulton,71,90,29,129
53,72,91,,
Rozen Berg,73,91,50,159
ashwini bs,74,91,,
Kyle He,75,93,90,212
Ian Wilson,76,93,,
Hugo Hu-man,77,94,52,164
anonymous user #3415866,78,95,61,172
Peu77,79,98,,
intelliot,80,99,67,184
Alexandra Murzina,81,99,65,179
imagine-hussain,82,103,58,168
3kh0,83,104,82,199
gnawyymmij,84,104,53,165
Pancake,85,104,49,155
anonymous user #4454326,86,106,79,196
neelthepatel8,87,107,44,148
Christian Smith,88,108,,
Kevin Sheng,89,109,,
mocy ,90,110,69,186
Alen Koso ,91,110,86,205
anonymous user #3468430,92,110,74,190
Lars Tegeler,93,114,76,192
NicAgileBridge,94,114,,
ChuKotDi,95,115,,
Alexander,96,116,80,197
anonymous user #4422568,97,117,,
bjaxqq,98,117,47,152
Jakub Spólnik,99,117,,
nim-ka,100,118,,
Math Enthusiast,,,48,154
Nick C,,,54,165
fraito,,,62,177
grkozlowski,,,63,178
Michael Peters,,,64,179
anonymous user #4496671,,,66,182
Rafiea Ashraf,,,68,184
cqzou,,,70,187
Jaysen Kang,,,72,189
D3prave,,,77,193
sihagujjwal ,,,78,194
Dhruv Kangarla,,,83,200
luckytumang,,,84,203
Aaryam Maheshwary,,,85,203
Aman Shaw,,,87,208
Keagan de Castro,,,89,211
Muhammad Arslan,,,91,213
twinysam,,,92,214
rudyardrichter,,,93,215
Daniel Kremsa,,,94,215
markoub,,,95,217
DartCZ,,,96,218
bvolpato,,,98,220
anonymous user #4321209,,,99,222
