user,p1_position,p1_time,p2_position,p2_time
anonymous user #4404080,1,66,1,102
Michael Broughton,2,83,2,140
gldanoob,3,97,4,151
Hugo Hu-man,4,101,35,213
Hunter Gould,5,101,5,151
Tuke,6,105,8,162
Daniel Yang,7,105,24,190
Phalit Jotwani,8,106,83,269
ThePrivatePanda,9,108,3,144
Luca De Cosmo,10,111,52,237
Brandon G,11,111,7,161
AniruthAnanth,12,113,21,186
Andy Tam,13,116,6,152
boboquack,14,116,20,185
Gabriel Clark,15,118,,
AndrejStratmann,16,118,30,203
Pancake,17,118,11,174
KirollosM,18,118,10,169
vash3r ,19,120,,
David Jiang,20,121,51,237
caporalCoder,21,121,12,174
petertseng,22,122,18,185
imagine-hussain,23,123,15,184
Kevin Sheng,24,124,40,221
Ryan O’Hara,25,125,37,217
James Sorenson,26,128,31,203
@Dusknt,27,129,36,216
leijurv,28,129,22,186
rictic,29,131,13,178
tenth,30,132,25,197
kcaze,31,132,,
anonymous user #60233,32,132,,
bluepichu,33,132,,
5space,34,134,26,199
Adavya Goyal,35,135,28,200
Smugaski,36,137,23,189
anonymous user #1065087,37,138,,
Ryan Hitchman,38,140,63,247
anonymous user #4321209,39,140,,
oofmatoes,40,141,19,185
secemp9,41,142,9,168
Muhammad Arslan,42,144,,
zach1502,43,146,14,179
ctborg,44,147,33,209
Tom Donohue,45,147,49,234
PratyushBalaji,46,150,,
Jakub Spólnik,47,150,34,210
anonymous user #4331139,48,152,16,184
noah r.,49,153,17,184
Oskar Haarklou Veileborg,50,153,,
Saumitra Verma,51,154,,
xiBread,52,154,96,279
Andrew Macheret,53,154,,
RangerMcSexy,54,155,43,226
Nathan Coulas,55,155,99,282
SnowballSH,56,155,,
0xMimir,57,156,42,226
Alex Steele,58,156,39,220
Simiaki Videos,59,158,90,274
Sean Ye,60,158,47,231
Mattéo Delabre,61,158,55,242
anonymous user #676321,62,159,97,280
psun256,63,160,89,273
csjh,64,164,45,229
Kirby703,65,164,,
Sana Raza,66,164,41,223
Alain,67,165,65,249
lineardiff,68,166,,
Shreyansh Jain ,69,166,85,272
Nik Sauer,70,166,29,202
hukilau17,71,167,,
Fatima Malik,72,167,70,254
Michael McCright,73,167,66,251
Stewart Park,74,168,,
Somchai Wichaidit,75,169,73,258
Oliver Ni,76,169,,
Niels Kootstra,77,169,72,256
hugoromerorico,78,170,27,199
radres,79,170,32,203
Justin Arnold,80,171,94,279
Niklas Wojtkowiak,81,172,59,244
Kevin Sun,82,173,53,237
Shawn Hagler,83,175,46,229
Ashar086,84,175,48,233
Joshua Kaitharam Thomas,85,175,,
nexxeln,86,176,,
david-why,87,176,,
Evgeniy Krasko,88,177,,
Yegor Zakharov,89,177,62,247
Viken Manoukian,90,177,60,244
Simon,91,177,44,227
Lydxn,92,178,68,253
Carl Oscar Aaro,93,179,57,244
Justin Wang,94,179,56,243
Looking for blog readers!,95,180,,
Obie Munoz,96,181,38,218
BelgianSalamander,97,181,88,273
Bikatr7,98,181,79,264
anonymous user #302636,99,181,,
anonymous user #678755,100,182,,
jonathanpaulson,,,50,235
Bjørnar Leithe,,,54,238
bjebert,,,58,244
Satya Jhaveri,,,61,244
Chara,,,64,248
Peter Burbery,,,67,252
Subhargh,,,69,254
Jason Feng,,,71,256
anonymous user #4374283,,,74,260
Ahmed Siadomar,,,75,261
Владислав Быконь,,,76,262
BugDevelopments,,,77,262
Rafiea Ashraf,,,78,262
nthistle,,,80,267
shahzoor khan,,,81,268
jwseph,,,82,269
dan-simon,,,84,271
Kadajett,,,86,272
Alexander Haupt,,,87,273
bWanShiTong,,,91,275
Iffat Iqbal,,,92,275
Neal Wu,,,93,278
PoffM,,,95,279
Nathan Fenner,,,98,282
anonymous user #3342981,,,100,282
