user,p1_position,p1_time,p2_position,p2_time
anonymous user #4697958,1,14,,
ChristophGreger,2,15,,
Stephen Olano,3,16,,
u4sef,4,22,,
fromthebits ,5,33,,
Andrew Liu,6,34,79,996
anonymous user #302636,7,36,,
Justin Wang,8,38,,
BrandenXia,9,38,,
andrew xu,10,39,,
Michael Peters,11,40,,
anushree bhat,12,46,,
Duro,13,48,,
Lohit Kolluri,14,49,,
mgiannopoulos24,15,50,,
MrCodyTester,16,50,,
Madhusudhan Reddy Yerragudi,17,52,,
Nagendra1421 ,18,53,,
Andras Barthazi,19,53,,
Alex Steele,20,54,73,980
Saqlain Abid,21,54,,
twinysam,22,55,,
Małgorzata Kozłowska,23,57,,
ASHUdev05,24,58,,
neelthepatel8,25,58,,
Kedhar,26,59,,
jovsa,27,60,,
Peter Cullen Burbery,28,62,,
fraito,29,63,,
138 Aspen,30,63,,
saksak-dev,31,63,,
muhammad bilal,32,64,,
Ahmad Fakhar,33,64,,
Fatima Malik,34,64,,
RangerMcSexy,35,66,,
Himanshu Shekhar,36,67,,
marouane tayab,37,69,,
anonymous user #4456307,38,69,82,1006
Asuka Minato,39,70,,
markoub,40,70,,
Yu Long,41,70,,
tgudlek,42,71,,
eniraa,43,71,,
Suraj Singh,44,71,,
sonivi,45,71,,
looluo,46,71,,
Muhammad Ibrahim Qasmi,47,72,,
zohaib hassan,48,75,,
Dominick Han,49,76,,
Ankit Mohanty,50,76,,
Dhruv Kangarla,51,77,,
Fahad Abbas,52,77,,
ashwini bs,53,78,,
ayush rathore,54,78,,
Hein Van der Merwe,55,78,,
James Sorenson,56,79,,
anonymous user #4422568,57,79,,
ThePrivatePanda,58,79,,
atharvwani01 ,59,80,,
Peppa Li,60,80,,
anonymous user #4263503,61,80,,
Gaurav Gosain,62,81,,
AaQib Ali,63,82,,
shibbo,64,83,,
radres,65,84,,
Sharjeel Ahmad,66,84,,
Muhammad Arslan,67,85,,
Sreekanth Krishnankutty Nair,68,85,,
Chander Balu,69,87,,
Alexander Golikov,70,91,,
Hunter Gould,71,93,,
anonymous user #4657629,72,95,,
Sumaiya Ansari ,73,96,,
Phalit Jotwani,74,97,,
Michael,75,97,,
Lex Moulton,76,101,,
Rafiea Ashraf,77,102,,
oPeras1,78,103,,
Ferdinand Davidenko,79,105,,
Parth Garg,80,105,,
zarif jorayev,81,106,,
Palash Sharma,82,107,,
ClaudioPal20,83,109,,
CodeNinja ,84,111,,
Smiti Oswal,85,111,,
Darby,86,112,,
caporalCoder,87,112,,
3kh0,88,112,,
Ian Wilson,89,112,,
DinooSaaw,90,113,,
Neel Shukla,91,113,,
mTvare,92,115,,
Bram Hagens,93,116,,
SHUBHI VERMA,94,119,,
hugoromerorico,95,120,,
abc cde,96,120,,
Venkatesh Akula,97,121,,
Camelpilot33,98,122,,
michaelerne,99,123,,
Alvar Soome,100,124,,
dan-simon,,,1,398
Kosikowski,,,2,416
mrphlip,,,3,462
Joseph Durie,,,4,478
Dylan Smith,,,5,510
TimHuisman1703,,,6,518
Nathan Fenner,,,7,539
Kevin Sun,,,8,543
Neal Wu,,,9,556
Derek Liu,,,10,580
sachin-handiekar ,,,11,582
Kye W. Shi,,,12,587
boboquack,,,13,596
Thomas Neill,,,14,605
dzaima,,,15,607
nthistle,,,16,636
andriigrynenko,,,17,654
Mathias Rav,,,18,657
tckmn,,,19,673
mangoqwq,,,20,673
MvKaio,,,21,674
tiger2005,,,22,675
dnialh,,,23,676
Verulean,,,24,691
leijurv,,,25,696
jonathanpaulson,,,26,698
Oskar Haarklou Veileborg,,,27,706
veehz,,,28,717
anonymous user #1510407,,,29,726
Sean Yawning,,,30,731
Erik Amirell Eklöf,,,31,745
bluepichu,,,32,753
Måns Magnusson,,,33,755
Maxwell He,,,34,785
Arthur Bright,,,35,791
Harry Zhang,,,36,800
andy-k,,,37,809
Mark Sturtevant,,,38,811
Jared Tan Rui Hoong,,,39,823
qpwoeirut,,,40,824
Daniel Huang,,,41,833
Charles Lien,,,42,835
Pranav Rajagopalan,,,43,836
Clancy Woodburn,,,44,843
PoustouFlan,,,45,843
Tim Black,,,46,844
Vladyslav Simonenko,,,47,847
timreyn,,,48,850
XLor,,,49,854
SeptaCube,,,50,856
zacharybarbanell,,,51,858
RadioactiveHydra,,,52,862
Jasper van Merle,,,53,872
Paul Draper,,,54,882
Larry,,,55,896
Jake Williams,,,56,898
Makcum888e,,,57,900
msullivan,,,58,900
Jan Verbeek,,,59,904
alexanderthiem,,,60,906
Michael Fogleman,,,61,932
Diana Shklover,,,62,937
Egor Kulikov ,,,63,944
stalecu,,,64,945
Bùi Việt Dũng,,,65,947
Jeroen Op de Beek,,,66,958
trillian,,,67,961
XeroOl,,,68,971
Михаил Минков,,,69,973
ultizet,,,70,976
Théo Lecerf,,,71,977
Satya Jhaveri,,,72,977
Kirby703,,,74,982
andrewcarlotti,,,75,983
RootCubed,,,76,984
blaumeise20,,,77,987
Nathan Harold ,,,78,995
Timothy Elling ,,,80,1004
Michael Broughton,,,81,1005
01-1,,,83,1006
Daniel Yang,,,84,1006
killian.,,,85,1007
Jimmy Ding,,,86,1009
Kroppeb,,,87,1010
Ryan Hitchman,,,88,1013
awychong,,,89,1017
ohowe1,,,90,1017
Mutiraj Laksanawisit,,,91,1018
1234abcdcba4321 ,,,92,1019
Gregor Kikelj,,,93,1022
Timothy Earley,,,94,1022
Alex C,,,95,1026
jwseph,,,96,1031
ulrikdem,,,97,1034
baklazan,,,98,1034
Sanjeevani Tadsare,,,99,1055
Yiming Li,,,100,1062
