user,p1_position,p1_time,p2_position,p2_time
Jonas Haller,1,30,,
anonymous user #297891,2,46,,
138 Aspen,3,63,,
GregorPorsch,4,73,,
Saratii,5,97,,
poweribo,6,108,,
Nikolay Chikin,7,137,,
Richard Wray,8,140,,
anonymous user #4697958,9,143,,
James Sorenson,10,179,79,1826
Somchai Wichaidit,11,182,,
Anthony Bondarenko,12,207,,
Akari,13,232,,
Hunter Gould,14,242,,
Manh Vu van,15,253,,
Palash Sharma,16,259,,
Ben Zydney,17,262,,
Tristan Sharma,18,287,,
Alex Hellings,19,287,,
secemp9,20,292,,
Kedhar,21,305,,
Peter Cullen Burbery,22,318,,
anonymous user #1510407,23,330,1,909
tckmn,24,330,28,1390
leijurv,25,339,6,1144
mattsoh,26,351,,
5space,27,354,,
@AlexSkidanov,28,358,16,1273
Maarten Sijm,29,359,,
Anmol Panda,30,365,,
anonymous user #778977,31,366,,
seligman99,32,366,34,1489
vash3r ,33,367,,
Jan Verbeek,34,371,8,1216
nthistle,35,374,2,912
Theo Browne,36,375,,
Starwort,37,380,,
Nathan Fenner,38,380,5,926
anonymous user #44119,39,395,33,1467
vstrimaitis,40,401,,
ruuddotorg,41,413,,
Ahmed Siadomar,42,417,84,1849
Kirby703,43,418,,
Anthony Li,44,421,27,1380
andriigrynenko,45,427,,
jonathanpaulson,46,429,4,926
blaumeise20,47,438,12,1245
Kevin Sheng,48,438,,
boboquack,49,453,14,1263
Paul Wild,50,459,,
Craig Gidney,51,463,3,918
dan-simon,52,463,90,1877
Lex Moulton,53,470,,
Nikitosh,54,470,,
pppery,55,477,32,1426
Larry,56,478,,
mangoqwq,57,483,41,1556
anominos,58,493,63,1726
Oleg Tarakanov,59,495,,
rui_er,60,497,,
jwseph,61,498,59,1700
Kroppeb,62,499,19,1306
Lovemathboy H,63,500,,
Mukhamed Issa ,64,502,,
mserrano ,65,504,10,1232
joefarebrother,66,505,,
Oskar Haarklou Veileborg,67,505,44,1561
michaelerne,68,506,,
Almaz5200,69,506,,
Eric Yang,70,508,,
SanguineChameleon,71,510,42,1556
Michal Staník,72,513,,
Christopher Ni,73,519,,
Alexander Haupt,74,524,,
Golovanov399,75,526,9,1221
TimHuisman1703,76,528,47,1594
abailey2020,77,530,,
markoub,78,531,,
sakawi,79,534,,
msg555,80,538,40,1556
Jeroen Op de Beek,81,542,7,1189
Nick,82,542,25,1344
LeoFu9487,83,544,,
Erik Amirell Eklöf,84,545,18,1288
the-chenergy,85,547,,
mayoff,86,552,54,1666
Joseph Durie,87,555,,
Evgeniy Krasko,88,556,,
Leonardo Matteucci,89,556,,
Footkick72,90,557,87,1861
Astrid Lauenstein,91,557,92,1880
1234abcdcba4321 ,92,558,96,1899
Yan Kang Lee,93,558,,
bluepichu,94,558,38,1536
Derek Liu,95,561,24,1341
electraminer,96,563,,
Özgün Özusta,97,567,,
mrkeldon,98,567,,
Kevin Sun,99,570,43,1558
Adavya Goyal,100,570,,
andy-k,,,11,1242
Edward Li,,,13,1249
Siffer,,,15,1273
이현준,,,17,1274
hyperneutrino,,,20,1306
Michael Kolupaev,,,21,1324
mrphlip,,,22,1335
Dylan Smith,,,23,1341
Yannick Spreen,,,26,1374
Zel,,,29,1396
skanev,,,30,1419
flowermantis,,,31,1420
Jerry Z. Li,,,35,1499
Dragon-Hatcher,,,36,1504
Yiming Li,,,37,1520
Kevin Guo,,,39,1540
XHRogerCao,,,45,1571
Kevin Wan ,,,46,1581
ZED.Charley William Thairo,,,48,1603
Tomi Belan,,,49,1622
PoustouFlan,,,50,1626
Max Friedman,,,51,1637
Mike Marcelais ,,,52,1661
WutPu,,,53,1662
PCSwingle,,,55,1670
Thomas Feld,,,56,1684
Mathias Rav,,,57,1694
Justin Yokota,,,58,1698
Ryan Hitchman,,,60,1711
RadioactiveHydra,,,61,1716
Diana Huang,,,62,1722
piman51277,,,64,1730
F2 ,,,65,1735
Daniel Huang,,,66,1738
Dragonlinae,,,67,1739
Andy Li,,,68,1741
LyricLy,,,69,1758
Tim Vermeulen,,,70,1769
Yhvr,,,71,1783
Noeri Huisman,,,72,1791
Kaaden RumanCam,,,73,1793
madisp,,,74,1800
rhendric,,,75,1810
Colin Stewart,,,76,1813
dzaima,,,77,1818
Robin Allen,,,78,1820
Etienne Vouga ,,,80,1829
JackMacWindows,,,81,1834
Bailey Parker,,,82,1836
MatB3,,,83,1846
Vince7778,,,85,1851
Calvin Yan,,,86,1856
Evgenus,,,88,1866
fadaaszhi,,,89,1869
leonard-weininger,,,91,1878
Krish,,,93,1884
Henry Anderson,,,94,1887
dnialh,,,95,1891
trillian,,,97,1901
Noble Mushtak,,,98,1902
Roman Elizarov,,,99,1911
Verulean,,,100,1920
