user,p1_position,p1_time,p2_position,p2_time
Jeroen de Bruijn,1,14,,
Anthony Bondarenko,2,17,2,77
fromthebits,3,23,,
röb,4,34,1,70
caporalCoder,5,35,5,96
Mateusz KD,6,45,,
Peppa Li,7,51,16,212
anonymous user #297891,8,52,4,94
Muhammad Arslan,9,58,,
u4sef,10,58,3,89
anonymous user #2537932,11,61,7,123
Andrew Liu,12,65,6,111
Alen Koso ,13,68,,
Ravi,14,72,,
Uday Garg,15,72,,
Lars Tegeler,16,72,23,267
DC,17,76,8,129
ChristophGreger,18,77,9,147
Alex Steele,19,82,14,195
Francesco Paolo Piga,20,82,,
George Hotz,21,82,33,309
Stephan Botes,22,82,,
anonymous user #4294710,23,88,,
zarif jorayev,24,89,11,173
anonymous user #3256651,25,90,,
anonymous user #302636,26,109,10,150
ThePrivatePanda,27,111,30,286
Hugo Hu-man,28,112,,
geohotstan,29,113,38,321
Bikatr7,30,116,20,259
anonymous user #4323004,31,123,,
Pancake,32,124,32,305
Enrique Torres,33,125,,
dan-simon,34,126,19,243
Steven Grond ,35,127,68,380
neelthepatel8,36,128,,
"Chelliah, Jawahar Santhoshkumar",37,130,,
eniraa,38,131,,
138 Aspen,39,132,15,212
BrandenXia,40,137,,
mocy ,41,138,17,216
RangerMcSexy,42,139,12,191
spectraldecomp,43,140,,
。 m,44,141,,
kkmonlee,45,144,,
Krentin Naidoo,46,145,18,234
Ishan Chugh,47,150,,
Tayyab Sajjad,48,152,60,371
Chara,49,153,75,392
Umberto Maria Puddu,50,156,,
Wys Bean,51,157,,
Simon,52,157,69,383
Ad1tya-007,53,158,27,284
Epiphane,54,158,58,369
Nagendra1421 ,55,158,39,327
andrew xu,56,161,34,311
Mahamadou Ba,57,162,25,269
secemp9,58,162,36,314
James Sorenson,59,162,28,285
tenth,60,167,,
Oskar Haarklou Veileborg,61,168,31,302
tckmn,62,169,55,363
anonymous user #3415866,63,176,21,261
safwaahmad,64,181,,
cdrectenwald,65,181,51,360
br-wa,66,182,29,285
anonymous user #3394841,67,182,13,194
anonymous user #60233,68,184,,
Suraj Singh,69,185,,
Hunter Gould,70,186,61,371
hyperneutrino,71,190,26,279
Daniel Yang,72,196,37,318
Connor Frank,73,197,44,352
Tomislav Balabanov ,74,201,92,422
Jan Verbeek,75,201,,
Ger1y1,76,203,,
Oliver Ni,77,204,73,391
PretoPlasma,78,209,,
mangoqwq,79,212,50,358
twinysam,80,213,72,386
Neal Wu,81,213,54,361
Laurens Profittlich,82,213,76,396
Adam Zamlynny ,83,215,,
Hayzam Sherif,84,218,22,266
sps718,85,219,,
Nikos Kanakis,86,220,,
Ryan Hitchman,87,221,81,404
Check out my blog! ,88,224,24,269
Alexander Haupt,89,225,48,356
Daniel Erdmann ,90,225,,
Peter Cullen Burbery,91,230,71,383
bvolpato,92,231,87,413
Efriandika Pratama,93,232,,
Michael,94,232,,
HiggstonRainbird,95,233,,
Oleg Tarakanov,96,234,,
hugoromerorico,97,236,,
Wilbert,98,236,,
Noble Mushtak,99,237,35,313
Brian Liu,100,237,,
Brandon Hippe,,,40,342
Muhammad Ibrahim Qasmi,,,41,342
nim-ka,,,42,343
ASHUdev05,,,43,348
Erik Amirell Eklöf,,,45,354
anonymous user #1510407,,,46,354
anonymous user #4712639,,,47,354
cheejiayuan512 ,,,49,357
Rishi Vijay,,,52,360
Duro,,,53,361
anonymous user #4496671,,,56,364
Michael Fogleman,,,57,369
anonymous user #4589042,,,59,371
radres,,,62,375
Ritwin Narra,,,63,376
Ross Dempsey,,,64,377
Buzz Padayachee,,,65,378
sonivi,,,66,379
muhammad bilal,,,67,380
Ahmad Fakhar,,,70,383
Tobias-Glimmerfors,,,74,392
Christian Cederquist,,,77,397
John Qian,,,78,401
Golovanov399,,,79,401
Kevin Yap,,,80,402
mrphlip,,,82,407
zacharybarbanell,,,83,407
jwseph,,,84,408
mayoff,,,85,411
Sean Kuwamoto,,,86,411
Nicholas Foo,,,88,414
ericlovesmath,,,89,419
Derek Liu,,,90,422
Martin Camacho,,,91,422
James Carter | Team Covalence,,,93,423
Verulean,,,94,423
Manh Vu van,,,95,423
Kosikowski,,,96,426
dnialh,,,97,427
TurtleArmyMc,,,98,430
Obie Munoz,,,99,430
jatloe,,,100,432
