user,p1_position,p1_time,p2_position,p2_time
KedharnadhKamatham,1,18,1,49
anonymous user #4697958,2,20,,
RangerMcSexy,3,23,3,58
ChristophGreger,4,24,2,54
adlaiCarmona,5,31,41,185
Zedespook,6,33,4,63
BrandenXia,7,36,8,92
fromthebits ,8,37,5,64
@Dusknt,9,39,14,115
sonivi,10,39,12,114
andrew xu,11,40,6,78
Jonas Haller,12,41,11,102
Małgorzata Kozłowska,13,45,10,102
Muhammad Arham ,14,48,42,185
István Katsányi,15,48,68,269
Alexander Salmin ,16,51,25,152
Alex Steele,17,53,18,122
Fahad Abbas,18,53,19,129
Alvar Soome,19,54,16,116
138 Aspen,20,54,9,100
GregorPorsch,21,55,7,83
Ian Wilson,22,56,17,122
anonymous user #4804885,23,58,13,114
Francesco Paolo Piga,24,58,15,115
Arghadeep Saha,25,59,45,194
Nirvaan Vidyasagar,26,60,24,147
hugoromerorico,27,61,,
Muhammad Ibrahim Qasmi,28,61,39,179
Nagendra1421 ,29,63,56,231
Sreekanth Krishnankutty,30,64,20,129
Justin Wang,31,64,23,137
anonymous user #4758305,32,68,,
sihagujjwal ,33,68,32,164
Paras Ningune,34,69,21,130
Ahmad Fakhar,35,73,54,230
Kosikowski ,36,73,28,159
Muhammad Qurban,37,76,37,174
AaQib Ali,38,81,31,163
yusufdelice,39,85,47,194
Alexander Fu,40,85,22,137
anonymous user #1569907,41,91,52,225
Muhammad Qasim,42,91,67,265
Muhammad Hamza Hassaan,43,93,36,174
Subhi Pandey,44,96,43,186
anonymous user #4456307,45,97,51,220
Saqlain Abid,46,97,40,180
Ferdinand Davidenko,47,98,33,166
anonymous user #4657629,48,100,,
JJGO ,49,100,,
Anthony Bondarenko,50,101,29,161
AndrejStratmann,51,101,27,157
samina-if,52,102,30,163
Sana Raza,53,102,38,176
Olof Petterson,54,103,35,169
pankaj28843,55,104,44,189
destryptor,56,104,34,168
Tayyab Sajjad,57,106,53,227
Muhammad Mubashir,58,106,49,203
Shiv Akash,59,111,,
Brendon Thiede,60,118,98,353
Nikolay Chikin,61,120,59,234
Chara,62,120,48,203
mocy,63,120,,
Suraj Singh,64,126,66,259
Gabriele Bosoni,65,127,,
CodeNinja ,66,127,50,218
anonymous user #4278513,67,128,55,230
Jennifer,68,136,,
Peter Cullen Burbery,69,138,64,249
kshxtij,70,139,,
Michael Broughton,71,139,46,194
grkozlowski,72,142,26,153
dan-simon,73,143,85,331
zdu863,74,145,,
Alexander Mikhailov,75,145,60,239
Adavya Goyal,76,146,,
Alen Koso ,77,147,,
Lex Moulton,78,148,72,278
Bram Hagens,79,149,65,258
Hunter Gould,80,150,73,281
Satya Jhaveri,81,150,,
Kroppeb,82,154,,
Alexandra Murzina,83,154,61,239
anonymous user #60233,84,158,89,340
Daniel Yang,85,159,79,307
Muhammad Idrees,86,159,,
flocto,87,159,,
anonymous user #4521985,88,164,70,274
@nathanchere,89,165,,
Koen Oostveen,90,166,,
Chinnu B,91,167,,
rcghpge,92,168,80,309
kkmonlee,93,169,62,241
ClaudioPal20,94,170,63,248
Palash Sharma,95,170,57,231
Sikander Nawaz,96,171,77,300
Steven Grond ,97,172,76,298
Bikatr7,98,175,,
Max Jäger ,99,176,69,273
Tim Vermeulen,100,180,,
muhammad bilal,,,58,234
Manh Vu van,,,71,277
Fatima Malik,,,74,284
tckmn,,,75,296
Ankit Mohanty,,,78,306
Simon,,,81,317
hannes-lantz,,,82,322
Edward Li,,,83,325
Krentin Naidoo,,,84,328
mjh316,,,86,332
Stuie86,,,87,332
Camelpilot33,,,88,335
Benedikt Werner,,,90,340
David Lee,,,91,346
Lydxn,,,92,348
Akari,,,93,350
Kevin Sun,,,94,351
Dhruv Jha,,,95,351
Yu Long,,,96,351
Sahasrad C,,,97,352
Kirby703,,,99,354
Siddharth Jain,,,100,355
