user,p1_position,p1_time,p2_position,p2_time
qianxyz ,1,4,1,9
Justin Arnold,2,26,4,60
Peter Hedman,3,26,2,54
Shen Li,4,26,3,54
chunkybanana,5,35,15,93
bjebert,6,39,7,71
Daniel Yang,7,39,14,92
5space,8,40,6,67
secemp9,9,40,5,62
nthistle,10,43,19,96
nimak02,11,44,65,134
Małgorzata Kozłowska,12,48,20,98
tckmn,13,49,8,75
petertseng,14,49,42,120
Jonathan Ross,15,50,16,93
Lenny S,16,52,32,112
Alex Steele,17,52,,
ben,18,53,12,90
anonymous user #1565212,19,53,21,99
dzaima,20,53,48,125
Adavya Goyal,21,54,9,81
nim-ka,22,55,11,88
@Dusknt,23,56,91,147
Oliver Ni,24,58,28,108
jonathanpaulson,25,58,40,118
jrdonat,26,58,,
dnialh,27,59,23,101
rak1507,28,59,27,108
TXort,29,60,18,96
david-why,30,60,24,102
ecqiu,31,61,,
Solomon,32,62,38,116
anominos,33,64,39,116
mrphlip,34,64,73,138
anonymous user #44119,35,65,22,99
connorjayr,36,65,34,112
Alexander Haupt,37,66,,
Peter Burbery,38,66,10,87
flocto,39,66,31,110
Tobias-Glimmerfors,40,66,,
mserrano,41,67,29,110
Ryan Eaton,42,67,13,91
boboquack,43,67,33,112
Luap2003,44,68,,
Anish Singhani,45,68,17,95
Paul McMullin,46,68,26,106
vash3r ,47,68,41,119
Eddie Qiao,48,69,,
katrinafyi,49,70,52,130
Starwort,50,71,51,126
Venkat Rao,51,72,82,143
TheFatRabbit,52,72,,
Raymond Chen,53,72,,
benmirtchouk,54,72,58,132
Jasper van Merle,55,72,25,103
kxd66,56,72,,
Shashank Bhatt,57,73,44,122
Alexander Berntsson,58,73,,
Verulean,59,74,57,132
Anango Prabhat,60,74,35,114
anonymous user #60233,61,74,,
evanphoward,62,75,30,110
Camelpilot33,63,76,,
Looking for blog readers!,64,76,50,126
mrkeldon,65,76,47,124
Christian Cederquist,66,77,94,148
Krish,67,77,,
Davis Yoshida ,68,77,56,131
Martin Camacho,69,77,68,136
Bikatr7,70,77,55,131
piman51277,71,78,,
Nate Allen,72,78,,
Chara,73,78,43,122
Robert Xiao,74,78,76,139
Kevin Yap,75,78,37,114
ZED.Charley William Thairo,76,79,45,122
Lukas Gelbmann,77,79,61,134
Zack Lee,78,79,,
Måns Magnusson,79,80,77,139
Reza Rezvan,80,80,62,134
Neal Wu,81,81,54,131
Emanuel Särnhammar,82,81,,
twright0,83,81,81,142
Søren Fuglede Jørgensen,84,81,64,134
rhendric,85,82,87,147
Lovemathboy H,86,82,66,135
Omkar Bhalerao,87,82,,
bluepichu,88,83,46,123
anonymous user #1047278,89,83,,
Nicholas Tarsis,90,83,,
Michele Castellana ,91,83,,
dan-simon,92,83,,
psun256,93,83,84,145
Jodi Diffey,94,84,69,136
falsidge,95,84,93,148
Luca De Cosmo,96,84,,
Alen Koso ,97,84,,
Ryan Hitchman,98,84,36,114
Jan Verbeek,99,84,53,131
mangoqwq,100,84,70,136
hyper-neutrino,,,49,126
Rohan Garg,,,59,132
Lydxn,,,60,133
Samvar Shah,,,63,134
vstrimaitis,,,67,136
Erik Amirell Eklöf,,,71,137
Gorane7,,,72,137
Cameron Wu ,,,74,138
Kevin Sheng,,,75,138
Ryan Tang,,,78,140
Zack Chroman,,,79,140
anonymous user #4318035,,,80,142
Tim Vermeulen,,,83,144
Dennis Hu,,,85,145
grkozlowski,,,86,145
Thomas Feld,,,88,147
skanev,,,89,147
Md Abedin,,,90,147
Ian DeHaan,,,92,147
MvKaio,,,95,148
Warith Rahman,,,96,148
ndimov,,,97,149
Taras Gritsenko,,,98,150
shinyclovers,,,99,151
SeptaCube,,,100,151
