user,p1_position,p1_time,p2_position,p2_time
George Hotz,1,19,96,338
Bikatr7,2,29,,
fromthebits,3,29,,
Remy ROYER-ADNOT,4,30,,
anonymous user #297891,5,30,,
anonymous user #2563521,6,31,32,206
Michael Broughton,7,34,,
Nathan Tran,8,34,,
danteissaias,9,35,,
Noah Jorgensen ,10,35,,
PoffM,11,36,1,68
masecla22,12,36,,
nik-solcast,13,36,35,213
sean,14,38,34,210
Reza Rezvan,15,39,,
rictic,16,40,,
radres,17,41,9,112
Kamila Szewczyk,18,42,,
rudyardrichter,19,43,,
Niklas Wojtkowiak,20,44,,
eniraa,21,44,11,119
PeterFrancoisBadenhorst,22,45,,
JohnnyBazzinga ,23,46,2,76
Paul Großmann,24,46,,
Lex Moulton,25,46,14,131
Justin Watts,26,46,,
anonymous user #1067586,27,46,,
Peter Cullen Burbery,28,46,,
u4sef,29,47,,
Alvar Soome,30,47,,
Chara,31,48,70,298
Chris Talbot,32,50,7,102
Justin Wang,33,50,,
anonymous user #1398311,34,53,67,296
Jakub Spólnik,35,54,3,91
Lucas Lugão ,36,54,5,97
nguyenhoangminh31082003,37,54,,
Arghadeep Saha,38,56,,
Ian Wilson,39,57,,
Mxz-11,40,57,12,126
Yashraj Iyer,41,58,,
anonymous user #4457101,42,58,,
zvdy,43,59,,
AndrejStratmann,44,60,,
whixzyy,45,60,,
looluo,46,61,,
secemp9,47,62,,
lakshay007,48,62,22,178
anonymous user #947465,49,62,38,232
noah r.,50,64,4,96
Milindh Vijay,51,64,41,249
sopyb,52,65,,
markoub,53,66,28,195
oofmatoes,54,66,33,208
anonymous user #1569907,55,66,,
anonymous user #60233,56,66,,
anonymous user #1576291,57,66,,
Luca De Cosmo,58,67,8,102
Alex Steele,59,67,,
Ad1tya-007,60,67,16,134
Atharv120420001 ,61,67,15,132
CelestialCoder,62,68,6,98
ashwini bs,63,68,,
Małgorzata Kozłowska,64,69,,
anonymous user #3468430,65,69,,
Kethan Vegunta,66,69,,
Saji Kamdod ,67,69,,
Kyle He,68,69,,
James Sorenson,69,70,27,194
Ijtihed,70,70,49,267
Arjun M,71,70,,
@Dusknt,72,71,13,130
Rafiea Ashraf,73,72,,
JodyLorah ,74,72,,
Venkatesh Akula,75,73,,
Steven Grond ,76,73,10,116
anonymous user #4310802,77,74,,
vorobalek,78,74,21,171
MeepMoop,79,75,100,341
Justin Arnold,80,76,,
Muhammad Arslan,81,77,,
anonymous user #2537932,82,77,,
Joy Liu,83,78,23,180
Владислав Быконь,84,80,,
Eric Bowman,85,80,,
Krishna Reddy,86,81,,
Shuban,87,82,,
anonymous user #4535992,88,82,,
Alexander Fu,89,82,,
Corentin THOMASSET,90,83,,
Haadi-Khan,91,84,,
RangerMcSexy,92,84,,
Seth Hu,93,85,,
Haris Ghaffar,94,87,69,298
Sreekanth Krishnankutty Nair,95,88,91,332
Saqlain Abid,96,88,,
jovsa,97,89,,
Nihal Awasthi,98,89,,
Setu Chokshi,99,90,42,251
Tomislav Balabanov ,100,90,,
Duro,,,17,140
Grzegorz Fudro ARRIS,,,18,147
Gaurav Gosain,,,19,156
Jaron Rothbaum,,,20,158
Hugo Hu-man,,,24,185
Sana Raza,,,25,186
ASHUdev05,,,26,194
anonymous user #1521675,,,29,197
5space,,,30,197
psun256,,,31,197
sellenth,,,36,217
Ravi,,,37,221
Anango Prabhat,,,39,242
Aleksei Popov,,,40,248
Oskar Haarklou Veileborg,,,43,254
Camelpilot33,,,44,255
mrphlip,,,45,256
Hunter Gould,,,46,257
fumbl3b,,,47,260
vallabhiaf,,,48,266
sharunkumar,,,50,269
Jan Verbeek,,,51,272
Nathan Fenner,,,52,274
Craig Gidney,,,53,279
Mkhmkh,,,54,280
cqzou,,,55,281
KirollosM,,,56,285
mangoqwq,,,57,285
Anish Singhani,,,58,285
Max Jäger ,,,59,289
luckytumang,,,60,290
shahzoor khan,,,61,290
Noble Mushtak,,,62,290
DinooSaaw,,,63,291
tenth,,,64,293
Venkat Rao,,,65,293
caporalCoder,,,66,295
SebbyLaw,,,68,298
Robert Xiao,,,71,304
anonymous user #44119,,,72,306
boboquack,,,73,308
Derek Liu,,,74,310
LeDawaa,,,75,311
flocto,,,76,313
hugoromerorico,,,77,313
Vince7778,,,78,313
Michael Kolupaev,,,79,314
Tim Vermeulen,,,80,316
Thorvald Dox,,,81,321
Victor Liu,,,82,321
Ryan O’Hara,,,83,324
Liddon Howard,,,84,324
Muhammad Qurban,,,85,324
Fatima Malik,,,86,325
röb,,,87,326
Martin Camacho,,,88,326
Max Yang,,,89,327
WutPu,,,90,331
anonymous user #637942,,,92,335
Brian Liu,,,93,335
Viken Manoukian,,,94,336
leijurv,,,95,337
anonymous user #1510407,,,97,340
Tom Donohue,,,98,340
Kevin Guo,,,99,341
