user,p1_position,p1_time,p2_position,p2_time
Bikatr7,1,27,1,71
u4sef,2,50,9,185
Andrew Liu,3,64,5,158
ChristophGreger,4,67,2,114
Kosikowski,5,70,4,151
Mxz-11,6,76,3,141
neelthepatel8,7,87,6,159
Christian G,8,95,93,816
DC,9,101,8,179
138 Aspen,10,106,19,277
Michael,11,115,13,218
RangerMcSexy,12,118,7,162
Neel Shukla,13,118,,
David Salathé,14,124,15,236
eniraa,15,130,16,241
Stuart Westerman,16,135,11,204
anonymous user #4257740,17,137,14,229
twinysam,18,138,,
anonymous user #404252,19,139,25,368
geohotstan,20,145,10,198
James Sorenson,21,156,12,215
CloverJ,22,168,38,480
Peter Cullen Burbery,23,169,18,252
Ad1tya-007,24,169,46,573
anonymous user #4263503,25,172,28,382
SebbyLaw,26,175,,
tckmn,27,181,63,688
Alex Steele,28,181,17,242
3kh0,29,188,,
markoub,30,190,20,283
Yufan Wang,31,197,,
Zack Lee,32,205,90,809
Zaid Alsaqabi ,33,211,21,283
Connor Frank,34,220,26,370
5space,35,221,,
Neal Wu,36,227,47,585
Ritwin Narra,37,227,78,768
Stephen Olano,38,227,30,396
Akari,39,231,57,665
caporalCoder,40,237,55,661
0xMimir,41,242,,
Lohit Kolluri,42,247,,
MrCodyTester,43,248,24,337
leijurv,44,248,71,734
anonymous user #1510407,45,249,52,648
Chara,46,251,29,390
Obie Munoz,47,252,22,312
abailey2020,48,256,,
Sean Yawning,49,259,,
Kuma-TachiRen,50,261,,
PoustouFlan,51,262,,
Vitali Marenny,52,263,23,321
KTibow,53,263,98,834
Daniel Yang,54,263,,
Derek Liu,55,266,75,749
Starwort,56,266,,
Jonathan He,57,267,39,481
DinooSaaw,58,267,,
qpwoeirut,59,268,,
Mahamadou Ba,60,268,35,422
Kirby703,61,268,,
chunkybanana,62,269,,
Hayzam Sherif,63,270,45,554
Stormborg,64,271,,
anonymous user #60233,65,272,34,419
PCSwingle,66,273,67,713
michaelerne,67,277,,
boboquack,68,281,58,666
hugoromerorico,69,286,36,426
anonymous user #4496671,70,287,27,377
Craig Gidney,71,287,,
Alen Koso ,72,290,32,402
minami,73,291,92,812
@AlexSkidanov,74,296,,
dnialh,75,296,86,787
mrphlip,76,297,,
Kamila Szewczyk,77,298,40,506
Tim Vermeulen,78,299,,
dan-simon,79,301,,
RootCubed,80,302,100,845
Yu Long,81,305,43,534
David Sharick,82,308,,
Ferdinand Davidenko,83,310,31,399
fromthebits ,84,310,33,414
Larry,85,317,,
Gabriel Wu,86,320,77,763
Astrid Lauenstein,87,324,,
Robert Xiao,88,324,,
Yiming Li,89,324,96,823
Jan Verbeek,90,326,,
mrkeldon,91,327,,
Naman Chopra,92,327,,
Joshua Wise ,93,329,73,737
anonymous user #1734241,94,342,,
Jimmy Ding,95,342,59,668
math_24,96,342,,
bjebert,97,347,,
Adam Zhu,98,349,,
Daniel Huang,99,350,,
Kevin Sheng,100,351,,
emingenc,,,37,452
mocy,,,41,510
Jaron Rothbaum,,,42,512
Asuka Minato,,,44,537
Hunter Gould,,,48,588
Steven Groves,,,49,590
Alexandra Murzina,,,50,610
david-why,,,51,645
Theo Browne,,,53,652
Palash Sharma,,,54,654
Mutiraj Laksanawisit,,,56,661
nexxeln,,,60,683
Mile Druzijanic,,,61,684
Soojin Choe,,,62,685
ThePrivatePanda,,,64,688
anonymous user #4731645,,,65,690
jonathanpaulson,,,66,696
Michael Broughton,,,68,714
anonymous user #4454326,,,69,725
Egor Kulikov ,,,70,725
Ahmed Siadomar,,,72,735
Nikos Kanakis,,,74,745
Jerry Z. Li,,,76,755
Solomon,,,79,774
jatloe,,,80,774
Strikeeaglechase,,,81,779
Satya Jhaveri,,,82,780
Sanjeevani Tadsare,,,83,781
nthistle,,,84,782
sndyx,,,85,783
Paras Ningune,,,87,795
Alexander Haupt,,,88,802
Paul Draper,,,89,806
jovsa,,,91,811
anonymous user #196724,,,94,821
TimTom2016,,,95,821
John Kesler,,,97,830
kkmonlee,,,99,835
