user,p1_position,p1_time,p2_position,p2_time
ChristophGreger,1,13,13,94
hugoromerorico,2,14,5,68
Umberto Puddu,3,14,1,49
RisaCharvi,4,16,4,66
anonymous user #2208007,5,19,18,112
jkrajniak,6,21,3,60
Bikatr7,7,28,49,167
DartCZ,8,33,7,82
Uday Garg,9,34,2,50
George Hotz,10,34,6,72
Luca De Cosmo,11,37,11,88
caporalCoder,12,39,8,82
guohao,13,40,16,109
SelmaGuedidi,14,42,24,123
anonymous user #1067586,15,42,9,83
anonymous user #4496671,16,42,19,113
Laurens Profittlich,17,43,12,94
Michael Broughton,18,46,,
rohit746,19,46,29,130
markoub,20,48,14,95
anonymous user #302636,21,49,,
Małgorzata Kozłowska,22,50,15,104
Vansh Bataviya,23,50,25,123
Alen Koso ,24,51,21,117
anonymous user #2537932,25,51,17,110
muhammad bilal,26,52,39,153
Muhammad Arham ,27,53,,
Mkhmkh,28,54,32,136
eniraa,29,55,28,128
Rafiea Ashraf,30,55,31,132
SebbyLaw,31,56,38,152
twinysam,32,57,,
Pancake,33,60,,
fromthebits,34,61,10,86
anonymous user #4454326,35,62,42,156
Subhargh,36,64,34,144
Francesco Paolo Piga,37,64,,
Alvar Soome,38,66,62,184
Tomislav Balabanov ,39,67,20,117
Himanshu Shekhar,40,67,60,183
sphinxstreets,41,67,63,186
Lex Moulton,42,68,51,171
Muhammad Hamza Hassaan,43,70,90,218
Josh Mandel,44,70,,
anonymous user #1569907,45,70,89,217
ShuBan,46,70,,
radres,47,70,30,132
RangerMcSexy,48,72,,
zdu863,49,73,50,168
Sanjana Reddy Sangam,50,74,65,188
Alexander Fu,51,75,27,125
Fatima Malik,52,75,,
ASHUdev05,53,77,48,166
Zaid Alsaqabi,54,80,72,203
Atharv120420001 ,55,81,35,147
James Sorenson,56,82,55,175
Thomas Li,57,82,23,120
Ahmad Fakhar,58,86,,
0xMimir,59,88,54,175
anonymous user #778977,60,88,,
Taras Gritsenko,61,92,71,203
Simon,62,93,26,124
PeterFrancoisBadenhorst,63,93,85,214
Espiobest,64,93,,
Mahamadou Ba,65,94,,
anonymous user #297891,66,95,,
lovelyboon,67,97,36,149
Muhammad Qurban,68,99,77,206
ChuKotDi,69,99,93,221
tckmn,70,99,22,119
5space,71,100,47,165
Iris,72,101,67,194
BrandenXia,73,102,37,150
Stephan Botes,74,102,33,138
Andrii,75,104,,
mocy ,76,105,80,208
Michael Bernstein,77,105,96,225
Zoltán Csige,78,106,56,176
jovsa,79,106,,
Chara,80,106,45,162
Owen,81,107,46,163
zvdy,82,107,,
anonymous user #1510407,83,107,44,162
Eric Bowman,84,108,69,200
röb,85,108,40,154
Suraj Singh,86,110,,
flocto,87,110,,
Samuel-k276,88,111,,
Michael,89,112,,
Akari,90,112,82,209
pdubz,91,112,,
anonymous user #4294710,92,112,,
Manh Vu van,93,112,53,173
Daniel Long,94,115,59,183
Kosikowski,95,116,57,176
jayden,96,116,43,159
Ripta Pasay,97,117,,
sihagujjwal ,98,117,,
Alex Steele,99,118,87,216
Oskar Haarklou Veileborg,100,119,41,155
dan-simon,,,52,172
Daniel Kremsa,,,58,177
tesselslate,,,61,184
grkozlowski,,,64,188
nim-ka,,,66,192
bluepichu,,,68,195
Asuka Minato,,,70,200
Lydxn,,,73,203
ThePrivatePanda,,,74,204
KTibow,,,75,205
Duro,,,76,206
Zel,,,78,207
Adavya Goyal,,,79,208
Daniel Erdmann ,,,81,209
Daniel Gu,,,83,211
leijurv,,,84,212
Andras Barthazi,,,86,214
EroticShiveringKingBanana,,,88,216
secemp9,,,91,218
Electrikoh,,,92,220
andy-k,,,94,221
Brian Liu,,,95,221
Jaepe,,,97,225
Nauman Khalid,,,98,225
destryptor,,,99,226
Baron105,,,100,227
