user,p1_position,p1_time,p2_position,p2_time
Tomislav Grospić,1,10,,
hugoromerorico,2,18,,
George Hotz,3,22,4,146
u4sef,4,23,27,277
Bikatr7,5,26,5,150
ChristophGreger,6,40,,
caporalCoder,7,41,1,117
Dankronborg1,8,41,83,482
Reza Rezvan,9,43,11,196
Daniel Kremsa,10,46,38,330
Luca De Cosmo,11,47,,
markoub,12,48,2,119
andrew xu,13,48,,
Yashraj Iyer,14,49,12,203
Fatima Malik,15,51,,
Hugo Hu-man,16,54,,
anonymous user #4496671,17,56,60,427
mangiucugna,18,57,,
anonymous user #2537932,19,58,,
Muhammad Qurban,20,59,,
ShuBan,21,61,,
eniraa,22,61,21,238
Muhammad Arslan,23,63,23,254
anonymous user #4190372,24,64,3,143
James Sorenson,25,65,19,231
CypherGuy,26,66,,
Vansh Bataviya,27,67,,
luckytumang,28,68,,
Purunjay Choudhary,29,69,7,177
lovelyboon,30,69,,
muhammad bilal,31,69,13,204
Alexander Fu,32,71,,
David Carlin,33,71,9,178
Chara,34,72,17,227
rohit746,35,73,,
anonymous user #778977,36,74,,
Dhruv Kangarla,37,74,,
"Chelliah, Jawahar Santhoshkumar",38,76,,
Małgorzata Kozłowska,39,78,8,177
Francesco Paolo Piga,40,79,,
Останин Вадим,41,81,,
Lex Moulton,42,82,6,162
Rafiea Ashraf,43,83,,
sean,44,86,,
TAHLEEL AHMAD BANDAY (RA2311026010411),45,90,,
Almkvist1,46,91,,
PeterFrancoisBadenhorst,47,91,,
chaxx,48,92,,
Mandfred Leow,49,93,,
Muhammad Arham ,50,94,,
Stephan Botes,51,97,96,517
Norman Meyer,52,98,,
djbloop,53,101,22,240
mocy ,54,102,31,297
relue,55,102,,
David Guo,56,102,95,517
Chinnu B,57,103,40,335
bvolpato,58,103,39,332
RAVEENA CHATLA,59,104,,
zohaib hassan,60,104,,
Viken Manoukian,61,104,,
Obie Munoz,62,104,16,225
Mahamadou Ba,63,106,,
anonymous user #60233,64,108,,
Marc Schneider,65,108,93,514
Nauman Khalid,66,110,,
anonymous user #4422568,67,112,73,456
p1geon,68,113,28,277
Dconan-inn,69,114,25,261
Lars Tegeler,70,116,,
Hasan Khan,71,118,10,192
Hunter Gould,72,119,56,416
Jessica McDonald,73,123,,
Delphine Tahon,74,124,35,321
imagine-hussain,75,126,,
Justin Wang,76,127,,
Duro,77,129,92,510
Pharbi ,78,131,,
Carl Oscar Aaro,79,133,,
jonathanpaulson,80,135,29,280
psun256,81,136,76,467
RangerMcSexy,82,136,14,206
Andras Barthazi,83,138,20,233
Looking for blog readers!,84,139,36,322
CelestialCoder,85,140,,
John Doe,86,140,15,223
David Naderer,87,142,24,258
3kh0,88,143,48,383
spaceybread,89,143,84,483
Rinume,90,146,,
AbdullahScripts,91,147,,
Seth Payne,92,147,,
Kevin Sheng,93,149,85,485
SKAUL05,94,151,,
david-why,95,151,43,359
Baron105,96,154,,
Joy Liu,97,155,,
Ad1tya-007,98,157,32,306
Simon Ovsyannikov,99,158,,
gaubes,100,160,82,482
grkozlowski,,,18,230
Tomislav Balabanov ,,,26,266
fromthebits,,,30,295
rcvalenteai,,,33,311
Richard Wray,,,34,321
Michael,,,37,326
Muhammad Ibrahim Qasmi,,,41,335
Christian G,,,42,338
LeDawaa,,,44,369
bluepichu,,,45,376
leijurv,,,46,378
cqzou,,,47,382
James Carter | Team Covalence,,,49,392
Neel Shukla,,,50,396
Alen Koso ,,,51,396
Muhammad Qasim,,,52,399
swhitt,,,53,404
sharunkumar,,,54,409
tckmn,,,55,411
Simon,,,57,417
rocket3989,,,58,419
Jaron Rothbaum,,,59,424
Alexander Haupt,,,61,431
Kevin Sun,,,62,434
TimHuisman1703,,,63,434
flocto,,,64,438
Maarten Sijm,,,65,439
Ahmad Fakhar,,,66,440
Satya Anshu,,,67,446
Thomas Neill,,,68,447
anonymous user #1510407,,,69,448
Keagan de Castro,,,70,448
mangoqwq,,,71,453
evanphoward,,,72,454
SizableShrimp,,,74,458
Daniel Yang,,,75,464
Anango Prabhat,,,77,471
lukechampine,,,78,475
Kuma-TachiRen,,,79,476
Zack Lee,,,80,479
Jaepe,,,81,481
Oleg Tarakanov,,,86,486
tenth,,,87,498
LyricLy,,,88,499
ThePrivatePanda,,,89,499
@AlexSkidanov,,,90,500
Marcin Wisniowski,,,91,504
ishmeals,,,94,516
Anuja,,,97,522
anonymous user #3437290,,,98,526
PCSwingle,,,99,529
Rohith,,,100,533
