user,p1_position,p1_time,p2_position,p2_time
KedharnadhKamatham,1,13,2,25
ChristophGreger,2,15,1,21
RangerMcSexy,3,15,3,30
secemp9,4,28,28,149
Jonas Haller,5,28,5,73
sonivi,6,31,,
Palash Sharma,7,33,21,124
Jack Palevich,8,33,,
Andras Barthazi,9,36,6,81
anonymous user #4697958,10,38,4,51
Sikander Nawaz,11,39,,
Duro,12,40,,
Małgorzata Kozłowska,13,40,,
Lex Moulton,14,41,,
Dominick Han,15,41,,
Michael Broughton,16,41,62,220
caporalCoder,17,44,7,92
anonymous user #1673460,18,44,54,203
Francesco Paolo Piga,19,45,19,110
ThePrivatePanda,20,45,17,104
anonymous user #4865825,21,45,27,144
Muhammad Ibrahim Qasmi,22,46,10,101
Muhammad Mubashir,23,47,,
Ferdinand Davidenko,24,48,53,202
Alexander Fu,25,49,82,277
AaQib Ali,26,50,,
"Chelliah, Jawahar Santhoshkumar",27,50,18,109
Neel Shukla,28,52,60,218
James Sorenson,29,53,22,124
Muhammad Arslan,30,54,36,184
Tayyab Sajjad,31,54,15,104
GregorPorsch,32,54,9,99
Hein Van der Merwe,33,56,16,104
Luca De Cosmo,34,56,,
Fahad Abbas,35,56,51,201
sachin-handiekar ,36,57,26,143
muhammad bilal,37,57,34,175
Ahmad Fakhar,38,59,30,150
Ankit Mohanty,39,59,72,246
anuragmuxui,40,59,84,281
looluo,41,60,14,103
Shiv Akash,42,61,,
Manh Vu van,43,61,8,98
Muhammad Hamza Hassaan,44,62,,
Sreekanth Krishnankutty,45,62,,
Taha Mehmood,46,62,47,194
Alex Steele,47,63,13,102
anonymous user #1569907,48,63,77,262
Alvar Soome,49,64,56,206
Sharjeel Ahmad,50,66,,
Andrii,51,68,,
@Dusknt,52,69,33,172
Tristan Sharma,53,71,46,192
eniraa,54,71,11,101
Kosikowski ,55,73,23,133
Asuka Minato,56,73,43,190
AndrejStratmann,57,73,38,185
0xMimir,58,73,,
Fatima Malik,59,74,42,189
anonymous user #302636,60,75,,
Madhusudhan Reddy Yerragudi,61,77,63,224
Gaurav Gosain,62,78,24,134
kkmonlee,63,79,25,136
anonymous user #4456307,64,79,,
fromthebits ,65,80,12,101
SHUBHI VERMA,66,80,50,200
Nagendra1421 ,67,81,89,288
anonymous user #778977,68,82,,
Peter Cullen Burbery,69,82,20,122
anonymous user #4821862,70,82,40,188
YUGANDRAN B (RA2211003011715),71,83,,
Victor Cheong,72,84,,
ExileStudios,73,86,32,166
rajdeep paul,74,87,,
anonymous user #632350,75,87,48,196
Alen Koso ,76,88,57,209
mocy,77,89,31,157
ymode,78,92,,
Subhi Pandey,79,94,71,243
Chara,80,94,52,201
Alexandra Murzina,81,97,64,227
anonymous user #60233,82,97,,
Daniel Yang,83,98,29,149
Simon,84,99,76,258
anonymous user #4657629,85,100,,
anonymous user #3615097,86,100,35,179
Anmol Panda,87,101,39,187
nikunjmathur08,88,102,68,240
Ad1tya-007,89,103,58,216
Anjana S,90,103,65,231
Nauman Khalid,91,103,,
Jennifer,92,104,,
zdu863,93,104,,
ACHAL BAJPAI (RA2211027010257),94,104,,
Chinnu B,95,105,41,188
destryptor,96,105,61,219
Arbind Kumar Singh,97,106,45,192
Paras Ningune,98,106,,
Venkatesh Akula,99,106,37,185
anonymous user #4292502,100,106,44,190
Erik Pastor (Messi),,,49,197
CodeNinja ,,,55,203
Camelpilot33,,,59,217
anonymous user #4758305,,,66,231
anonymous user #4314445,,,67,233
Sana Raza,,,69,242
Ben Zydney,,,70,242
eagely,,,73,249
Stuie86,,,74,252
anonymous user #4421534,,,75,254
psun256,,,78,263
sigttou,,,79,272
Emil,,,80,273
Ikromjon Ergashev,,,81,276
mattsoh,,,83,277
anonymous user #4278513,,,85,282
leijurv,,,86,283
Gopal ,,,87,284
Hunter Gould,,,88,286
Muhammad Arham ,,,90,289
Alexander Salmin ,,,91,291
anonymous user #4858670,,,92,291
Subhargh,,,93,292
a-e-k,,,94,292
Gabriele Bosoni,,,95,295
Manu S Ajith,,,96,295
Satya Jhaveri,,,97,297
yann-a,,,98,298
Pablo Hernández,,,99,302
Bikatr7,,,100,307
