user,p1_position,p1_time,p2_position,p2_time
anonymous user #4387418,1,10,1,43
anonymous user #4697958,2,16,,
RangerMcSexy,3,28,2,66
ChristophGreger,4,32,3,91
fromthebits ,5,33,,
Michael Broughton,6,38,,
anonymous user #302636,7,42,12,154
Zedespook,8,45,68,662
ShuBan - get rekt,9,46,,
Jonas Haller,10,46,4,104
Alexander Fu,11,48,,
andrew xu,12,48,,
anonymous user #4821862,13,51,28,275
markoub,14,51,32,339
Zaid Alsaqabi ,15,52,,
138 Aspen,16,53,6,123
Madhusudhan Reddy Yerragudi,17,53,,
"Chelliah, Jawahar Santhoshkumar",18,54,,
sihagujjwal ,19,55,,
Ferdinand Davidenko,20,55,7,126
Chara,21,56,9,130
Alex Hellings,22,58,5,107
Francesco Paolo Piga,23,58,8,126
Michael Peters,24,60,,
anonymous user #1569907,25,60,,
@Dusknt,26,61,,
Alvar Soome,27,62,,
Richard Wray,28,64,11,145
Kosikowski ,29,67,14,163
Chinnu B,30,67,19,199
Palash Sharma,31,69,25,221
muhammad bilal,32,72,,
KedharnadhKamatham,33,73,10,141
Krentin Naidoo,34,73,13,155
Justin Watts ,35,74,97,820
Nikolay Chikin,36,76,24,218
Fahad Abbas,37,76,,
atharvwani01 ,38,76,,
Muhammad Ibrahim Qasmi,39,76,,
looluo,40,77,,
Duro,41,78,,
caporalCoder,42,78,,
spaceybread,43,79,,
AndrejStratmann,44,87,,
ClaudioPal20,45,89,,
zach1502,46,92,17,183
Asuka Minato,47,93,46,510
Tayyab Sajjad,48,97,,
Jennifer,49,98,,
destryptor,50,98,,
Alen Koso ,51,99,,
Alex Steele,52,100,65,640
zdu863,53,100,,
Luca De Cosmo,54,101,,
oPeras1,55,102,100,827
Muhammad Arslan,56,102,,
Muhammad Hamza Hassaan,57,102,,
Camelpilot33,58,102,,
Tayyab Zain,59,106,,
anuragmuxui,60,106,,
Reza Rezvan,61,106,23,218
Gabriele Bosoni,62,108,,
Suraj Singh,63,109,22,209
Владислав Быконь,64,109,18,184
sachin-handiekar ,65,110,16,170
mattsoh,66,113,,
keenua,67,115,21,206
mocy,68,115,36,385
Tristan Sharma,69,116,26,231
röb,70,117,20,205
anonymous user #4657629,71,117,,
anonymous user #3394841,72,117,15,169
Victor Cheong,73,119,,
Hunter Gould,74,119,41,433
Rafał Harabień,75,124,,
Smiti Oswal,76,124,,
Manh Vu van,77,126,,
anonymous user #4804885,78,127,,
sonivi,79,134,,
Tomislav Balabanov ,80,135,56,581
jovsa,81,135,87,787
TimTom2016,82,138,,
CodeNinja ,83,139,,
Aneesh Pushparaj,84,141,,
Nagendra1421 ,85,141,,
Sreekanth Krishnankutty,86,142,,
michaelerne,87,144,67,648
Krish,88,145,,
Piotr Piasko,89,146,,
Anjana S,90,148,,
safwaahmad,91,148,,
Ad1tya-007,92,152,29,300
gaubes,93,153,,
Saikat Das,94,154,,
Thomas Liu,95,155,27,232
cqzou,96,156,,
anonymous user #4454326,97,157,47,512
Sikander Nawaz,98,158,,
James Sorenson,99,160,30,301
Andras Barthazi,100,160,,
Arnav Jain ,,,31,330
anonymous user #4758305,,,33,348
"Yuhang ""Eric"" Wei",,,34,376
kkmonlee,,,35,380
Onyedikachi (Kenny) Udekwu ,,,37,410
sourishsharma17,,,38,412
Oskar Haarklou Veileborg,,,39,418
Bikatr7,,,40,420
LeoFu9487,,,42,443
kozydot,,,43,449
Ben Zydney,,,44,474
Yu Long,,,45,477
Kevin Sun,,,48,521
leijurv,,,49,541
anonymous user #4589042,,,50,547
Carl Oscar Aaro,,,51,552
Alexandra Murzina,,,52,553
CommitteeGloomy2507,,,53,559
Justin Aronson ,,,54,569
Queuebee2,,,55,574
Peter Cullen Burbery,,,57,589
Shiv Akash,,,58,593
dan-simon,,,59,604
jonathanpaulson,,,60,607
Salvatore Gabriele Karra,,,61,618
Rohan Gupta,,,62,623
David Salathé,,,63,623
anonymous user #195997,,,64,640
Erik Amirell Eklöf,,,66,642
mangoqwq,,,69,689
anonymous user #1510407,,,70,699
eagely,,,71,702
Benedikt Werner,,,72,705
ZED.Charley William Thairo,,,73,719
Rosie,,,74,727
0xMimir,,,75,731
Larry,,,76,737
Venkatesh Akula,,,77,747
PhoebeQiKuang,,,78,751
tesselslate,,,79,751
Simon,,,80,754
bWanShiTong,,,81,759
Jorn de Jong,,,82,761
Kevin Wang,,,83,764
Coziyu,,,84,769
pankaj28843,,,85,778
nthistle,,,86,787
tenth,,,88,797
Dylan Smith,,,89,797
Egor Kulikov ,,,90,800
bluepichu,,,91,801
anonymous user #4246609,,,92,802
SeanRBurton,,,93,803
Sean Yawning,,,94,807
5space,,,95,815
plotchy,,,96,817
Nathan Fenner,,,98,820
Kevin Yap,,,99,821
