user,p1_position,p1_time,p2_position,p2_time
hugoromerorico,1,19,68,170
anonymous user #4331139,2,23,,
Bikatr7,3,27,,
Jaron Rothbaum,4,27,22,113
kyle-he,5,31,,
Reza Rezvan,6,33,39,139
Nik Sauer,7,35,,
SnowballSH,8,35,69,171
chunkybanana,9,36,19,109
Corentin THOMASSET,10,36,,
SaakiBhojanam,11,36,2,68
Kamila Szewczyk,12,37,30,125
AniruthAnanth,13,38,45,149
secemp9,14,38,1,61
Nathan Coulas,15,38,49,155
Michael Broughton,16,39,,
Alex Steele,17,40,6,89
oofmatoes,18,40,8,90
BizzMage,19,40,4,74
Carl Oscar Aaro,20,40,,
PoffM,21,41,3,68
tckmn,22,41,23,115
Dana,23,41,13,96
eniraa,24,41,12,94
AndrejStratmann,25,41,,
anonymous user #60233,26,43,32,130
Josh Wheeler,27,46,,
Małgorzata Kozłowska,28,47,63,166
bluepichu,29,47,41,144
röb,30,48,5,78
Simon Kallassi,31,49,,
Yashraj Iyer,32,51,7,90
tjwei,33,51,,
Jonas Haller,34,52,43,145
Christian N,35,52,9,92
Alexander Fu,36,53,25,121
AbrahamJLR,37,54,,
raikoug ,38,55,36,138
markoub,39,55,11,94
Peter Cullen Burbery,40,55,,
anonymous user #44119,41,56,74,175
Subhargh,42,57,10,92
Lex Moulton,43,57,,
Ian Wilson,44,58,20,109
Ryan Hitchman,45,58,50,155
whixzyy,46,58,21,113
James Sorenson,47,59,,
sopyb,48,59,72,174
nim-ka,49,59,77,178
Ijtihed,50,60,,
Aryan Raj,51,61,14,98
Muhammad Arslan,52,62,15,102
Rafiea Ashraf,53,62,17,106
anonymous user #3316019,54,62,16,104
Oliver Ni,55,63,,
Kethan Vegunta,56,63,,
RangerMcSexy,57,63,37,139
Joe L.,58,63,,
Ryan O’Hara,59,64,80,181
Sana Raza,60,64,,
skanev,61,65,,
Ian Nelson ,62,67,,
benmirtchouk,63,67,66,168
Fatima Malik,64,67,,
radres,65,69,98,199
anonymous user #677741,66,69,,
Luci,67,70,35,135
anonymous user #947465,68,70,27,123
rene-d,69,70,,
LasaBir,70,70,,
0xMimir,71,71,,
cleoman,72,71,58,161
Camelpilot33,73,72,,
Arun Muthukkumar,74,72,28,124
davidsenica,75,73,,
5space,76,75,,
dan-simon,77,75,,
SebbyLaw,78,75,26,121
Jasper van Merle,79,75,83,183
Lars Tegeler,80,76,24,117
PeterFrancoisBadenhorst,81,76,89,190
。 m,82,76,,
Lydxn,83,76,,
noah r.,84,77,18,107
Daniel Long,85,77,76,177
Sheldon,86,78,,
KirollosM,87,78,48,152
David Teather,88,79,,
Joshua Kaitharam Thomas,89,79,,
Nathan Tran,90,80,33,130
Krishna Reddy,91,80,34,131
Thomas Feld,92,81,67,168
Adam Thompson-Sharpe,93,83,,
Simon,94,83,44,146
Daniel Yang,95,83,,
rocket3989,96,83,,
anonymous user #1067586,97,84,,
Looking for blog readers!,98,84,,
Sans Cipher,99,84,,
Enterprize1,100,84,,
Ben Zydney,,,29,125
Tuke,,,31,126
Roger Kalliomäki,,,38,139
Niklas Wojtkowiak,,,40,140
Steven Groves,,,42,145
Cody Kaczynski,,,46,152
petreleon,,,47,152
Setu Chokshi,,,51,156
Ad1tya-007,,,52,157
Luca De Cosmo,,,53,158
Mkhmkh,,,54,158
mrphlip,,,55,159
Felix ,,,56,160
Nihal Awasthi,,,57,160
Prakhar Gupta ,,,59,162
JodyLorah ,,,60,163
Shira,,,61,166
nthistle,,,62,166
Harsh Mannava,,,64,167
Kalin Ivanov,,,65,167
ZED.Charley William Thairo,,,70,173
anonymous user #4526025,,,71,173
Starwort,,,73,174
1ceseismic,,,75,177
lakshay007,,,78,178
Muhammad Arham ,,,79,179
Vansh Bataviya,,,81,181
Kevin Sun,,,82,181
Muhammad Ibrahim Qasmi,,,84,183
Owen,,,85,184
Peacemaker II,,,86,185
M-Minkov,,,87,186
Steven Grond ,,,88,186
anonymous user #4294710,,,90,191
Chara,,,91,191
Justin Wang,,,92,192
anonymous user #302636,,,93,195
Владислав Быконь,,,94,196
MarioDanielPanuco,,,95,197
quake0day,,,96,198
cefqrn,,,97,199
petertseng,,,99,200
Prathmesh2001,,,100,202
