user,p1_position,p1_time,p2_position,p2_time
138 Aspen,1,80,,
KedharnadhKamatham,2,85,,
kkmonlee,3,91,2,192
GregorPorsch,4,99,,
Rohith,5,100,,
Małgorzata Kozłowska,6,106,30,575
Kirill Lisenkov,7,112,,
Suraj Singh,8,120,11,338
Dhruv Jha,9,123,,
muhammad bilal,10,126,5,250
Ferdinand Davidenko,11,132,,
Anthony Bondarenko,12,152,3,212
RangerMcSexy,13,156,1,189
James Sorenson,14,162,4,232
Tayyab Sajjad,15,197,7,315
Muhammad Ibrahim Qasmi,16,197,10,336
Ahmad Fakhar,17,202,9,332
Tristan Sharma,18,211,25,531
anonymous user #1673460,19,211,23,520
Sana Raza,20,219,6,299
michaelerne,21,221,15,402
Muhammad Qurban,22,223,14,388
Chara,23,231,22,494
Steven Grond ,24,234,8,322
Ian Wilson,25,246,,
BrandenXia,26,253,75,850
Peter Cullen Burbery,27,257,12,379
andrew xu,28,258,,
Tomas Peluritis,29,258,36,623
Gabriele Bosoni,30,276,,
Sharjeel Ahmad,31,277,98,943
dan-simon,32,285,27,561
Pharbi ,33,294,31,582
Alex Hellings,34,304,,
Lovemathboy H,35,322,32,584
Amit Agrawal ,36,323,18,450
oofmatoes,37,324,33,586
Tor Christian Frausing,38,326,28,564
Venkatesh Akula,39,332,,
Kirby703,40,334,13,385
grkozlowski,41,338,34,602
sachin-handiekar ,42,347,16,417
dimaheve,43,349,61,803
Rohan Gupta,44,361,26,548
Jerry Gay ,45,361,40,689
Samuel Koribanič,46,362,35,612
Fatima Malik,47,363,38,652
VARUN GADI (RA2211027010203),48,364,66,814
Maha Zainab,49,365,17,447
anonymous user #4758305,50,366,39,666
ThePrivatePanda,51,369,19,456
Justin Lee ,52,372,,
flocto,53,379,,
0xMimir,54,382,44,722
Erik Amirell Eklöf,55,385,,
AndrejStratmann,56,394,,
dnialh,57,400,89,919
Francesco Paolo Piga,58,405,,
Jodi Diffey,59,407,,
Hunter Gould,60,414,62,806
Muhammad Arham ,61,416,21,487
Owen Griffiths,62,423,,
hyperneutrino,63,423,58,788
Reza Rezvan,64,424,60,798
Sikander Nawaz,65,425,20,482
Haris Ellahi,66,428,37,640
Alfandorachk,67,430,,
Egor Kulikov ,68,432,45,723
Maarten Sijm,69,436,,
Laibasif,70,437,86,906
Hamilton Vickers (Fezfan),71,439,,
Béla Mérvadó,72,440,,
vi-guo ,73,443,42,712
Ankit Mohanty,74,445,24,526
tckmn,75,450,29,566
Footkick72,76,451,52,754
Måns Magnusson,77,451,,
Sean Yawning,78,454,,
Alexander Haupt,79,460,,
Evan Tian,80,467,,
PoustouFlan,81,468,,
qpwoeirut,82,470,,
Henrik Ygge,83,475,,
lutyj,84,476,,
Zulfaqar Ahmed Alimi,85,477,,
zarif jorayev,86,478,,
democat3457,87,480,,
tenth,88,482,,
Vincent Schoonveld,89,482,,
etotheipi1,90,492,,
vash3r ,91,497,,
Theo Browne,92,498,,
Astrid Lauenstein,93,498,,
Zack Lee,94,499,41,690
ishmeals,95,500,65,813
Gabriel Wu,96,507,,
kilianar,97,509,,
Michal Staník,98,509,68,832
cvooster,99,509,,
Christian Sledz ,100,512,,
Jerry Z. Li,,,43,718
"McCright, Michael",,,46,729
Thomas Neill,,,47,735
Jonas Haller,,,48,739
destryptor,,,49,741
anuragmuxui,,,50,747
Neel Shukla,,,51,753
anonymous user #4365597,,,53,758
Bram Hagens,,,54,764
Vince7778,,,55,778
piman51277,,,56,782
ChristophGreger,,,57,784
Bikatr7,,,59,788
Sreekanth Krishnankutty,,,63,808
ulrikdem,,,64,813
Michael Kolupaev,,,67,826
anonymous user #4858670,,,69,833
Paras Ningune,,,70,835
br-wa,,,71,835
Sourabh Raj Jaiswal,,,72,843
Adam Zhu,,,73,847
Andrew Li,,,74,849
Palash Sharma,,,76,860
Anubhab Bhattacharya,,,77,861
anonymous user #1510407,,,78,864
Zhalgas Nurakhmetov,,,79,866
Leonardo Monforte,,,80,869
Oskar Haarklou Veileborg,,,81,870
bWanShiTong,,,82,874
the-chenergy,,,83,880
PigeonBar,,,84,887
Kosikowski ,,,85,888
anonymous user #4858673,,,87,908
mattkubej,,,88,913
Subhi Pandey,,,90,919
Christian Stober ,,,91,929
Yoshiap,,,92,933
ba-lindner,,,93,933
zacharybarbanell,,,94,937
Brendon Thiede,,,95,939
Alex Steele,,,96,942
Sohom Sahaun,,,97,943
Support Palestine,,,99,948
Mike Marcelais ,,,100,958
