user,p1_position,p1_time,p2_position,p2_time
KedharnadhKamatham,1,28,,
ChristophGreger,2,37,,
DartCZ,3,49,,
Gabriele Bosoni,4,50,,
anonymous user #4697958,5,51,,
Muhammad Arslan,6,59,,
caporalCoder,7,63,,
Nagendra1421 ,8,64,,
GregorPorsch,9,65,,
Nikolay Chikin,10,67,,
Francesco Paolo Piga,11,67,,
Zedespook,12,69,,
andrew xu,13,73,,
Fahad Abbas,14,73,,
Lohit Kolluri,15,74,,
anonymous user #778977,16,75,,
ShuBan - get rekt,17,75,,
mocy,18,76,,
Ferdinand Davidenko,19,77,,
Justin Wang,20,77,,
ExileStudios,21,79,,
Muhammad Qurban,22,80,,
"Chelliah, Jawahar Santhoshkumar",23,81,,
Matthew Pang,24,81,,
anonymous user #4521985,25,82,,
muhammad bilal,26,83,,
Owen,27,83,,
AndrejStratmann,28,84,,
RangerMcSexy,29,85,9,1526
Alex Steele,30,86,,
AaQib Ali,31,87,,
Venkatesh Akula,32,88,,
Muhammad Arham ,33,89,,
Jianghan Li,71,155,,
kkmonlee,35,90,1,853
anonymous user #4456307,36,97,,
Himanshu Bhadani,37,100,,
Mark Assad,38,104,,
spaceybread,39,108,,
Alexander Salmin ,40,111,,
anonymous user #1569907,41,113,,
Chinnu B,42,114,,
Manh Vu van,43,115,,
Mykyta Kharkevych,44,118,,
Smiti Oswal,45,123,,
Muhammad Ibrahim Qasmi,46,124,,
LeoFu9487,47,125,,
Alexandra Murzina,48,125,,
David Carlin ,49,127,,
Palash Sharma,50,127,,
Alvar Soome,51,129,,
Tristan Sharma,52,130,,
Zaid Alsaqabi ,53,131,,
sihagujjwal ,54,133,,
138 Aspen,55,134,,
instigatorofawe,56,135,,
Alex Hellings,57,136,,
anonymous user #302636,58,136,,
Tayyab Sajjad,59,140,,
Duro,60,141,,
Yu Long,61,141,19,1727
Ahmad Fakhar,62,142,,
fromthebits ,63,142,,
guohao,64,143,,
Jaron Rothbaum,65,146,,
Muhammad Mubashir,66,146,,
István Katsányi,67,150,,
Hein Van der Merwe,68,152,,
Suraj Singh,69,152,,
anonymous user #4356388,70,152,,
Tayyab Zain,72,156,,
Victor Cheong,73,157,,
KrzaQ,74,160,,
Kosikowski ,75,160,,
Chara,76,162,,
destryptor,77,163,,
Krentin Naidoo,78,164,,
Gapeienko Artem,79,165,,
anonymous user #4758305,80,167,,
Marcus,81,167,,
mattsoh,82,168,,
Gauraw Singh,83,168,,
SHUBHI VERMA,84,169,,
Arnav Jain ,85,169,,
Peter Cullen Burbery,86,170,,
Sharjeel Ahmad,87,170,,
anonymous user #4657629,88,170,,
Hunter Gould,89,172,,
Sahil Satyam,90,173,,
Jorn de Jong,91,174,,
kozydot,92,175,,
anonymous user #4278513,93,178,,
Maha Zainab,94,179,,
Nirvaan Vidyasagar,95,180,,
Aneesh Pushparaj,96,180,,
Footkick72,97,180,,
Sreekanth Krishnankutty,98,182,,
Jahongir Qayumjonov,99,186,,
Simon,100,186,,
boboquack,,,2,1227
vi-guo ,,,3,1254
SanguineChameleon,,,4,1291
Ambrose Feinstein,,,5,1367
Anango Prabhat,,,6,1425
Michael Fogleman,,,7,1425
Adalbert,,,8,1490
Evan Kwan,,,10,1543
jonathanpaulson,,,11,1575
Lydxn,,,12,1596
Michael Kolupaev,,,13,1611
anonymous user #60233,,,14,1613
trillian,,,15,1635
dan-simon,,,16,1643
anonymous user #195997,,,17,1647
Adavya Goyal,,,18,1692
awychong,,,20,1729
petertseng,,,21,1776
tckmn,,,22,1778
João Salavisa,,,23,1809
Kevin Sun,,,24,1855
Kirby703,,,25,1856
Davis Yoshida ,,,26,1862
Neal Wu,,,27,1887
Reinier Schmiermann,,,28,1893
anonymous user #1510407,,,29,1930
tenth,,,30,1969
Kobe Li,,,31,1986
Ad1tya-007,,,32,1991
Yoshiap,,,33,2008
Jimmy Ding,,,34,2014
anominos,,,35,2093
zacharybarbanell,,,36,2141
anonymous user #1047278,,,37,2143
mrphlip,,,38,2151
msullivan,,,39,2210
Kroppeb,,,40,2216
Daniel Gu,,,41,2227
Proximity Trigger,,,42,2246
Benjamin Goh,,,43,2265
Redcrafter,,,44,2278
Daniel Anker Hermansen,,,45,2287
Ryan Hitchman,,,46,2302
Noble Mushtak,,,47,2304
@AlexSkidanov,,,48,2314
LyricLy,,,49,2315
VasilyDK,,,50,2319
Jeroen Op de Beek,,,51,2331
Verulean,,,52,2350
Harry White,,,53,2370
Giacomo Stevanato,,,54,2384
Astrid Lauenstein,,,55,2386
ZED.Charley William Thairo,,,56,2387
Guillaume Brunerie,,,57,2397
PoustouFlan,,,58,2411
Robert Nies,,,59,2412
Joe Pregracke,,,60,2425
jorendorff,,,61,2441
flocto,,,62,2448
Benedikt Werner,,,63,2449
elu00,,,64,2470
Justin Yokota,,,65,2471
Defelo,,,66,2487
Talchas,,,67,2492
anonymous user #750627,,,68,2495
Daniel Germon,,,69,2517
dnialh,,,70,2524
dkesler,,,71,2526
Martin,,,72,2530
Daniel Yang,,,73,2537
joefarebrother,,,74,2539
qpwoeirut,,,75,2554
anonymous user #1917058,,,76,2555
ryomakawakami,,,77,2559
satgo1546,,,78,2562
rrose11,,,79,2569
Jonathan He,,,80,2574
noryb009,,,81,2579
ulrikdem,,,82,2582
Venkat Rao,,,83,2588
Sumudu Fernando ,,,84,2589
Bradley Louie,,,85,2593
penteract,,,86,2595
dllu,,,87,2596
Tomi Belan,,,88,2608
Zel,,,89,2609
Vince7778,,,90,2612
tbodt,,,91,2616
Egor Kulikov ,,,92,2617
tiger2005,,,93,2618
dancarmoz,,,94,2620
Egor,,,95,2634
Warith Rahman,,,96,2654
ContronThePanda,,,97,2656
abailey2020,,,98,2669
Alex C,,,99,2671
kshxtij,,,100,2679
