user,p1_position,p1_time,p2_position,p2_time
hyper-neutrino,1,186,,
tckmn,2,212,34,1243
rhendric,3,246,,
Carl Schildkraut,4,251,12,1045
Gorane7,5,275,,
Maxwell Zen,6,312,,
Zack Lee,7,363,8,970
David Wahler,8,382,21,1151
Patrick Hogg,9,390,15,1067
grhkm21,10,391,19,1129
boboquack,11,398,17,1088
Benedikt Werner,12,398,3,883
anonymous user #637942,13,406,70,1503
Zeyu Chen,14,411,97,1605
Craig Gidney,15,416,,
Kye W. Shi,16,420,,
RootCubed,17,423,,
ndimov,18,424,,
Michal Forišek,19,428,7,947
xnkvbo,20,428,14,1060
Daniel Gu,21,438,,
Cyprien Mangin,22,445,,
Hafnium780,23,449,,
bluepichu,24,451,2,781
Akimitsu Hogge,25,453,,
Brandon Lin,26,455,1,728
GregorKikelj,27,467,63,1473
Markus Himmel,28,482,27,1199
connorjayr,29,484,,
The Friendly Enemy,30,485,,
Looking for blog readers!,31,487,,
abailey2020,32,487,,
sorawit,33,488,59,1462
nim-ka,34,493,99,1629
Yiming Li,35,497,16,1076
Martin “Cifko” Štefček,36,498,,
PikMike,37,505,10,1031
anonymous user #1510407,38,513,5,893
Steve Newman,39,513,79,1554
flocto,40,517,23,1185
Golovanov399,41,518,6,899
NovaSagittarii,42,522,,
ZED.Charley William Thairo,43,527,,
ruuddotorg,44,529,,
Jared Hughes,45,535,,
Oleg Rudenko,46,536,,
Sarah Shader,47,541,,
sciyoshi,48,541,,
Talchas,49,542,,
anonymous user #217709,50,542,68,1489
Larry,51,546,65,1484
Tobias-Glimmerfors,52,546,66,1485
RexBerry,53,549,,
anonymous user #195997,54,551,,
Max Murin,55,552,25,1187
Jeffzycode,56,554,33,1242
Ryan Hitchman,57,558,9,991
mich101mich,58,565,67,1487
Ahmed Siadomar,59,566,,
Anish Singhani,60,567,36,1268
andriigrynenko,61,568,74,1520
Jesse van Elteren ,62,569,,
leijurv,63,570,,
FillyAutomatic,64,572,62,1470
Gymhgy,65,573,,
Brokkonaut,66,573,,
Danny Lin,67,574,,
Christofer Ohlsson ,68,577,,
Berke Inan Tol,69,578,,
Nathan Fenner,70,579,35,1266
hughcoleman,71,580,4,886
Loks-,72,584,,
Ryan Dewey,73,584,,
D. Salgado,74,585,13,1051
btnlq,75,588,22,1160
Joseph Durie,76,588,64,1482
Maarten Sijm,77,589,,
Robert Xiao,78,590,58,1450
betaveros,79,591,51,1418
Joshua Wise,80,592,,
Defelo,81,596,,
phucthg,82,599,48,1383
Thomas Feld,83,599,,
Marcin Wisniowski,84,600,,
Derek Liu,85,606,32,1242
AndrescuIII,86,609,,
Peter Dowdy,87,610,,
ryndvs96,88,611,,
Mark Ritterhoff,89,613,,
SeizedThoughts,90,616,,
Graham White,91,617,,
Jonathan Wase,92,618,,
andy-k,93,622,87,1575
Axel Brisse ,94,622,,
nthistle,95,626,81,1563
LegionMammal978,96,629,,
Oskar Haarklou Veileborg,97,629,41,1336
Adrien Pyke,98,632,90,1579
Manish Kundu,99,635,93,1582
lthistle,100,640,,
Kevin Wang,,,11,1037
mangoqwq,,,18,1094
Andrey Anurin ,,,20,1134
Alexander Haupt,,,24,1187
mserrano,,,26,1197
Josef Minařík,,,28,1218
Ivan Kazmenko,,,29,1229
Ivan Lukyanov,,,30,1236
Schobers ,,,31,1242
Brian Dean,,,37,1268
Ian DeHaan,,,38,1288
Tanner Hoke,,,39,1295
Nikitosh,,,40,1297
Paweł Kubiak,,,42,1350
skaldskaparmal,,,43,1352
0e4ef622,,,44,1356
Josh Deprez,,,45,1361
Erik Amirell Eklöf,,,46,1375
John Qian,,,47,1376
anonymous user #60233,,,49,1389
twattanawaroon,,,50,1407
Vince7778,,,52,1427
Mercerenies,,,53,1431
Kevin Sheng,,,54,1436
anonymous user #387166,,,55,1438
aropan ,,,56,1440
Jay Bosamiya,,,57,1447
KonaeAkira,,,60,1468
Xavier Cooney ,,,61,1469
Kirby703,,,69,1493
Joe L.,,,71,1506
jonathanpaulson,,,72,1514
Joseph Gleason ,,,73,1514
Balint R,,,75,1529
Paul Foster,,,76,1531
anonymous user #750627,,,77,1540
Måns Magnusson,,,78,1550
geoffrey-wu,,,80,1556
cmears,,,82,1564
adbforlife,,,83,1564
quentinmit,,,84,1565
anonymous user #44119,,,85,1569
Ayman Eltemmsahy,,,86,1572
Erik Szalay,,,88,1576
arichnad,,,89,1578
yuizumi,,,91,1580
Béla Mérvadó,,,92,1581
Thomas Neill,,,94,1587
Martin Camacho,,,95,1590
dllu,,,96,1599
Sean Yawning,,,98,1608
andrewcarlotti,,,100,1634
