user,p1_position,p1_time,p2_position,p2_time
max-sixty,1,16,18,130
Luke M,2,32,86,196
dtinth,3,44,1,86
nim-ka,4,55,9,111
5space,5,70,4,97
Alex Wice,6,72,7,107
betaveros,7,72,5,100
dan-simon,8,77,3,94
ostwilkens,9,77,2,87
bcc32,10,78,11,114
rhendric,11,80,43,159
hyper-neutrino,12,81,8,110
Epiphane,13,84,48,165
jonathanpaulson,14,85,24,139
mserrano,15,85,10,114
Xavier Cooney ,16,86,6,104
Utkarsh Kukreti,17,86,31,143
anonymous user #1047278,18,86,76,187
Gorane7,19,88,27,140
anonymous user #44119,20,89,21,136
D. Salgado,21,90,17,129
Carl Schildkraut,22,91,13,121
Svelte-Enthusiast,23,91,88,198
PoustouFlan,24,92,41,157
Ryan Hitchman,25,93,36,149
Joshua Chen,26,93,14,123
Kroppeb,27,95,15,126
Oskar Haarklou Veileborg,28,96,,
leijurv,29,96,12,114
Anish Singhani,30,97,23,138
Qiqi Impact,31,99,70,184
Antonio Molina,32,99,33,145
noblematt,33,100,50,170
Ivan Galakhov,34,100,,
Bradley He,35,100,16,127
Hafnium780,36,101,,
Sudo-Ivan,37,101,,
tiger0132,38,102,,
mingmingrr,39,103,90,198
Kye W. Shi,40,103,30,143
kevinmchung,41,103,,
Kevin Sheng,42,104,49,169
anonymous user #1565212,43,105,,
Rem Zhang,44,107,100,202
Stovoy,45,107,,
Waffle,46,107,42,158
Tim Vermeulen,47,108,,
ZED.Charley William Thairo,48,108,29,142
boboquack,49,109,25,139
Axel Brisse ,50,109,34,147
Oliver Ni,51,110,19,131
Ian DeHaan,52,110,47,161
Nathan Fenner,53,110,,
Marco Poon,54,110,45,160
Akimitsu Hogge,55,111,46,160
Brandon Lin,56,113,22,137
Lydxn,57,113,26,140
Olle Lapidus,58,113,32,144
Maggie Liu,59,113,,
jacobparish,60,114,,
anonymous user #60233,61,114,37,154
Paul Draper,62,115,60,178
Adavya Goyal,63,116,20,135
Daniel Dara,64,116,,
Starwort,65,117,58,175
Kami Leon,66,117,40,157
Nick Gavalas,67,118,62,178
nicholasjma,68,118,,
tluo5458,69,119,,
petertseng,70,119,39,156
Coby Tran,71,120,,
WutPu,72,120,,
Dan Roche,73,121,97,201
Pedro Osório,74,122,,
Ambrose Feinstein,75,122,,
The Friendly Enemy,76,122,38,156
Md Abedin,77,123,84,194
Zack Lee,78,123,,
lethan3,79,123,35,148
Joe L.,80,124,77,188
HiggstonRainbird,81,124,28,142
Jordan H,82,126,81,191
Evan Zhang,83,126,92,199
Михаил Минков ,84,128,,
Cameron Wu,85,128,,
Tris Emmy Wilson ,86,128,94,200
Andrey Anurin ,87,129,,
1234abcdcba4321,88,129,,
connorjayr,89,129,61,178
Jacob Henn,90,130,,
Joel Harmon,91,130,,
Max Nilsson,92,130,,
mdlu,93,131,52,170
indigo squirrel,94,131,,
miriam-rittenberg,95,131,82,192
tjleing,96,131,,
Gram Liu,97,131,,
eeuropium,98,132,,
crazymerlyn,99,132,,
fee1-dead,100,132,,
Bryan Kok,,,44,159
Sean Yawning,,,51,170
piman51277,,,53,171
Cade Cuddy,,,54,171
nthistle,,,55,173
coolcomputery,,,56,175
mustafaquraish,,,57,175
Looking for blog readers!,,,59,175
sampersand,,,63,179
Marcus Takvam Lexander,,,64,180
Ethan C,,,65,180
MikeXander,,,66,180
Roderic Day,,,67,183
Zeyu Chen,,,68,183
@koutaharu_,,,69,184
John Kesler,,,71,184
skanev,,,72,185
Thomas Draper,,,73,186
Søren Fuglede Jørgensen,,,74,187
Neal Wu,,,75,187
sin-ack,,,78,189
NoCondomChris,,,79,190
asottile,,,80,191
jkseppan,,,83,193
rozbrajaczpoziomow,,,85,196
Raghavan,,,87,197
Ivan Lukyanov,,,89,198
Brian Dean,,,91,199
Maxwell Zen,,,93,199
Matt Gruskin ,,,95,201
Sumit Sharma,,,96,201
Kirby703,,,98,201
Virgile Andreani ,,,99,202
