user,p1_position,p1_time,p2_position,p2_time
Joshua Chen,1,197,3,251
Nathan Fenner,2,204,2,244
hyper-neutrino,3,204,5,288
Zeyu Chen,4,214,4,262
xiaowuc1,5,215,1,237
nim-ka,6,231,15,356
Kroppeb,7,239,17,359
betaveros,8,239,6,295
Neal Wu,9,244,7,303
5space,10,250,11,322
Maxwell Zen,11,264,8,308
Golovanov399,12,279,12,325
Tim Vermeulen,13,279,9,314
mrkeldon,14,280,37,441
PikMike,15,280,10,320
ZED.Charley William Thairo,16,281,23,390
Timothy Mou,17,284,13,340
simonlindholm,18,292,21,382
anonymous user #1510407,19,294,14,345
Pedro Osório,20,300,38,444
Antonio Molina,21,302,18,359
jebouin,22,304,16,358
nthistle,23,308,29,414
Sohom Sahaun,24,311,34,429
connorjayr,25,315,26,397
Epiphane,26,317,31,425
D. Salgado,27,321,39,444
Hafnium780,28,322,51,471
Larry,29,322,20,380
Oskar Haarklou Veileborg,30,324,19,376
mangoqwq,31,326,25,397
Darragh Griffin,32,329,28,413
Tony Jiang,33,332,42,452
evanphoward,34,334,68,527
Ryan Hitchman,35,334,22,384
hughcoleman,36,335,43,452
Allen Wu,37,336,24,396
Ian DeHaan,38,337,40,447
William Yue,39,338,36,439
mrphlip,40,340,64,518
petertseng,41,341,58,490
Michal Forišek,42,343,35,435
alcatrazEscapee,43,344,80,546
crazymerlyn,44,347,33,428
halfbakedsneed,45,354,59,496
cup2of2tea ,46,355,46,462
Rohin Garg,47,358,27,402
vstrimaitis,48,359,32,426
Michael Goldwasser ,49,374,48,466
Cyprien Mangin,50,375,30,422
Anish Singhani,51,375,57,485
Yiming Li,52,375,52,472
ruuddotorg,53,380,85,549
Ivan Galakhov,54,382,44,454
Andrey Anurin ,55,386,63,517
Noble Mushtak,56,388,,
xnkvbo,57,388,,
Luke M,58,392,,
Adavya Goyal,59,394,62,506
rkk1995 ,60,401,91,569
Alexander Haupt,61,402,82,548
flashmt,62,406,54,476
Kevin Sheng,63,406,66,522
boboquack,64,407,49,466
skaldskaparmal,65,408,,
maneframe,66,411,,
David Wahler,67,412,45,460
Ahmed Siadomar,68,412,81,547
br-wa,69,413,70,528
Proximity Trigger,70,416,47,465
Ivan Lukyanov,71,417,74,531
leijurv,72,419,60,500
Craig Gidney,73,420,50,468
Béla Mérvadó,74,421,87,555
jonathanpaulson,75,421,41,448
tckmn,76,423,,
SeanRBurton,77,427,,
Tobias-Glimmerfors,78,430,56,483
Brian Uri!,79,433,,
GregorKikelj,80,434,79,545
thuustalu,81,434,89,558
Markus Himmel,82,434,84,548
ZiyaZa,83,435,77,537
Howard Cheng,84,439,100,586
Prabowo Djonatan,85,439,65,520
Robert Xiao,86,440,,
hakiobo,87,444,,
dan-simon,88,444,53,475
jimscchen,89,446,76,535
Matthew Reeder,90,447,,
anonymous user #684026,91,448,,
Cole Tramel,92,449,95,575
Vladislav Isenbaev,93,450,69,527
Mark Wen,94,450,55,479
vincentwoo,95,452,99,584
penteract,96,455,78,540
Nick Liu,97,457,73,530
glguy,98,458,61,503
Kevin Guo,99,458,67,523
DLu,100,459,,
FliegendeWurst,,,71,528
FillyAutomatic,,,72,529
Ivan Kazmenko,,,75,531
anonymous user #975121,,,83,548
Brandon Lin,,,86,550
Md Abedin,,,88,556
Robert Pham,,,90,562
mserrano,,,92,570
jacobparish,,,93,570
Kevin Wang,,,94,574
Dylan Smith,,,96,581
SizableShrimp,,,97,582
DedsecKnight,,,98,584
