user,p1_position,p1_time,p2_position,p2_time
tckmn,1,515,1,603
betaveros,2,577,6,822
Tim Vermeulen,3,611,2,674
Danny Lin,4,659,4,737
mserrano,5,661,3,715
SizableShrimp,6,697,,
5space,7,728,27,1038
vstrimaitis,8,739,5,820
Clockblocker,9,761,13,895
PCSwingle,10,770,8,853
dan-simon,11,780,9,861
Bennett Marsh,12,781,10,876
Verulean,13,787,11,885
Ian DeHaan,14,793,7,845
boboquack,15,796,12,889
leijurv,16,813,20,983
aropan ,17,823,14,898
Antonio Molina,18,851,17,952
vash3r,19,855,16,939
Carl Schildkraut,20,857,15,917
bluepichu,21,859,19,975
Kroppeb,22,866,32,1108
Nathan Fenner,23,885,33,1109
Jan Verbeek,24,892,21,986
Vladislav Isenbaev,25,915,22,1001
jonathanpaulson,26,926,26,1025
ZED.Charley William Thairo,27,936,18,973
Oleg Godovykh,28,938,,
skaldskaparmal,29,940,36,1137
ilg,30,942,23,1009
tluo5458,31,946,25,1021
Waffle,32,955,24,1019
mayoff,33,958,31,1103
mwk48,34,969,30,1101
Steve Newman,35,971,65,1286
petertseng,36,977,43,1177
GregorKikelj,37,980,48,1208
Justin Mitchell ,38,981,84,1408
Vladimir Zelevinsky,39,982,74,1349
Bailey Parker,40,983,29,1089
jebouin,41,993,,
David Hansen ,42,994,47,1201
Michal Forišek,43,997,28,1065
dtinth,44,1007,35,1126
Davis Yoshida,45,1011,,
UnrelatedString,46,1016,37,1145
MeepMoop,47,1025,42,1168
Utkarsh Kukreti,48,1030,41,1164
Xavier Cooney ,49,1032,53,1233
Ryan Hitchman,50,1034,55,1242
jacobparish,51,1061,40,1161
Tobias-Glimmerfors,52,1066,39,1151
Oliver Ni,53,1072,34,1126
anonymous user #1510407,54,1074,38,1146
mrphlip,55,1084,56,1244
D. Salgado,56,1084,77,1380
Robert Usher,57,1085,49,1211
ruuddotorg,58,1087,52,1229
Nick Meyer,59,1091,70,1322
crazymerlyn,60,1095,66,1287
Andrey Anurin ,61,1095,83,1407
Gabriel Wu,62,1106,45,1195
SeanRBurton,63,1113,54,1234
Kai Si,64,1120,,
Georg Rottensteiner,65,1127,86,1423
Starwort,66,1130,61,1264
Drew Boyuka,67,1133,63,1276
andy-k,68,1136,67,1289
Dennis Tian,69,1151,,
Benedikt Werner,70,1154,46,1199
nthistle,71,1158,57,1245
Robert Xiao,72,1161,44,1192
connorjayr,73,1164,50,1217
Andrew X. ,74,1165,51,1224
Maxwell Zen,75,1181,58,1255
David Wahler,76,1198,68,1291
Adib Surani,77,1204,59,1258
Joseph Gleason ,78,1205,93,1440
Vince7778,79,1206,62,1270
hyper-neutrino,80,1207,60,1260
Olivier Le Floch,81,1208,72,1331
blaumeise20,82,1215,89,1434
Golovanov399,83,1216,69,1307
Brandon Lin,84,1218,71,1324
Erik Amirell Eklöf,85,1223,85,1418
Toni Fadjukoff ,86,1225,64,1279
Lawrence Kesteloot,87,1225,76,1374
nim-ka,88,1227,,
Matt Muellerleile ,89,1231,73,1340
Kyle Simpson,90,1234,,
btnlq,91,1248,75,1368
Oskar Haarklou Veileborg,92,1265,90,1435
Daniel Anker Hermansen,93,1270,,
Yanina K ,94,1289,,
LegionMammal978,95,1290,87,1431
tenth,96,1290,,
thuustalu,97,1295,,
msullivan,98,1298,78,1386
Larry,99,1299,94,1450
Kyle Toom,100,1306,92,1439
Paul Draper,,,79,1397
Wallunen,,,80,1398
twright0,,,81,1400
The0x539,,,82,1402
Arcwise,,,88,1432
Sean Watts,,,91,1436
Cyprien Mangin,,,95,1454
Paweł Kubiak,,,96,1456
Sa-So,,,97,1463
Ali Zahid Raja,,,98,1464
eniraa,,,99,1473
monkeynova,,,100,1483
