user,p1_position,p1_time,p2_position,p2_time
anonymous user #1510407,1,160,1,194
boboquack,2,176,4,237
bcc32,3,188,2,217
tckmn,4,191,3,226
betaveros,5,205,5,241
nim-ka,6,211,6,247
Brandon Lin,7,216,7,259
Kami Leon,8,228,13,284
Lewin Gan,9,231,11,269
Gorane7,10,237,16,312
mrphlip,11,237,10,265
ellellie,12,238,9,265
VJsong02,13,239,,
Joshua Chen,14,244,12,278
alcatrazEscapee,15,247,18,316
Jared Hughes,16,248,8,263
Ian DeHaan,17,250,17,313
anonymous user #1565212,18,251,19,320
Tim Vermeulen,19,253,14,297
anonymous user #44119,20,257,15,310
Paul Draper,21,270,23,342
JuanPotato,22,276,60,425
Kenneth Fitzgerald,23,278,33,370
Evan Zhang,24,286,21,337
nthistle,25,286,20,329
Jonathan Ho ,26,287,25,349
xnkvbo,27,294,,
Maxwell Zen,28,296,30,359
Drew Boyuka,29,298,26,350
Buck4437,30,299,41,388
Looking for blog readers!,31,302,27,350
JackMacWindows,32,308,35,381
Andrew Jennings,33,309,31,363
Thomas Feld,34,311,24,342
alstonlo,35,312,22,339
Carl Schildkraut,36,315,84,458
Yancheng,37,320,44,398
Adib Surani,38,320,37,384
Kevin Yap,39,323,39,386
leijurv,40,323,36,381
Yiming Li,41,325,43,394
Zack Lee,42,326,34,372
Larry,43,326,32,367
Justin Yokota,44,329,28,352
Virgile Andreani ,45,329,66,431
Antonio Molina,46,331,29,357
Sohom Sahaun,47,334,54,416
Matt Gruskin ,48,334,,
Balint R,49,337,70,441
Shaunak Warty,50,337,61,426
PikMike,51,337,46,405
LK,52,337,,
Sean Yawning,53,340,57,423
Kirby703,54,340,40,386
YIHAO ZHOU,55,344,,
"Kin Fung, Nicholas Ko",56,345,68,436
mjh316,57,345,91,464
Daniel Ng,58,346,50,411
bluepichu,59,348,38,386
connorjayr,60,349,78,449
jebouin,61,351,75,445
Ben,62,351,81,454
ZED.Charley William Thairo,63,354,47,409
Kroppeb,64,356,73,443
key,65,357,56,421
electraminer,66,358,99,477
Arrowbounce,67,359,80,453
Adanakebapi,68,360,,
PCSwingle,69,362,76,445
Jimmy Mårdell,70,364,100,478
Vince7778,71,365,71,442
Vladislav Isenbaev,72,365,48,409
djpohly,73,366,58,424
Craig Gidney,74,368,42,389
thailandmatt,75,369,96,475
ezraft,76,370,67,434
Jimmy Ding,77,371,,
Jay Foad,78,372,45,401
D. Salgado,79,372,51,412
Hendrik Melse,80,373,79,449
Aadit Ambadkar,81,374,64,429
David Wahler,82,377,53,416
hyper-neutrino,83,380,49,411
Zeyu Chen,84,381,62,428
val tron,85,382,52,414
vstrimaitis,86,385,,
Para Dust,87,387,,
TimHuisman1703,88,387,,
Kevin Sheng,89,390,65,429
Andrey Anurin ,90,391,82,456
Prabowo Djonatan,91,393,,
Tobias-Glimmerfors,92,393,,
Defelo,93,394,86,459
Kevin Wang,94,397,59,425
dan-simon,95,397,55,418
Andrey Akhmetov ,96,397,88,460
Pakkapong Sricharoen,97,398,94,472
bjebert,98,400,,
Tristan Lee,99,401,95,473
Dmitry Ivanov,100,402,,
SeanRBurton,,,63,429
Anish Singhani,,,69,440
mserrano,,,72,443
andy-k,,,74,444
dtinth,,,77,448
Red Bird,,,83,458
isnbh0,,,85,458
petertseng,,,87,459
Mercerenies,,,89,461
Nathan Fenner,,,90,462
KevinL10,,,92,467
Robert Xiao,,,93,471
Dylan Smith,,,97,475
Oskar Haarklou Veileborg,,,98,476
