user,p1_position,p1_time,p2_position,p2_time
anonymous user #1510407,1,208,1,377
Lewin Gan,2,218,2,404
David Wahler,3,237,3,404
hyper-neutrino,4,260,11,460
D. Salgado,5,280,46,634
Max Murin,6,281,,
connorjayr,7,285,6,429
Antonio Molina,8,285,15,487
Paul Draper,9,291,8,447
bluepichu,10,293,5,415
anonymous user #44119,11,296,40,611
msullivan,12,297,19,521
schmrlng,13,303,,
Robert Xiao,14,308,26,541
betaveros,15,311,4,414
leijurv,16,312,38,602
Evan Zhang,17,312,24,536
alcatrazEscapee,18,316,27,545
Joshua Chen,19,321,7,437
SeanRBurton,20,321,33,564
Mercerenies,21,323,32,561
LegionMammal978,22,327,16,492
mrphlip,23,330,9,451
Kye W. Shi,24,332,17,498
Thomas Neill,25,337,37,602
Ivan Galakhov,26,338,12,467
Noble Mushtak,27,342,22,527
Tobias-Glimmerfors,28,345,20,522
dan-simon,29,345,14,481
tckmn,30,347,25,538
jonathanpaulson,31,348,31,558
Oskar Haarklou Veileborg,32,348,30,550
nthistle,33,349,13,475
Paweł Kubiak,34,350,45,622
nim-ka,35,354,10,455
Kami Leon,36,359,21,525
ZED.Charley William Thairo,37,364,,
Andrey Anurin ,38,364,29,549
grhkm21,39,370,36,596
Carl Schildkraut,40,371,23,535
anonymous user #1087784,41,372,65,710
btnlq,42,374,39,607
Michal Forišek,43,377,18,506
Cyprien Mangin,44,380,42,613
Jan Verbeek,45,380,86,749
vtjeng,46,382,,
Nick Gavalas,47,386,,
hughcoleman,48,387,50,659
Davis Yoshida,49,390,53,668
Tanuj Khattar,50,390,43,613
ruuddotorg,51,391,47,643
boboquack,52,392,70,716
Anish Singhani,53,399,35,579
Brandon Lin,54,403,28,546
Jimmy Chen,55,406,90,755
Joshua Wise,56,406,51,659
xd y,57,414,98,775
UnrelatedString,58,416,62,700
Julian Bruyat,59,423,34,575
Craig Gidney,60,426,41,613
Axel Brisse ,61,427,81,741
5space,62,429,44,614
coolcomputery,63,432,69,714
Matthew Ramina,64,433,,
glasir,65,435,93,758
jkseppan,66,437,,
Francisco Demartino,67,437,,
Måns Magnusson,68,440,,
sparkyb,69,446,54,677
Louis Wasserman ,70,447,52,662
Benedikt Werner,71,449,71,716
Arcwise,72,450,48,646
anonymous user #975121,73,451,87,750
Mark Ladygo,74,452,61,700
Alex Wice,75,452,,
Lars Haulin ,76,456,,
yuizumi,77,459,57,691
Tanner Hoke,78,460,,
Brett Math,79,460,,
Patrick Hogg,80,464,72,721
Joe L.,81,464,56,688
Ryan Hitchman,82,464,,
Xavier Cooney ,83,465,82,741
Kirby703,84,467,59,695
Erik Amirell Eklöf,85,472,66,711
Vladislav Belov,86,473,,
Starwort,87,473,55,684
Epiphane,88,473,68,714
RundownRhino,89,474,89,755
Lawrence Kesteloot,90,477,95,761
jorisvr,91,480,99,775
crazymerlyn,92,485,83,746
dionyziz,93,485,75,723
Nathaniel Flath,94,490,,
Kroppeb,95,490,67,714
val tron,96,491,,
jacobparish,97,495,91,756
Adib Surani,98,495,77,732
Katharine Berry,99,496,,
Meow Meow,100,496,97,775
mserrano,,,49,656
Daniel,,,58,695
Martin Camacho,,,60,699
Liwei Cai,,,63,700
DayDun,,,64,702
glguy,,,73,721
quentinmit,,,74,723
anonymous user #22105,,,76,724
dllu,,,78,733
SimpleArt,,,79,734
PikMike,,,80,741
Paul Wild,,,84,746
Kevin Wang,,,85,748
Larry,,,88,753
Nathan Fenner,,,92,757
nkitsaini,,,94,760
Aidan Wolk,,,96,764
rhendric,,,100,776
