user,p1_position,p1_time,p2_position,p2_time
mrphlip,1,366,27,801
bluepichu,2,371,6,658
betaveros,3,403,2,514
hyper-neutrino,4,414,3,517
5space,5,427,4,564
Robert Xiao,6,438,1,496
anonymous user #2724128,7,450,10,688
LyricLy,8,471,25,798
Anish Singhani,9,476,28,801
bcc32,10,498,8,683
Tris Emmy Wilson ,11,519,12,724
anonymous user #1510407,12,523,5,642
djpohly,13,530,24,796
mserrano,14,530,13,729
nthistle,15,532,,
dan-simon,16,547,7,664
ellellie,17,553,69,997
Kirby703,18,567,9,684
anonymous user #2412806,19,571,18,766
LegionMammal978,20,573,,
mayoff,21,586,84,1039
Arcwise,22,591,20,772
anonymous user #44119,23,594,26,800
Bennett Marsh,24,596,46,913
Oskar Haarklou Veileborg,25,606,71,1008
Paul Draper,26,609,22,789
Michal Forišek,27,611,14,730
Joshua Chen,28,611,16,745
James Berglund,29,613,47,914
Maarten Sijm,30,618,,
Davis Yoshida,31,632,21,784
alcatrazEscapee,32,634,62,984
geoffrey-wu,33,634,19,766
Benedikt Werner,34,641,33,836
SizableShrimp,35,642,,
Ari Wachtel,36,642,36,858
Thomas Draper,37,644,11,723
leijurv,38,644,49,933
Peter Dowdy,39,646,,
petertseng,40,649,,
jonathanpaulson,41,653,17,761
Brandon Lin,42,657,23,790
thuustalu,43,663,31,813
Tim Vermeulen,44,663,29,803
Jared Hughes,45,667,70,998
twright0,46,668,45,909
Lewin Gan,47,672,15,744
the-glu ,48,673,57,979
asottile,49,680,,
evanphoward,50,680,39,868
Danny Lin,51,681,,
CodingAP,52,685,,
Waffle,53,686,,
David Wahler,54,689,44,906
anonymous user #1565212,55,689,,
Thomas Raskin,56,693,,
hughcoleman,57,694,34,840
Craig White,58,694,59,981
Thomas Norris,59,694,41,879
Epiphane,60,695,,
Thomas Feld,61,695,32,813
RundownRhino,62,697,,
Martin Camacho,63,700,30,811
Steve Newman,64,700,55,968
Andrew X. ,65,701,,
Ed Clayton,66,704,,
Kroppeb,67,705,,
Apollo,68,708,,
Vladislav Isenbaev,69,709,40,873
anonymous user #1047278,70,712,,
LK,71,712,,
Hafnium780,72,716,,
Kevin Sheng,73,717,43,890
Virgile Andreani ,74,717,51,942
GregorKikelj,75,725,,
Eddy Chen,76,726,,
PCSwingle,77,732,35,846
Jimmy Chen,78,740,,
Antonio Molina,79,751,,
Puhalenthi Ramesh Vidhya,80,753,,
John Emhoff,81,754,,
jebouin,82,754,86,1041
dtinth,83,755,,
D. Salgado,84,756,37,864
Zeyu Chen,85,756,,
Darwin,86,757,90,1052
Kai-Zhan Lee,87,757,48,920
Chicken-Bones,88,764,38,866
danvolchek,89,767,,
Bradley He,90,771,72,1012
ZED.Charley William Thairo,91,774,,
crazymerlyn,92,774,78,1023
sorawit,93,775,97,1082
NBonaparte,94,777,,
Noble Mushtak,95,778,,
ruuddotorg,96,781,64,988
Adib Surani,97,782,,
klange,98,787,,
Joe L.,99,787,54,953
Søren Fuglede Jørgensen,100,787,50,938
boboquack,,,42,882
Mercerenies,,,52,946
awychong,,,53,951
Markus Himmel,,,56,973
Gorane7,,,58,979
Arrowbounce,,,60,983
penteract,,,61,984
Lauri Kenttä ,,,63,987
Nathan Fenner,,,65,993
Bradley Louie,,,66,995
Kevin Wang,,,67,996
PikMike,,,68,997
Sarah Shader,,,73,1012
dkesler,,,74,1013
Ethan Chapman,,,75,1014
Andrey Anurin ,,,76,1016
sciyoshi,,,77,1017
AC-Dap,,,79,1026
Sunny Guan,,,80,1030
miriam-rittenberg,,,81,1030
downvoid,,,82,1034
anonymous user #60233,,,83,1036
Talchas,,,85,1041
Evan Zhang,,,87,1042
Adavya Goyal,,,88,1046
Lucas M.,,,89,1050
anominos,,,91,1053
Matthew Soh,,,92,1058
TimHuisman1703,,,93,1062
Jan Verbeek,,,94,1068
A5rocks,,,95,1068
Shik Chen,,,96,1078
Yenya,,,98,1084
jacobparish,,,99,1085
matthewmisiaszek,,,100,1085
