user,p1_position,p1_time,p2_position,p2_time
Nathan Fenner,1,435,2,683
boboquack,2,506,19,924
leijurv,3,522,1,609
nim-ka,4,533,23,984
tckmn,5,534,6,752
D. Salgado,6,568,4,720
Balint R,7,590,3,683
Joshua Chen,8,595,5,750
betaveros,9,622,8,780
bluepichu,10,676,7,769
Larry,11,682,22,983
dan-simon,12,682,10,849
Michal Forišek,13,692,17,897
Zeyu Chen,14,697,12,865
Maxwell Zen,15,700,11,858
Antonio Molina,16,704,9,848
Adib Surani,17,714,13,865
Tim Vermeulen,18,718,14,867
Patrick Hogg,19,725,50,1277
Carl Schildkraut,20,726,21,973
Ivan Lyzhin,21,760,15,876
Yiming Li,22,779,16,890
Neal Wu,23,780,26,1032
Xavier Cooney ,24,797,25,1019
Shik Chen,25,799,28,1060
FillyAutomatic,26,812,29,1065
Roman Elizarov,27,829,37,1110
LegionMammal978,28,854,18,920
anonymous user #1510407,29,872,24,1011
Golovanov399,30,873,35,1094
tonghuikang,31,874,49,1277
qpwoeirut,32,874,20,968
Robert Spalek,33,881,31,1072
Kirby703,34,891,30,1069
Timothy Mou,35,904,40,1161
Ryan Hitchman,36,905,36,1098
vstrimaitis,37,908,84,1483
Sean Yawning,38,913,59,1343
Gabriel Wu,39,915,34,1083
Brett Math,40,917,38,1137
mangoqwq,41,918,27,1055
cup2of2tea ,42,926,74,1442
Måns Magnusson,43,926,63,1356
Robert Xiao,44,931,33,1083
lthistle,45,932,32,1075
Dennis Tian,46,943,82,1469
Mathijs Vogelzang,47,957,48,1273
Ian DeHaan,48,963,39,1160
evanphoward,49,973,83,1473
Ivan Krasilnikov,50,979,42,1190
Jon Hartnett,51,985,43,1200
Bahnschrift,52,986,52,1285
Gorane7,53,993,51,1284
anonymous user #2724128,54,996,44,1200
Christofer Ohlsson ,55,998,,
Oskar Haarklou Veileborg,56,1005,41,1174
anominos,57,1019,93,1567
Oleg Godovykh,58,1025,61,1354
Looking for blog readers!,59,1029,,
btnlq,60,1035,64,1359
Joel Jonsson,61,1037,92,1566
Theodore Spaide,62,1049,45,1227
JacksonDonaldson,63,1057,54,1304
dtinth,64,1080,,
David Harmeyer ,65,1083,95,1582
nthistle,66,1092,46,1233
Logo,67,1107,,
jebouin,68,1108,,
Benjamin Buan,69,1115,53,1290
GregorKikelj,70,1123,47,1256
anonymous user #371225,71,1128,68,1388
Tomas Rokicki,72,1147,62,1355
kajott,73,1149,60,1352
AndrescuIII,74,1150,76,1450
Kevin Sheng,75,1154,85,1487
alcatrazEscapee,76,1155,57,1323
pppery,77,1157,,
Murray Edwards,78,1168,,
Nicholas Seward,79,1172,,
Tom Sirgedas,80,1174,,
Bradley Louie,81,1178,,
Kelly Dance,82,1188,77,1451
etotheipi1,83,1189,,
David Wahler,84,1191,69,1390
key,85,1194,65,1371
Kami Leon,86,1198,81,1458
awychong,87,1203,66,1380
Andrey Anurin ,88,1203,58,1331
Nikitosh,89,1203,97,1602
jonathanpaulson,90,1207,55,1307
Corncycle,91,1242,72,1417
Paul Draper,92,1243,89,1527
Chris Mohr,93,1244,67,1388
xnkvbo,94,1253,,
Jan Verbeek,95,1253,56,1318
petertseng,96,1255,,
Erik Amirell Eklöf,97,1262,71,1411
arichnad,98,1266,79,1455
chrwoods,99,1267,,
ruuddotorg,100,1268,,
Oliver Ni,,,70,1405
schmrlng,,,73,1438
5space,,,75,1447
zacharybarbanell,,,78,1451
Maarten Sijm,,,80,1457
abailey2020,,,86,1488
PCSwingle,,,87,1509
Ahmed Siadomar,,,88,1524
Ivan Kazmenko,,,90,1550
Andreas Björklund,,,91,1558
orfest,,,94,1578
Sofapuden,,,96,1592
Markus Himmel,,,98,1604
Paul Zagieboylo ,,,99,1605
Tony Jiang,,,100,1608
