user,p1_position,p1_time,p2_position,p2_time
betaveros,1,214,1,308
sumeet,2,221,,
nthistle,3,315,2,422
ZED.Charley William Thairo,4,316,11,547
Antonio Molina,5,320,3,425
Jan Verbeek,6,325,5,447
David Harmeyer ,7,330,7,512
dtinth,8,335,62,792
jonathanpaulson,9,340,4,437
mrphlip,10,354,6,478
noblematt,11,378,8,523
JosephHardman ,12,380,22,644
JackMacWindows,13,391,23,676
bcc32,14,396,12,551
Tris Emmy Wilson ,15,412,9,539
Kevin Sheng,16,432,17,606
Ambrose Feinstein,17,433,25,684
hyper-neutrino,18,436,14,589
anonymous user #2724128,19,438,,
Larry,20,439,36,724
David Wahler,21,444,10,542
Gustav Westling,22,449,,
Max Murin,23,453,24,677
Noble Mushtak,24,460,20,628
Adam Gausmann,25,468,15,593
tckmn,26,474,13,570
sampersand,27,474,34,715
Ritwin Narra,28,480,56,786
Lewin Gan,29,481,,
anonymous user #2375057,30,486,26,690
SizableShrimp,31,488,16,603
nigelzor,32,488,30,708
DLu,33,498,,
Drew Boyuka,34,500,31,709
Justin Yokota,35,504,19,618
anonymous user #1510407,36,507,18,616
Eric Yang,37,509,28,697
LegionMammal978,38,511,29,699
Ian DeHaan,39,511,,
the-glu ,40,520,49,769
Mark Ladygo,41,521,,
SeanRBurton,42,525,44,755
Benedikt Werner,43,526,,
bluepichu,44,527,60,789
Nathan Fenner,45,527,21,634
Patrick Hogg,46,533,54,777
Martyn Smith ,47,535,37,734
quentinmit,48,536,33,715
Vladislav Isenbaev,49,538,40,741
xnkvbo,50,545,68,806
5space,51,547,61,791
Utkarsh Kukreti,52,553,,
Jieruei Chang,53,556,81,829
ruuddotorg,54,557,79,826
Maxwell Zen,55,557,50,769
Talchas,56,559,98,885
Matthew Ramina,57,560,87,851
dllu,58,561,52,775
Kirby703,59,565,46,764
Sam Hindess,60,567,32,714
hakiobo,61,569,,
nim-ka,62,572,27,691
Roman Elizarov,63,573,96,880
Brandon Lin,64,575,41,748
Yenya,65,575,63,792
Jean-Francois Thuong,66,577,,
DayDun,67,578,99,886
Anish Singhani,68,578,38,736
mangoqwq,69,580,43,753
Javier Blazquez,70,583,,
Marko Tsengov,71,583,39,739
petertseng,72,587,35,718
PoustouFlan,73,588,,
ictrobot,74,593,,
Ivan Galakhov,75,596,42,749
Oskar Haarklou Veileborg,76,597,85,847
Andrey Akhmetov ,77,598,,
anonymous user #1132516,78,608,,
@koutaharu_,79,609,55,783
ellellie,80,611,,
LyricLy,81,611,75,819
anthakki,82,612,,
Dmitry Ivanov,83,612,,
twright0,84,617,,
tiger0132,85,618,58,787
dan-simon,86,620,78,826
anonymous user #60233,87,621,80,827
leijurv,88,624,72,817
andy-k,89,625,,
Epiphane,90,627,73,819
Danny Lin,91,631,84,845
seligman99,92,636,,
Oliver Ni,93,641,59,788
boboquack,94,642,48,766
Peter Dowdy,95,643,67,805
Karl Jiang,96,645,70,810
Andrew Jennings,97,646,,
Mattéo Delabre,98,648,90,862
Maarten Sijm,99,648,,
alcatrazEscapee,100,649,,
tonghuikang,,,45,761
Jared Hughes,,,47,766
Olle Lapidus,,,51,771
mserrano,,,53,775
klange,,,57,787
Erik Amirell Eklöf,,,64,802
Alex Wice,,,65,802
FillyAutomatic,,,66,803
FliegendeWurst,,,69,810
Paul Draper,,,71,816
xal-0,,,74,819
Yannick Spreen,,,76,820
anonymous user #614991,,,77,825
Mathijs Vogelzang,,,82,840
Carl Schildkraut,,,83,842
Max Jäger ,,,86,847
commandblockguy,,,88,853
Andrey Anurin ,,,89,862
jmshoun,,,91,863
msullivan,,,92,868
robotgenis,,,93,878
A5rocks,,,94,878
RundownRhino,,,95,878
Edward Steere,,,97,885
pbnjay,,,100,887
