user,p1_position,p1_time,p2_position,p2_time
hyper-neutrino,1,109,1,158
Carl Schildkraut,2,115,10,257
bluepichu,3,130,16,270
Oskar Haarklou Veileborg,4,132,3,208
betaveros,5,133,15,269
Geoffrey Kleinberg,6,134,26,295
sampai20,7,145,31,308
Oliver Ni,8,145,4,228
Bradley Louie,9,148,2,201
Arrowbounce,10,160,5,230
anonymous user #963181,11,162,,
Joseph Durie,12,162,,
Ian DeHaan,13,165,13,265
Larry,14,167,24,292
Kye W. Shi,15,167,14,266
Thomas Feld,16,169,,
Nikhil Vijai,17,170,6,234
zacharybarbanell,18,171,57,348
boboquack,19,173,25,293
ajgrinds,20,174,,
Pedro Osório,21,175,80,362
jonathanpaulson,22,176,11,258
Tim Vermeulen,23,176,69,356
It's a Shill,24,179,,
Joshua Dunbrack,25,182,75,361
Lingrui Xie,26,182,8,256
Noble Mushtak,27,182,27,299
Martin Camacho,28,183,21,286
tckmn,29,185,19,273
Joe L.,30,185,39,323
dan-simon,31,185,,
crazymerlyn,32,186,94,370
nthistle,33,189,38,323
christopher papke,34,189,37,319
Buck4437,35,190,,
Rem Zhang,36,191,,
Josiah Kiok,37,191,48,337
Shea Janke,38,192,,
Zeyu Chen,39,193,,
Tris Emmy Wilson ,40,193,,
Anthaleos,41,193,40,326
Jasper van Merle,42,193,45,332
Niraj Patel,43,194,,
LegionMammal978,44,194,17,272
sanjay jayaram,45,195,,
Sofapuden,46,195,,
5space,47,196,,
rhendric,48,196,,
Gorane7,49,196,,
Timothy Leong,50,196,73,358
James Stuart ,51,198,,
Cyprien Mangin,52,198,43,332
Maxwell Zen,53,199,7,239
Antonio Molina,54,199,82,363
Tomas Rokicki,55,200,33,312
Evan Kwan,56,200,,
Pakkapong Sricharoen,57,201,,
Kevin Sheng,58,202,,
Kroppeb,59,203,12,264
Joshua Chen,60,203,46,335
flashmt,61,203,29,303
Lewin Gan,62,204,20,279
Xavier Cooney ,63,204,60,349
andriigrynenko,64,204,,
Robert Xiao,65,205,18,273
Kami Leon,66,206,,
Dylan Smith,67,207,32,310
klange,68,209,91,368
Matt Gruskin ,69,209,,
Yoshiap,70,210,,
Andrey Akhmetov ,71,210,58,348
Eduardo Quirino,72,210,53,340
Branflakes2415,73,211,9,256
hughcoleman,74,211,59,349
Davis Yoshida,75,211,62,349
David Walker,76,212,55,345
Nikitosh,77,212,,
Craig Gidney,78,213,,
Thomas,79,213,36,317
dennis-wei,80,214,,
Patrick Hogg,81,214,41,330
Gabriel Wu,82,215,,
val tron,83,215,,
vernon-hughes,84,215,,
t-brieger,85,215,,
anonymous user #1823456,86,216,28,302
Eric Yang,87,216,,
Toni Fadjukoff ,88,216,,
The Penguin,89,217,47,336
Colin Stewart,90,218,,
KevinL10,91,219,71,357
Miriam Vellacott,92,219,,
nicholasjma,93,220,,
coolcomputery,94,220,,
noblematt,95,221,,
Prince Chawdhary,96,222,,
AMLeng,97,222,,
Kevin Guo,98,222,,
Kevin Yap,99,222,34,313
Lydxn,100,223,,
Waffle,,,22,292
penteract,,,23,292
David Wahler,,,30,304
Ivan Kazmenko,,,35,315
Alex Wen,,,42,331
Ritwin Narra,,,44,332
Vladislav Isenbaev,,,49,337
Hendrik Melse,,,50,338
Emerald Block,,,51,339
Kostero,,,52,340
connorjayr,,,54,343
Benjamin Avrahami,,,56,348
Max Jäger ,,,61,349
D. Salgado,,,63,350
mbingo,,,64,350
anonymous user #1074674,,,65,351
Zhan Xiong Chin,,,66,352
Daniel Yang,,,67,355
msullivan,,,68,356
yuizumi,,,70,356
Kyle Toom,,,72,357
schmrlng,,,74,359
lightseba,,,76,361
Justin Yokota,,,77,361
mingmingrr,,,78,361
shinyclovers,,,79,361
petertseng,,,81,362
paulshen,,,83,364
kevinmchung,,,84,364
monkeynova,,,85,364
Curtis Liu,,,86,365
PikMike,,,87,365
meexwaal,,,88,367
Sean Liu,,,89,367
xenia,,,90,368
Jiacheng (Alan) Liang,,,92,368
shmoshua,,,93,369
Alexander Haupt,,,95,370
thederekkaplan,,,96,371
xnkvbo,,,97,374
RadioactiveHydra,,,98,375
Joel Jonsson,,,99,376
Erik Ritter,,,100,376
