user,p1_position,p1_time,p2_position,p2_time
D. Salgado,1,167,1,171
boboquack,2,174,2,178
Carl Schildkraut,3,208,4,212
mserrano,4,208,3,212
Max Murin,5,229,5,233
Jared Hughes,6,235,6,243
awychong,7,237,13,251
bluepichu,8,239,7,243
dan-simon,9,242,8,244
Joseph Durie,10,242,11,248
mrphlip,11,244,9,246
David Wahler,12,244,10,247
5space,13,247,12,250
Antonio Molina,14,270,14,275
betaveros,15,275,15,279
Vladislav Isenbaev,16,285,17,296
Maarten Sijm,17,288,16,293
int-e,18,294,19,300
Nathan Fenner,19,297,18,300
@CHz16,20,304,20,308
btnlq,21,305,24,323
Oliver Ni,22,308,23,318
FillyAutomatic,23,308,21,314
vash3r,24,310,22,314
Michal Forišek,25,320,27,336
tenth,26,321,25,328
anonymous user #750627,27,326,41,376
Robert Xiao,28,326,26,329
djpohly,29,337,31,354
eniraa,30,340,30,350
Bradley Louie,31,343,29,347
Kroppeb,32,343,28,347
Adavya Goyal,33,351,33,356
Axel Brisse ,34,354,32,355
1234abcdcba4321,35,357,34,361
yuizumi,36,359,35,367
LegionMammal978,37,361,,
Kerem Ergene,38,366,36,369
etotheipi1,39,368,38,373
Paul Zagieboylo ,40,369,37,372
Paul Draper,41,370,44,378
timreyn,42,371,42,376
hughcoleman,43,371,39,374
Mercerenies,44,372,,
skaldskaparmal,45,372,40,375
Tomas Rokicki,46,374,47,386
ndimov,47,375,43,378
the-chenergy,48,377,52,397
nim-ka,49,381,45,381
Sean Yawning,50,382,67,422
Giacomo Stevanato,51,382,46,386
Loks-,52,384,49,389
grhkm21,53,386,53,398
anonymous user #1510407,54,386,48,388
hyper-neutrino,55,388,50,392
Drew Boyuka,56,388,59,407
tckmn,57,393,51,394
Hafnium780,58,394,,
Neal Wu,59,396,,
anonymous user #146689,60,396,,
anonymous user #975121,61,396,54,400
Thomas Feld,62,397,58,404
Balint R,63,397,57,403
Loren Troan,64,397,56,403
Brett Math,65,398,68,424
Jakob Degen,66,399,,
Leon Loopik,67,399,55,402
crazymerlyn,68,400,62,410
coolcomputery,69,402,60,408
abailey2020,70,403,61,408
Qiqi Impact,71,404,69,425
Cyprien Mangin,72,407,,
Ivan Kazmenko,73,411,71,430
TimHuisman1703,74,412,64,414
Kai Si,75,412,63,414
nthistle,76,417,66,422
Buck4437,77,418,65,421
SeanRBurton,78,419,77,442
Clancy Woodburn,79,425,70,429
Larry,80,429,72,432
alcatrazEscapee,81,430,73,433
Maxwell Zen,82,431,75,435
Ryan Dewey,83,431,78,443
Brandon Lin,84,431,74,434
Robert Spalek,85,435,84,461
anonymous user #195997,86,436,83,456
twattanawaroon,87,436,76,439
noblematt,88,440,79,444
arguhuh,89,442,80,447
George Zhou,90,446,82,452
Anish Singhani,91,448,81,451
Jeffrey H.,92,449,85,465
Etienne Vouga,93,456,96,494
aidangottlieb ,94,463,86,468
anonymous user #2412806,95,464,87,470
mingmingrr,96,464,88,473
Tim Vermeulen,97,471,89,475
vekt0r-github,98,472,,
Avi Swartz,99,474,91,484
Ethan C,100,474,,
RootCubed,,,90,481
StarGazingHomies,,,92,485
progheal,,,93,488
Colton Pauderis,,,94,489
xnkvbo,,,95,491
Clayton Smith ,,,97,498
Craig Gidney,,,98,499
Lenny S,,,99,506
Nnnes,,,100,510
