user,p1_position,p1_time,p2_position,p2_time
nim-ka,1,29,1,53
nthistle,2,34,8,67
leijurv,3,36,9,67
sciyoshi,4,36,4,60
Robert Xiao,5,38,3,57
David Robinson,6,38,2,55
Tim Vermeulen,7,41,11,69
Max Jäger ,8,41,6,65
anonymous user #677741,9,41,61,108
anonymous user #1510407,10,43,10,69
5space,11,44,27,91
Tris Emmy Wilson ,12,44,7,66
petertseng,13,44,5,60
Anish Singhani,14,44,14,76
inthewaterwheel,15,44,,
anonymous user #1047278,16,46,,
mserrano,17,46,18,83
dan-simon,18,48,12,70
Erik Amirell Eklöf,19,49,22,87
hughcoleman,20,49,13,76
betaveros,21,49,19,85
Oliver Ni,22,50,20,86
Xavier Cooney ,23,50,,
Kroppeb,24,51,15,76
Jasper van Merle,25,51,33,96
Kevin Yap,26,52,,
anonymous user #217709,27,52,17,81
Waleed Khan,28,53,50,104
connorjayr,29,54,25,90
joshuaruegge,30,54,,
chunkybanana,31,54,51,104
anonymous user #672515,32,54,79,117
ZED.Charley William Thairo,33,55,44,99
oparkerj,34,55,34,96
dawninganchors,35,56,16,79
anonymous user #1565212,36,56,55,106
kejadlen,37,57,24,89
Patrick Hogg,38,58,52,105
Andriamanitra,39,58,23,89
Jan Verbeek,40,58,43,98
Joe L.,41,59,94,123
Johan Lindblad ,42,59,,
Maarten Sijm,43,59,60,108
dtinth,44,60,26,90
alcatrazEscapee,45,60,,
Nick Gavalas,46,61,30,94
Ian DeHaan,47,61,48,102
Lydxn,48,61,,
jonathanpaulson,49,62,28,92
mingmingrr,50,63,38,97
Utkarsh Kukreti,51,63,21,86
etotheipi1,52,63,74,116
Lewin Gan,53,63,29,93
Davis Yoshida,54,63,,
daviecar,55,63,83,119
Epiphane,56,64,31,95
Bailey Parker,57,64,,
Roderic Day,58,64,37,97
elu00,59,65,,
Aaron-Pierce,60,65,,
djpohly,61,65,76,116
Zack Lee,62,66,78,116
joefarebrother,63,67,,
anonymous user #2348523,64,67,41,98
Ethan Olpin,65,67,54,105
It's a Shill,66,68,49,103
mangoqwq,67,68,47,101
Oskar Haarklou Veileborg,68,68,,
@vince_vw,69,69,32,95
LtHummus,70,69,,
asottile,71,69,89,121
Natanaelel,72,70,46,100
Lars Haulin ,73,70,42,98
anonymous user #60233,74,70,64,110
rhendric,75,71,,
Maggie Liu,76,71,,
Springo,77,71,68,111
BelgianSalamander,78,71,69,112
Tanner Hoke,79,71,45,100
Christian Cederquist,80,71,59,108
Samo Kralj,81,71,39,97
boboquack,82,72,36,96
JuanPotato,83,72,40,98
cup2of2tea ,84,72,,
Craig Gidney,85,72,35,96
mwk48,86,72,,
Nnnes,87,72,53,105
Lucas M.,88,73,,
jeffreykaili,89,73,63,109
Kevin Feng,90,73,,
PenguinEncounter,91,74,,
Tomas Nyberg,92,74,,
Nick Frost,93,74,81,118
mniip,94,75,56,106
sampai20,95,75,,
David Wahler,96,75,67,111
Ross Newman,97,75,,
Tobias-Glimmerfors,98,75,93,123
miriam-rittenberg,99,76,,
Vince7778,100,76,,
skanev,,,57,106
lukechampine,,,58,107
hltk,,,62,109
Alfred Birketvedt,,,65,111
Matt Gruskin ,,,66,111
Looking for blog readers!,,,70,112
Greg Zborovsky,,,71,113
Salatmate,,,72,113
D. Salgado,,,73,115
ignat-z,,,75,116
Larry,,,77,116
MathiasOoi,,,80,117
Golovanov399,,,82,119
cefqrn,,,84,119
Nicholas Tarsis,,,85,120
anonymous user #44119,,,86,120
Alexander Haupt,,,87,120
Sophie,,,88,121
Михаил Минков ,,,90,121
Matthew Low,,,91,122
Adib Surani,,,92,123
isnbh0,,,95,123
Andrey Anurin ,,,96,124
Geoffrey Kleinberg,,,97,124
tbodt,,,98,124
Loren Troan,,,99,125
nomatteus,,,100,125
