user,p1_position,p1_time,p2_position,p2_time
Nathan Fenner,1,226,1,293
Golovanov399,2,302,7,616
Michael Grossfeld ,3,393,,
xnkvbo,4,413,5,609
nthistle,5,422,8,624
Ian DeHaan,6,439,17,766
brandtmaynard,7,461,4,596
tckmn,8,463,2,564
Maxwell Zen,9,479,19,772
D. Salgado,10,483,6,612
connorjayr,11,487,,
Thomas Neill,12,487,,
Joseph Durie,13,493,18,771
Marko Tsengov,14,500,15,735
Daniel Gu,15,532,3,581
alcatrazEscapee,16,542,10,642
Kye W. Shi,17,546,28,875
qpwoeirut,18,548,9,628
mimo31,19,552,74,1143
Aoxiang Cui,20,553,30,893
blaumeise20,21,557,35,932
Egor Kulikov ,22,564,31,898
Ivan Krasilnikov,23,576,11,678
Niklas Sandén,24,597,23,825
Jared Hughes,25,598,,
Talchas,26,602,,
Kirby703,27,610,12,702
meexwaal,28,624,,
Balint R,29,630,37,955
Paweł Kubiak,30,632,33,903
Tobias-Glimmerfors,31,634,16,752
Vladislav Isenbaev,32,650,14,732
schmrlng,33,659,22,800
skaldskaparmal,34,662,29,886
Oliver Ni,35,666,13,724
bluepichu,36,678,20,777
boboquack,37,681,,
simonlindholm,38,688,,
skanev,39,692,,
nim-ka,40,697,61,1087
noblematt,41,709,,
SeanRBurton,42,710,,
ZED.Charley William Thairo,43,713,53,1047
djpohly,44,715,88,1196
Ethan,45,718,25,862
Joel Jonsson,46,731,40,984
StarGazingHomies,47,732,81,1166
Lars Haulin ,48,735,,
dan-simon,49,737,,
anonymous user #1067586,50,751,68,1110
Nifley,51,754,,
epsalon,52,757,24,845
rhendric,53,758,21,795
Marcin Sokołowski ,54,759,,
aropan ,55,759,26,864
Noble Mushtak,56,765,73,1132
anonymous user #1510407,57,775,41,995
Brandon Lin,58,776,,
SeptaCube,59,780,36,954
Zhenjian Yang,60,786,,
Matthew Reeder,61,805,42,998
Antonio Molina,62,809,27,865
jebouin,63,811,,
Ivan Galakhov,64,813,,
anonymous user #637942,65,816,32,899
Maarten Sijm,66,826,90,1205
Para Dust,67,839,,
John Smith,68,847,60,1082
arichnad,69,851,54,1062
Adib Surani,70,851,38,963
hugmeonce,71,854,47,1029
Mathijs Vogelzang,72,858,,
KevinL10,73,862,34,930
Lauri Kenttä ,74,867,50,1040
Akimitsu Hogge,75,876,39,974
Avongard,76,883,48,1038
Gorane7,77,884,,
twattanawaroon,78,885,43,1008
Oliver Smith ,79,887,49,1040
anonymous user #204638,80,890,,
Shik Chen,81,893,63,1098
vegeta897,82,897,55,1066
andriigrynenko,83,898,58,1078
zacharybarbanell,84,901,,
Jimmy Mårdell,85,904,65,1103
mich101mich,86,910,,
patrickgh3,87,910,,
Etienne Foessel,88,913,77,1151
Thomas Broquist ,89,913,,
thekidder,90,914,98,1248
Cyprien Mangin,91,915,80,1158
Larry,92,917,44,1009
Ian Steptoe,93,917,46,1020
Ross,94,919,45,1010
Nick Gavalas,95,924,,
Alexander Pivovarov,96,934,,
gpr19,97,934,84,1186
Etienne Vouga,98,940,,
I3J03RN,99,940,,
Sleafar ,100,941,,
mrphlip,,,51,1041
wpchen ,,,52,1042
Looking for blog readers!,,,56,1070
1234abcdcba4321,,,57,1078
Nejc Zajc,,,59,1080
algmyr,,,62,1094
Prabowo Djonatan,,,64,1100
Matteo Biasielli,,,66,1106
OroArmor,,,67,1108
HexDecimal,,,69,1113
Jrmyy,,,70,1114
jonathanpaulson,,,71,1124
Xavier Cooney ,,,72,1130
Patrick Hogg,,,75,1146
Mercerenies,,,76,1151
Dan Schafer,,,78,1152
Tanner Hoke,,,79,1158
Rahul Gandharva ,,,82,1175
a-e-k,,,83,1182
Lewin Gan,,,85,1195
Ryan Dewey,,,86,1195
Olivier Le Floch,,,87,1195
tenth,,,89,1197
Robert Tupelo-Schneck,,,91,1219
btnlq,,,92,1225
Grazen0,,,93,1235
Erik Szalay,,,94,1235
Paul Zagieboylo ,,,95,1238
Theron Tock,,,96,1243
llunacb,,,97,1244
anonymous user #1541653,,,99,1269
Loks-,,,100,1274
